date,amzn,amzn_volume,amzn_change_pct
2025-05-29,205.7,"34,700,000",0.48%
2025-05-30,205.01,"51,680,000",-0.34%
2025-06-02,206.65,"29,110,000",0.80%
2025-06-03,205.71,"33,140,000",-0.45%
2025-06-04,207.23,"29,920,000",0.74%
2025-06-05,207.91,"51,980,000",0.33%
2025-06-06,213.57,"39,830,000",2.72%
2025-06-09,216.98,"38,100,000",1.60%
2025-06-10,217.61,"31,300,000",0.29%
2025-06-11,213.2,"39,330,000",-2.03%
2025-06-12,213.24,"27,640,000",0.02%
2025-06-13,212.1,"29,340,000",-0.53%
2025-06-16,216.1,"33,280,000",1.89%
2025-06-17,214.82,"32,090,000",-0.59%
2025-06-18,212.52,"44,360,000",-1.07%
2025-06-20,209.69,"75,350,000",-1.33%
2025-06-23,208.47,"37,310,000",-0.58%
2025-06-24,212.77,"38,380,000",2.06%
2025-06-25,211.99,"31,760,000",-0.37%
2025-06-26,217.12,"50,480,000",2.42%
2025-06-27,223.3,"119,220,000",2.85%
2025-06-30,219.39,"58,890,000",-1.75%
2025-07-01,220.46,"39,260,000",0.49%
2025-07-02,219.92,"30,890,000",-0.24%
2025-07-03,223.41,"29,630,000",1.59%
2025-07-07,223.47,"36,600,000",0.03%
2025-07-08,219.36,"45,690,000",-1.84%
2025-07-09,222.54,"38,160,000",1.45%
2025-07-10,222.26,"30,370,000",-0.13%
2025-07-11,225.02,"50,520,000",1.24%
2025-07-14,225.69,"35,700,000",0.30%
2025-07-15,226.35,"34,910,000",0.29%
2025-07-16,223.19,"39,540,000",-1.40%
2025-07-17,223.88,"31,860,000",0.31%
2025-07-18,226.13,"37,830,000",1.01%
2025-07-21,229.3,"40,300,000",1.40%
2025-07-22,227.47,"37,480,000",-0.80%
2025-07-23,228.29,"28,290,000",0.36%
2025-07-24,232.23,"42,900,000",1.73%
2025-07-25,231.44,"28,710,000",-0.34%
2025-07-28,232.79,"26,300,000",0.58%
2025-07-29,231.01,"33,720,000",-0.76%
2025-07-30,230.19,"32,990,000",-0.35%
2025-07-31,234.11,"104,360,000",1.70%
2025-08-01,214.75,"122,260,000",-8.27%
2025-08-04,211.65,"77,890,000",-1.44%
2025-08-05,213.75,"51,510,000",0.99%
2025-08-06,222.31,"54,820,000",4.00%
2025-08-07,223.13,"40,600,000",0.37%
2025-08-08,222.69,"32,970,000",-0.20%
2025-08-11,221.3,"31,650,000",-0.62%
2025-08-12,221.47,"37,250,000",0.08%
2025-08-13,224.56,"36,510,000",1.40%
2025-08-14,230.98,"61,550,000",2.86%
2025-08-15,231.03,"39,650,000",0.02%
2025-08-18,231.49,"25,250,000",0.20%
2025-08-19,228.01,"29,890,000",-1.50%
2025-08-20,223.81,"36,600,000",-1.84%
2025-08-21,221.95,"32,140,000",-0.83%
2025-08-22,228.84,"37,320,000",3.10%
2025-08-25,227.94,"22,630,000",-0.39%
2025-08-26,228.71,"26,110,000",0.34%
2025-08-27,229.12,"21,250,000",0.18%
2025-08-28,231.6,"33,680,000",1.08%
2025-08-29,229,"26,200,000",-1.12%
2025-09-02,225.34,"38,840,000",-1.60%
2025-09-03,225.99,"29,220,000",0.29%
2025-09-04,235.68,"59,390,000",4.29%
2025-09-05,232.33,"36,720,000",-1.42%
2025-09-08,235.84,"33,950,000",1.51%
2025-09-09,238.24,"27,030,000",1.02%
2025-09-10,230.33,"60,910,000",-3.32%
2025-09-11,229.95,"37,490,000",-0.16%
2025-09-12,228.15,"38,500,000",-0.78%
2025-09-15,231.43,"33,240,000",1.44%
2025-09-16,234.05,"38,200,000",1.13%
2025-09-17,231.62,"42,820,000",-1.04%
2025-09-18,231.23,"37,930,000",-0.17%
2025-09-19,231.48,"97,940,000",0.11%
2025-09-22,227.63,"45,910,000",-1.66%
2025-09-23,220.71,"70,960,000",-3.04%
2025-09-24,220.21,"49,510,000",-0.23%
2025-09-25,218.15,"52,230,000",-0.94%
2025-09-26,219.78,"41,650,000",0.75%
2025-09-29,222.17,"44,260,000",1.09%
2025-09-30,219.57,"48,400,000",-1.17%
2025-10-01,220.63,"43,930,000",0.48%
2025-10-02,222.41,"41,260,000",0.81%
2025-10-03,219.51,"43,640,000",-1.30%
2025-10-06,220.9,"43,690,000",0.63%
2025-10-07,221.78,"31,190,000",0.40%
2025-10-08,225.22,"46,690,000",1.55%
2025-10-09,227.74,"46,410,000",1.12%
2025-10-10,216.37,"72,370,000",-4.99%
2025-10-13,220.07,"37,810,000",1.71%
2025-10-14,216.39,"45,670,000",-1.67%
2025-10-15,215.57,"45,910,000",-0.38%
2025-10-16,214.47,"42,410,000",-0.51%
2025-10-17,213.04,"45,990,000",-0.67%
2025-10-20,216.48,"38,880,000",1.61%
2025-10-21,222.03,"50,490,000",2.56%
2025-10-22,217.95,"44,310,000",-1.84%
2025-10-23,221.09,"31,540,000",1.44%
2025-10-24,224.21,"38,690,000",1.41%
2025-10-27,226.97,"38,270,000",1.23%
2025-10-28,229.25,"47,100,000",1.00%
2025-10-29,230.3,"52,040,000",0.46%
2025-10-30,222.86,"102,250,000",-3.23%
2025-10-31,244.22,"166,340,000",9.58%
2025-11-03,254,"96,000,000",4.00%
2025-11-04,249.32,"51,550,000",-1.84%
2025-11-05,250.2,"40,610,000",0.35%
2025-11-06,243.04,"46,000,000",-2.86%
2025-11-07,244.41,"46,370,000",0.56%
2025-11-10,248.4,"36,480,000",1.63%
2025-11-11,249.1,"23,560,000",0.28%
2025-11-12,244.2,"31,190,000",-1.97%
2025-11-13,237.58,"41,400,000",-2.71%
2025-11-14,234.69,"38,960,000",-1.22%
2025-11-17,232.87,"59,920,000",-0.78%
2025-11-18,222.55,"60,610,000",-4.43%
2025-11-19,222.69,"58,340,000",0.06%
2025-11-20,217.14,"50,310,000",-2.49%
2025-11-21,220.69,"68,490,000",1.63%
2025-11-24,226.28,"54,320,000",2.53%
2025-11-25,229.67,"39,380,000",1.50%
2025-11-26,229.16,"38,500,000",-0.22%
2025-11-28,233.22,"20,290,000",1.77%
2025-12-01,233.88,"42,900,000",0.28%
2025-12-02,234.42,"45,790,000",0.23%
2025-12-03,232.38,"35,500,000",-0.87%
2025-12-04,229.11,"45,680,000",-1.41%
2025-12-05,229.53,"33,120,000",0.18%
2025-12-08,226.89,"35,020,000",-1.15%
2025-12-09,227.92,"25,840,000",0.45%
2025-12-10,231.78,"38,790,000",1.69%
2025-12-11,230.28,"28,250,000",-0.65%
2025-12-12,226.19,"35,640,000",-1.78%
2025-12-15,222.54,"47,290,000",-1.61%
2025-12-16,222.56,"39,300,000",0.01%
2025-12-17,221.27,"44,030,000",-0.58%
2025-12-18,226.76,"50,270,000",2.48%
2025-12-19,227.35,"85,540,000",0.26%
2025-12-22,228.43,"32,260,000",0.48%
2025-12-23,232.14,"29,230,000",1.62%
2025-12-24,232.38,"11,420,000",0.10%
2025-12-26,232.52,"15,990,000",0.06%
2025-12-29,232.07,"19,800,000",-0.19%
2025-12-30,232.53,"21,910,000",0.20%
2025-12-31,230.82,"24,380,000",-0.74%
2026-01-02,226.5,"51,460,000",-1.87%
2026-01-05,233.06,"49,730,000",2.90%
2026-01-06,240.93,"53,760,000",3.38%
2026-01-07,241.56,"42,240,000",0.26%
2026-01-08,246.29,"39,510,000",1.96%
2026-01-09,247.38,"34,560,000",0.44%
2026-01-12,246.47,"35,870,000",-0.37%
2026-01-13,242.6,"38,370,000",-1.57%
2026-01-14,236.65,"41,410,000",-2.45%
2026-01-15,238.18,"43,000,000",0.65%
2026-01-16,239.12,"45,890,000",0.39%
2026-01-20,231,"47,740,000",-3.40%
2026-01-21,231.31,"47,280,000",0.13%
2026-01-22,234.34,"31,910,000",1.31%
2026-01-23,239.16,"33,780,000",2.06%
2026-01-26,238.42,"32,830,000",-0.31%
2026-01-27,244.68,"38,030,000",2.63%
2026-01-28,243.01,"40,880,000",-0.68%
2026-01-29,241.73,"47,230,000",-0.53%
2026-01-30,239.3,"46,590,000",-1.01%
2026-02-02,242.96,"37,550,000",1.53%
2026-02-03,238.62,"53,830,000",-1.79%
2026-02-04,232.99,"51,300,000",-2.36%
2026-02-05,222.69,"103,510,000",-4.42%
2026-02-06,210.32,"179,210,000",-5.55%
2026-02-09,208.72,"91,180,000",-0.76%
2026-02-10,206.96,"67,180,000",-0.84%
2026-02-11,204.08,"65,550,000",-1.39%
2026-02-12,199.6,"83,980,000",-2.20%
2026-02-13,198.79,"66,320,000",-0.41%
2026-02-17,201.15,"69,880,000",1.19%
2026-02-18,204.79,"51,000,000",1.81%
2026-02-19,204.86,"35,670,000",0.03%
2026-02-20,210.11,"65,880,000",2.56%
2026-02-23,205.27,"53,580,000",-2.30%
2026-02-24,208.56,"41,140,000",1.60%
2026-02-25,210.64,"41,350,000",1.00%
2026-02-26,207.92,"47,760,000",-1.29%
2026-02-27,210,"57,420,000",1.00%
2026-03-02,208.39,"46,000,000",-0.77%
2026-03-03,208.73,"43,180,000",0.16%
2026-03-04,216.82,"54,730,000",3.88%
2026-03-05,218.94,"60,940,000",0.98%
2026-03-06,213.21,"51,150,000",-2.62%
2026-03-09,213.49,"54,640,000",0.13%
2026-03-10,214.33,"35,680,000",0.39%
2026-03-11,212.65,"34,200,000",-0.78%
2026-03-12,209.53,"44,350,000",-1.47%
2026-03-13,207.67,"35,660,000",-0.89%
2026-03-16,211.74,"42,210,000",1.96%
2026-03-17,215.2,"44,970,000",1.63%
2026-03-18,209.87,"37,850,000",-2.48%
2026-03-19,208.76,"36,440,000",-0.53%
2026-03-20,205.37,"63,690,000",-1.62%
2026-03-23,210.14,"44,280,000",2.32%
2026-03-24,207.24,"35,350,000",-1.38%
2026-03-25,211.71,"36,390,000",2.16%
2026-03-26,207.54,"46,750,000",-1.97%
2026-03-27,199.34,"56,010,000",-3.95%
2026-03-30,200.95,"46,370,000",0.81%
2026-03-31,208.27,"58,470,000",3.64%
2026-04-01,210.57,"45,960,000",1.10%
2026-04-02,209.77,"31,450,000",-0.38%
2026-04-06,212.79,"25,390,000",1.44%
2026-04-07,213.77,"28,150,000",0.46%
2026-04-08,221.25,"51,090,000",3.50%
2026-04-09,233.65,"65,960,000",5.60%
2026-04-10,238.38,"56,910,000",2.02%
2026-04-13,239.89,"42,170,000",0.63%
2026-04-14,249.02,"72,690,000",3.81%
2026-04-15,248.5,"43,050,000",-0.21%
2026-04-16,249.7,"41,900,000",0.48%
2026-04-17,250.56,"52,030,000",0.34%
2026-04-20,248.28,"39,460,000",-0.91%
2026-04-21,249.91,"42,920,000",0.66%
2026-04-22,255.36,"36,070,000",2.18%
2026-04-23,255.08,"39,090,000",-0.11%
2026-04-24,263.99,"53,780,000",3.49%
2026-04-27,261.12,"44,910,000",-1.09%
2026-04-28,259.7,"42,200,000",-0.54%
2026-04-29,263.04,"72,370,000",1.29%
2026-04-30,265.06,"100,970,000",0.77%
2026-05-01,268.26,"50,830,000",1.21%
2026-05-04,272.05,"49,080,000",1.41%
2026-05-05,273.55,"41,910,000",0.55%
2026-05-06,274.99,"44,550,000",0.53%
2026-05-07,271.17,"35,890,000",-1.39%
2026-05-08,272.68,"34,730,000",0.56%
2026-05-11,268.99,"38,180,000",-1.35%
2026-05-12,265.82,"36,780,000",-1.18%
2026-05-13,270.13,"39,670,000",1.62%
2026-05-14,267.22,"31,340,000",-1.08%
2026-05-15,264.14,"40,770,000",-1.15%
2026-05-18,264.86,"33,690,000",0.27%
2026-05-19,259.34,"40,340,000",-2.08%
2026-05-20,265.01,"34,930,000",2.19%
2026-05-21,268.46,"36,590,000",1.30%
2026-05-22,266.32,"27,540,000",-0.80%
2026-05-26,265.29,"38,030,000",-0.39%
2026-05-27,271.85,"40,060,000",2.47%
2026-05-28,274,"40,630,000",0.79%
2026-05-29,270.64,"54,750,000",-1.23%
2026-06-01,261.26,"53,600,000",-3.47%
2026-06-02,256.52,"41,810,000",-1.81%
2026-06-03,250.02,"51,390,000",-2.53%
2026-06-04,253.79,"35,610,000",1.51%
2026-06-05,246.03,"55,610,000",-3.06%
2026-06-08,245.22,"33,900,000",-0.33%
2026-06-09,244.19,"44,430,000",-0.42%
2026-06-10,238,"38,590,000",-2.53%
2026-06-11,241.51,"41,340,000",1.47%
2026-06-12,238.55,"51,250,000",-1.23%
2026-06-15,246.02,"41,710,000",3.13%
2026-06-16,246,"35,190,000",-0.01%
2026-06-17,237.5,"44,780,000",-3.46%
