Date,Price,Open,High,Low,Vol.,Change %
2023-05-26,"1,190.01","1,166.58","1,199.69","1,166.58",550.13M,2.38%
2023-05-25,"1,162.34","1,172.10","1,172.10","1,158.78",400.13M,-0.52%
2023-05-24,"1,168.38","1,169.40","1,174.42","1,159.17",450.28M,-0.23%
2023-05-23,"1,171.09","1,171.45","1,187.33","1,169.21",479.91M,-0.87%
2023-05-22,"1,181.37","1,187.66","1,189.30","1,177.39",421.61M,-0.37%
2023-05-19,"1,185.73","1,192.84","1,193.54","1,180.43",416.35M,-0.84%
2023-05-18,"1,195.75","1,181.31","1,196.32","1,180.53",385.50M,1.54%
2023-05-17,"1,177.59","1,162.45","1,178.71","1,161.31",459.45M,2.04%
2023-05-16,"1,154.05","1,150.12","1,164.49","1,148.49",403.65M,-0.25%
2023-05-15,"1,156.98","1,156.67","1,159.80","1,146.78",371.92M,0.14%
2023-05-12,"1,155.36","1,170.22","1,172.00","1,148.37",406.09M,-0.89%
2023-05-11,"1,165.73","1,161.44","1,167.13","1,156.18",367.17M,0.55%
2023-05-10,"1,159.34","1,162.84","1,168.95","1,146.27",416.53M,0.63%
2023-05-09,"1,152.10","1,146.54","1,152.79","1,143.98",318.00M,0.02%
2023-05-08,"1,151.90","1,151.54","1,152.31","1,144.32",374.11M,0.30%
2023-05-05,"1,148.40","1,134.49","1,150.01","1,133.96",433.71M,2.00%
2023-05-04,"1,125.90","1,135.69","1,139.12","1,124.22",436.72M,-0.70%
2023-05-03,"1,133.79","1,139.08","1,152.60","1,132.79",471.76M,-0.71%
2023-05-02,"1,141.94","1,137.87","1,144.30","1,128.72",480.03M,0.16%
2023-05-01,"1,140.15","1,150.07","1,151.56","1,138.58",457.95M,-1.06%
2023-04-28,"1,152.42","1,148.64","1,154.75","1,134.41",484.66M,-0.04%
2023-04-27,"1,152.85","1,132.38","1,154.17","1,129.53",499.10M,2.77%
2023-04-26,"1,121.81","1,132.18","1,136.79","1,119.64",458.86M,-0.38%
2023-04-25,"1,126.10","1,141.78","1,143.64","1,125.90",430.83M,-2.05%
2023-04-24,"1,149.64","1,152.79","1,159.49","1,139.30",409.93M,-0.07%
2023-04-21,"1,150.47","1,146.60","1,155.33","1,138.09",398.79M,1.20%
2023-04-20,"1,136.78","1,135.47","1,146.45","1,130.51",530.69M,-1.48%
2023-04-19,"1,153.85","1,143.52","1,160.36","1,142.74",379.92M,0.02%
2023-04-18,"1,153.59","1,158.31","1,160.58","1,148.93",304.74M,0.12%
2023-04-17,"1,152.15","1,148.98","1,154.86","1,141.45",328.62M,0.68%
2023-04-14,"1,144.40","1,140.59","1,151.12","1,134.86",320.01M,0.13%
2023-04-13,"1,142.93","1,125.71","1,144.03","1,122.27",404.53M,2.31%
2023-04-12,"1,117.09","1,142.90","1,143.76","1,115.97",423.25M,-1.54%
2023-04-11,"1,134.57","1,134.72","1,141.09","1,129.80",391.02M,0.02%
2023-04-10,"1,134.39","1,118.59","1,134.41","1,111.15",378.20M,0.42%
2023-04-06,"1,129.59","1,124.01","1,131.13","1,113.52",338.39M,0.05%
2023-04-05,"1,129.03","1,148.78","1,148.78","1,126.71",373.25M,-2.04%
2023-04-04,"1,152.52","1,157.58","1,159.69","1,142.32",383.14M,-0.07%
2023-04-03,"1,153.35","1,153.09","1,158.53","1,145.53",425.52M,-0.91%
2023-03-31,"1,163.98","1,140.01","1,164.49","1,140.01",464.82M,2.62%
2023-03-30,"1,134.30","1,134.59","1,140.16","1,129.80",379.16M,0.90%
2023-03-29,"1,124.22","1,115.08","1,124.78","1,111.68",404.16M,1.91%
2023-03-28,"1,103.20","1,105.39","1,107.09","1,095.66",362.33M,-0.11%
2023-03-27,"1,104.44","1,112.56","1,116.72","1,099.94",450.89M,0.18%
2023-03-24,"1,102.47","1,101.77","1,104.29","1,088.79",425.68M,-0.35%
2023-03-23,"1,106.39","1,119.67","1,128.38","1,095.45",475.47M,-0.05%
2023-03-22,"1,106.94","1,133.75","1,140.78","1,106.79",474.06M,-2.20%
2023-03-21,"1,131.84","1,114.70","1,133.37","1,114.10",477.58M,2.71%
2023-03-20,"1,101.95","1,094.69","1,107.88","1,088.13",455.84M,0.39%
2023-03-17,"1,097.66","1,110.12","1,112.33","1,088.57",812.43M,-1.24%
2023-03-16,"1,111.48","1,086.45","1,116.09","1,084.31",512.24M,1.88%
2023-03-15,"1,090.94","1,078.75","1,091.96","1,071.31",570.73M,-0.21%
2023-03-14,"1,093.24","1,088.01","1,096.02","1,079.51",512.78M,1.71%
2023-03-13,"1,074.90","1,058.70","1,088.23","1,053.27",602.80M,0.23%
2023-03-10,"1,072.43","1,086.93","1,097.82","1,068.92",547.28M,-0.98%
2023-03-09,"1,083.03","1,108.97","1,118.77","1,081.95",486.71M,-2.36%
2023-03-08,"1,109.19","1,108.91","1,110.17","1,098.47",400.95M,-0.26%
2023-03-07,"1,112.05","1,127.33","1,131.15","1,111.59",404.66M,-1.37%
2023-03-06,"1,127.45","1,137.34","1,142.43","1,127.19",403.76M,-0.71%
2023-03-03,"1,135.50","1,121.45","1,137.50","1,119.06",459.91M,2.12%
2023-03-02,"1,111.95","1,095.80","1,113.49","1,094.96",489.17M,-0.32%
2023-03-01,"1,115.49","1,127.48","1,129.46","1,109.33",483.87M,-1.28%
2023-02-28,"1,130.01","1,131.24","1,138.14","1,125.43",570.43M,-0.05%
2023-02-27,"1,130.63","1,130.60","1,139.12","1,126.36",435.75M,1.18%
2023-02-24,"1,117.47","1,114.47","1,119.23","1,108.13",419.11M,-1.56%
2023-02-23,"1,135.21","1,139.81","1,140.35","1,116.17",451.49M,-0.09%
2023-02-22,"1,136.21","1,133.00","1,143.52","1,128.16",480.70M,0.52%
2023-02-21,"1,130.38","1,147.89","1,154.74","1,130.19",484.99M,-3.34%
2023-02-17,"1,169.45","1,163.40","1,169.68","1,149.63",504.56M,0.04%
2023-02-16,"1,168.99","1,178.91","1,193.14","1,168.82",513.86M,-2.16%
2023-02-15,"1,194.85","1,178.59","1,194.90","1,173.42",449.22M,1.16%
2023-02-14,"1,181.11","1,158.64","1,183.62","1,151.98",510.87M,1.18%
2023-02-13,"1,167.37","1,150.07","1,167.66","1,143.03",459.99M,1.46%
2023-02-10,"1,150.55","1,153.90","1,159.37","1,141.20",516.38M,-1.22%
2023-02-09,"1,164.75","1,182.95","1,190.31","1,159.20",570.25M,-0.21%
2023-02-08,"1,167.17","1,172.93","1,176.51","1,159.62",503.66M,-0.89%
2023-02-07,"1,177.70","1,169.08","1,180.72","1,148.23",603.32M,0.22%
2023-02-06,"1,175.12","1,173.03","1,182.26","1,165.53",506.32M,-0.13%
2023-02-03,"1,176.67","1,176.24","1,204.75","1,171.42",725.70M,-3.11%
2023-02-02,"1,214.42","1,203.51","1,228.49","1,198.23",722.94M,3.08%
2023-02-01,"1,178.10","1,154.26","1,187.01","1,141.57",571.34M,1.89%
2023-01-31,"1,156.22","1,132.04","1,156.33","1,131.72",574.04M,2.22%
2023-01-30,"1,131.09","1,142.82","1,149.25","1,129.98",546.30M,-1.71%
2023-01-27,"1,150.81","1,127.16","1,159.39","1,126.41",647.45M,2.27%
2023-01-26,"1,125.24","1,122.99","1,127.80","1,111.03",530.36M,2.03%
2023-01-25,"1,102.83","1,078.57","1,103.99","1,072.26",468.15M,0.54%
2023-01-24,"1,096.90","1,086.75","1,102.04","1,086.37",419.52M,-0.17%
2023-01-23,"1,098.79","1,085.35","1,102.52","1,078.55",500.49M,1.57%
2023-01-20,"1,081.81","1,058.12","1,082.22","1,053.41",441.44M,2.46%
2023-01-19,"1,055.81","1,066.06","1,068.96","1,050.70",480.99M,-1.69%
2023-01-18,"1,073.99","1,100.00","1,105.25","1,073.38",515.94M,-1.30%
2023-01-17,"1,088.11","1,091.75","1,096.68","1,084.97",516.27M,0.07%
2023-01-13,"1,087.35","1,062.72","1,087.99","1,061.60",543.99M,0.97%
2023-01-12,"1,076.86","1,081.98","1,082.95","1,059.73",512.46M,0.17%
2023-01-11,"1,075.02","1,056.12","1,075.14","1,056.12",519.97M,2.68%
2023-01-10,"1,046.97","1,036.07","1,047.00","1,029.35",439.70M,1.26%
2023-01-09,"1,033.93","1,039.83","1,050.54","1,033.28",501.71M,0.57%
2023-01-06,"1,028.10","1,001.09","1,031.70",994.32,542.17M,2.40%
2023-01-05,"1,004.03","1,007.65","1,010.47",997.78,443.72M,-0.95%
2023-01-04,"1,013.67","1,010.94","1,021.06",996.49,510.94M,1.41%
2023-01-03,999.54,"1,010.71","1,014.09",987.46,531.48M,-0.59%
2022-12-30,"1,005.48",998.21,"1,005.53",994.06,392.48M,-0.28%
2022-12-29,"1,008.32",997.21,"1,010.48",993.69,475.81M,2.57%
2022-12-28,983.06,992.04,"1,001.36",981.17,467.37M,-0.86%
2022-12-27,991.55,"1,003.95","1,004.51",990.89,459.44M,-1.64%
2022-12-23,"1,008.10",998.9,"1,010.70",991.92,398.93M,0.71%
2022-12-22,"1,000.97","1,016.53","1,016.53",986.4,595.52M,-2.59%
2022-12-21,"1,027.58","1,024.87","1,032.90","1,019.99",492.48M,1.58%
2022-12-20,"1,011.57","1,017.65","1,025.51","1,010.30",495.67M,-1.13%
2022-12-19,"1,023.14","1,041.22","1,041.45","1,019.29",507.43M,-1.66%
2022-12-16,"1,040.40","1,053.75","1,056.83","1,034.14",738.28M,-1.74%
2022-12-15,"1,058.81","1,062.91","1,065.24","1,050.84",479.53M,-1.78%
2022-12-14,"1,078.04","1,084.72","1,092.59","1,066.16",476.05M,-0.73%
2022-12-13,"1,085.93","1,119.67","1,128.28","1,073.85",572.11M,0.20%
2022-12-12,"1,083.79","1,077.00","1,083.81","1,070.74",391.01M,0.39%
2022-12-09,"1,079.62","1,078.29","1,090.27","1,076.79",379.90M,-0.52%
2022-12-08,"1,085.24","1,076.61","1,088.88","1,070.21",370.25M,1.05%
2022-12-07,"1,073.98","1,071.47","1,085.28","1,069.33",377.19M,-0.48%
2022-12-06,"1,079.12","1,094.86","1,098.04","1,070.37",414.98M,-1.62%
2022-12-05,"1,096.92","1,115.65","1,118.71","1,094.34",408.21M,-2.95%
2022-12-02,"1,130.29","1,117.01","1,133.08","1,117.01",368.52M,-0.19%
2022-12-01,"1,132.42","1,139.78","1,140.89","1,124.46",406.34M,-0.11%
2022-11-30,"1,133.65","1,096.10","1,133.66","1,087.93",582.71M,3.48%
2022-11-29,"1,095.49","1,101.75","1,104.51","1,091.67",359.06M,-0.44%
2022-11-28,"1,100.38","1,101.83","1,114.54","1,098.15",386.07M,-0.60%
2022-11-25,"1,107.04","1,106.33","1,111.01","1,101.90",186.49M,0.06%
2022-11-23,"1,106.37","1,096.60","1,108.99","1,093.35",358.75M,1.33%
2022-11-22,"1,091.89","1,083.71","1,092.50","1,076.15",355.67M,1.17%
2022-11-21,"1,079.21","1,089.23","1,093.36","1,072.74",382.68M,-1.41%
2022-11-18,"1,094.65","1,107.36","1,107.36","1,081.95",383.93M,0.04%
2022-11-17,"1,094.22","1,092.54","1,099.47","1,084.58",437.04M,-1.27%
2022-11-16,"1,108.27","1,103.43","1,117.97","1,099.29",533.73M,-1.46%
2022-11-15,"1,124.69","1,135.92","1,143.26","1,111.93",549.11M,1.24%
2022-11-14,"1,110.93","1,118.53","1,128.54","1,109.59",503.11M,-1.71%
2022-11-11,"1,130.23","1,106.12","1,135.99","1,101.20",554.10M,2.46%
2022-11-10,"1,103.07","1,073.16","1,104.89","1,066.48",686.69M,7.70%
2022-11-09,"1,024.24","1,049.15","1,055.48","1,023.30",488.53M,-3.12%
2022-11-08,"1,057.18","1,062.27","1,069.96","1,042.98",498.02M,-0.30%
2022-11-07,"1,060.39","1,073.62","1,074.02","1,049.76",426.69M,-0.62%
2022-11-04,"1,066.96","1,083.98","1,092.65","1,045.99",546.49M,0.86%
2022-11-03,"1,057.84","1,059.07","1,071.57","1,052.81",521.59M,-0.88%
2022-11-02,"1,067.26","1,107.57","1,114.21","1,066.87",515.97M,-3.79%
2022-11-01,"1,109.34","1,144.33","1,146.40","1,106.49",480.22M,-1.35%
2022-10-31,"1,124.52","1,127.56","1,133.82","1,114.43",478.67M,-0.69%
2022-10-28,"1,132.37","1,099.51","1,133.82","1,092.15",556.10M,-0.30%
2022-10-27,"1,135.78","1,149.31","1,154.21","1,132.44",483.06M,-0.72%
2022-10-26,"1,144.03","1,141.62","1,167.69","1,137.25",479.90M,-1.06%
2022-10-25,"1,156.26","1,131.13","1,159.63","1,131.13",459.80M,2.34%
2022-10-24,"1,129.80","1,119.41","1,134.79","1,100.39",459.52M,0.48%
2022-10-21,"1,124.42","1,089.81","1,125.44","1,085.24",422.96M,2.92%
2022-10-20,"1,092.49","1,097.41","1,119.22","1,088.71",448.25M,-1.74%
2022-10-19,"1,111.87","1,115.07","1,123.52","1,100.99",387.77M,-1.18%
2022-10-18,"1,125.10","1,146.77","1,146.98","1,114.56",485.31M,1.42%
2022-10-17,"1,109.37","1,085.88","1,112.64","1,085.88",408.75M,4.23%
2022-10-14,"1,064.35","1,119.27","1,124.16","1,063.19",445.62M,-3.88%
2022-10-13,"1,107.27","1,062.65","1,113.16","1,051.35",536.62M,0.98%
2022-10-12,"1,096.54","1,094.75","1,104.80","1,085.71",445.61M,0.23%
2022-10-11,"1,093.99","1,098.65","1,116.31","1,086.87",462.69M,-0.81%
2022-10-10,"1,102.95","1,111.30","1,115.09","1,092.53",478.13M,-0.61%
2022-10-07,"1,109.73","1,133.37","1,134.92","1,103.60",435.26M,-3.54%
2022-10-06,"1,150.47","1,158.18","1,166.38","1,145.61",422.31M,-0.71%
2022-10-05,"1,158.71","1,146.02","1,165.85","1,134.82",483.91M,-0.54%
2022-10-04,"1,165.04","1,154.45","1,176.83","1,151.29",602.30M,3.56%
2022-10-03,"1,125.04","1,121.29","1,135.83","1,107.20",526.97M,0.24%
2022-09-30,"1,122.31","1,130.91","1,154.56","1,119.27",708.05M,-1.83%
2022-09-29,"1,143.25","1,164.62","1,165.31","1,132.06",462.80M,-3.38%
2022-09-28,"1,183.21","1,154.81","1,189.14","1,150.36",421.51M,2.81%
2022-09-27,"1,150.92","1,167.54","1,176.59","1,139.14",447.04M,0.29%
2022-09-26,"1,147.57","1,144.76","1,172.59","1,144.76",463.75M,-0.18%
2022-09-23,"1,149.64","1,161.79","1,162.83","1,134.91",502.55M,-2.29%
2022-09-22,"1,176.63","1,196.01","1,199.93","1,170.48",454.56M,-2.16%
2022-09-21,"1,202.64","1,234.57","1,246.76","1,202.54",456.43M,-2.37%
2022-09-20,"1,231.86","1,240.83","1,245.30","1,221.67",539.51M,-1.69%
2022-09-19,"1,253.01","1,226.06","1,253.30","1,224.45",337.50M,1.34%
2022-09-16,"1,236.40","1,226.91","1,238.13","1,218.14",619.80M,-0.84%
2022-09-15,"1,246.84","1,250.74","1,272.97","1,241.03",414.72M,-0.67%
2022-09-14,"1,255.20","1,244.39","1,259.37","1,237.20",404.67M,1.30%
2022-09-13,"1,239.14","1,265.57","1,271.53","1,235.57",448.57M,-5.22%
2022-09-12,"1,307.33","1,297.71","1,311.72","1,297.71",340.14M,1.35%
2022-09-09,"1,289.97","1,272.86","1,292.27","1,272.26",352.20M,2.81%
2022-09-07,"1,254.70","1,217.73","1,256.28","1,217.64",356.25M,3.08%
2022-09-06,"1,217.26","1,225.92","1,228.54","1,200.12",365.39M,-0.33%
2022-09-02,"1,221.30","1,246.91","1,250.30","1,213.80",353.86M,-0.84%
2022-09-01,"1,231.63","1,212.60","1,232.61","1,200.15",370.87M,0.87%
2022-08-31,"1,221.06","1,238.89","1,243.98","1,220.90",374.06M,-1.05%
2022-08-30,"1,234.06","1,259.54","1,261.73","1,221.74",360.77M,-1.11%
2022-08-29,"1,247.91","1,242.62","1,258.31","1,240.49",298.93M,-0.54%
2022-08-26,"1,254.71","1,306.56","1,310.97","1,254.60",355.81M,-3.88%
2022-08-25,"1,305.34","1,297.00","1,306.59","1,287.86",338.42M,1.29%
2022-08-24,"1,288.69","1,279.38","1,301.97","1,277.95",268.89M,0.37%
2022-08-23,"1,283.91","1,282.11","1,293.40","1,276.98",264.89M,0.32%
2022-08-22,"1,279.80","1,294.87","1,296.18","1,277.42",323.80M,-2.84%
2022-08-19,"1,317.25","1,332.54","1,335.07","1,313.15",317.20M,-2.10%
2022-08-18,"1,345.50","1,343.95","1,348.69","1,336.53",252.04M,-0.04%
2022-08-17,"1,346.02","1,346.26","1,359.71","1,336.79",340.27M,-1.12%
2022-08-16,"1,361.28","1,348.76","1,375.13","1,344.00",368.28M,1.09%
2022-08-15,"1,346.60","1,333.22","1,350.54","1,332.97",274.22M,0.61%
2022-08-12,"1,338.45","1,317.86","1,338.45","1,307.01",283.26M,2.30%
2022-08-11,"1,308.41","1,329.71","1,333.61","1,304.30",321.92M,-0.66%
2022-08-10,"1,317.11","1,318.50","1,322.44","1,302.06",399.49M,2.87%
2022-08-09,"1,280.32","1,293.25","1,296.56","1,272.95",346.37M,-1.54%
2022-08-08,"1,300.29","1,309.28","1,328.33","1,295.17",379.79M,0.30%
2022-08-05,"1,296.45","1,300.63","1,315.20","1,289.59",326.91M,-1.66%
2022-08-04,"1,318.30","1,315.82","1,322.07","1,307.46",376.47M,0.54%
2022-08-03,"1,311.19","1,292.72","1,317.27","1,289.16",415.01M,2.52%
2022-08-02,"1,279.01","1,280.80","1,301.87","1,275.85",393.40M,-0.70%
2022-08-01,"1,288.07","1,282.10","1,307.21","1,275.51",447.62M,0.51%
2022-07-29,"1,281.51","1,264.43","1,286.96","1,254.51",490.41M,4.27%
2022-07-28,"1,229.07","1,216.06","1,231.23","1,196.18",487.10M,1.67%
2022-07-27,"1,208.91","1,179.90","1,214.78","1,177.27",393.89M,3.85%
2022-07-26,"1,164.09","1,177.26","1,180.86","1,161.77",366.40M,-3.31%
2022-07-25,"1,203.88","1,215.73","1,216.22","1,195.99",293.86M,-0.85%
2022-07-22,"1,214.18","1,229.27","1,238.01","1,206.54",378.47M,-0.66%
2022-07-21,"1,222.21","1,201.79","1,222.85","1,192.39",489.84M,2.25%
2022-07-20,"1,195.35","1,176.91","1,197.87","1,175.24",394.89M,1.76%
2022-07-19,"1,174.62","1,156.38","1,176.75","1,146.60",368.18M,3.09%
2022-07-18,"1,139.45","1,151.75","1,166.02","1,135.59",358.63M,0.22%
2022-07-15,"1,136.97","1,132.58","1,142.25","1,125.62",358.32M,1.71%
2022-07-14,"1,117.90","1,109.29","1,119.73","1,093.04",316.75M,-0.06%
2022-07-13,"1,118.62","1,088.03","1,128.22","1,083.10",329.20M,0.86%
2022-07-12,"1,109.08","1,121.33","1,133.93","1,102.11",366.94M,-0.73%
2022-07-11,"1,117.23","1,142.02","1,143.77","1,114.46",326.44M,-2.76%
2022-07-08,"1,148.97","1,140.18","1,157.38","1,134.05",306.73M,-0.02%
2022-07-07,"1,149.16","1,124.23","1,151.69","1,123.47",349.53M,2.48%
2022-07-06,"1,121.30","1,122.54","1,131.70","1,108.54",384.22M,-0.24%
2022-07-05,"1,124.00","1,081.79","1,125.01","1,075.24",469.76M,2.28%
2022-07-01,"1,098.96","1,080.80","1,099.61","1,076.31",379.72M,1.97%
2022-06-30,"1,077.78","1,082.34","1,090.99","1,056.14",476.81M,-1.54%
2022-06-29,"1,094.65","1,093.35","1,102.50","1,082.92",416.61M,0.01%
2022-06-28,"1,094.58","1,142.83","1,156.08","1,094.02",392.67M,-4.03%
2022-06-27,"1,140.53","1,159.48","1,165.01","1,137.05",341.53M,-1.08%
2022-06-24,"1,153.04","1,117.83","1,153.63","1,114.35",539.51M,3.74%
2022-06-23,"1,111.48","1,101.73","1,114.64","1,086.04",381.94M,1.62%
2022-06-22,"1,093.76","1,082.92","1,115.94","1,081.80",359.73M,-0.14%
2022-06-21,"1,095.27","1,084.34","1,107.46","1,084.34",419.12M,2.82%
2022-06-17,"1,065.21","1,050.21","1,074.28","1,050.21",715.87M,1.22%
2022-06-16,"1,052.38","1,075.60","1,075.60","1,039.99",535.50M,-4.76%
2022-06-15,"1,104.97","1,081.14","1,117.01","1,080.28",480.72M,3.02%
2022-06-14,"1,072.55","1,080.57","1,087.49","1,063.61",451.96M,-0.25%
2022-06-13,"1,075.20","1,089.04","1,100.16","1,067.00",545.11M,-4.66%
2022-06-10,"1,127.72","1,152.37","1,157.80","1,124.29",448.32M,-4.16%
2022-06-09,"1,176.70","1,199.43","1,212.85","1,176.62",365.33M,-1.96%
2022-06-08,"1,200.18","1,204.42","1,218.03","1,197.35",314.32M,-0.68%
2022-06-07,"1,208.40","1,191.26","1,211.79","1,180.81",352.48M,-0.37%
2022-06-06,"1,212.90","1,221.22","1,231.07","1,206.24",369.47M,1.03%
2022-06-03,"1,200.56","1,211.35","1,219.25","1,195.50",255.57M,-2.85%
2022-06-02,"1,235.79","1,199.86","1,236.84","1,195.46",274.11M,3.03%
2022-06-01,"1,199.49","1,218.13","1,226.42","1,191.69",289.20M,-0.84%
2022-05-31,"1,209.68","1,204.48","1,222.30","1,185.24",430.78M,0.76%
2022-05-27,"1,200.50","1,175.56","1,200.62","1,175.56",302.68M,3.47%
2022-05-26,"1,160.27","1,118.98","1,169.34","1,118.98",369.13M,4.78%
2022-05-25,"1,107.37","1,070.41","1,117.33","1,070.41",333.06M,2.78%
2022-05-24,"1,077.39","1,085.64","1,089.70","1,062.09",397.83M,-2.58%
2022-05-23,"1,105.91","1,102.52","1,109.17","1,078.05",352.96M,0.64%
2022-05-20,"1,098.91","1,125.55","1,127.58","1,067.79",492.55M,-1.53%
2022-05-19,"1,116.01","1,110.66","1,134.75","1,102.63",439.44M,0.13%
2022-05-18,"1,114.57","1,161.73","1,162.96","1,106.43",465.61M,-6.60%
2022-05-17,"1,193.30","1,184.70","1,194.37","1,161.86",337.77M,2.68%
2022-05-16,"1,162.17","1,183.82","1,183.82","1,159.48",315.69M,-2.12%
2022-05-13,"1,187.30","1,165.95","1,191.69","1,156.86",387.60M,4.10%
2022-05-12,"1,140.55","1,111.26","1,167.95","1,104.01",511.91M,0.80%
2022-05-11,"1,131.55","1,170.05","1,182.23","1,128.93",378.14M,-3.57%
2022-05-10,"1,173.40","1,202.47","1,209.18","1,157.60",406.39M,-0.30%
2022-05-09,"1,176.90","1,204.37","1,219.42","1,170.91",424.32M,-4.26%
2022-05-06,"1,229.22","1,238.77","1,252.28","1,208.50",391.97M,-1.31%
2022-05-05,"1,245.49","1,312.62","1,312.62","1,230.91",374.45M,-5.82%
2022-05-04,"1,322.39","1,283.63","1,323.51","1,260.80",367.69M,2.85%
2022-05-03,"1,285.71","1,288.49","1,294.38","1,275.43",322.29M,-0.29%
2022-05-02,"1,289.46","1,271.10","1,289.99","1,249.14",320.68M,1.36%
2022-04-29,"1,272.15","1,312.32","1,323.56","1,268.59",326.77M,-3.74%
2022-04-27,"1,321.53","1,331.82","1,349.97","1,313.19",303.92M,-5.05%
2022-04-25,"1,391.88","1,370.19","1,392.85","1,361.24",286.43M,0.78%
2022-04-22,"1,381.16","1,412.57","1,416.94","1,379.78",272.07M,-2.37%
2022-04-21,"1,414.75","1,468.50","1,477.59","1,410.17",291.03M,-1.23%
2022-04-20,"1,432.40","1,455.47","1,457.21","1,430.36",242.82M,-1.36%
2022-04-19,"1,452.09","1,409.97","1,454.51","1,409.97",269.08M,2.91%
2022-04-18,"1,411.01","1,403.27","1,418.83","1,396.19",212.86M,0.34%
2022-04-14,"1,406.28","1,424.00","1,433.46","1,405.80",245.25M,-1.57%
2022-04-13,"1,428.73","1,392.08","1,431.45","1,388.79",257.68M,2.51%
2022-04-12,"1,393.73","1,407.68","1,424.21","1,388.37",267.13M,0.20%
2022-04-11,"1,390.93","1,396.46","1,417.39","1,389.71",287.61M,-1.89%
2022-04-08,"1,417.79","1,426.96","1,435.23","1,414.24",299.69M,-0.97%
2022-04-07,"1,431.67","1,423.61","1,439.87","1,403.06",382.90M,0.39%
2022-04-06,"1,426.11","1,444.42","1,444.42","1,414.16",404.00M,-2.63%
2022-04-05,"1,464.66","1,492.97","1,499.61","1,460.65",383.03M,-2.35%
2022-04-04,"1,499.93","1,465.16","1,500.06","1,457.27",264.93M,2.33%
2022-04-01,"1,465.81","1,469.63","1,475.65","1,457.62",276.18M,0.21%
2022-03-31,"1,462.69","1,489.55","1,490.62","1,462.69",336.41M,-1.95%
2022-03-30,"1,491.74","1,508.29","1,510.12","1,484.45",259.84M,-1.51%
2022-03-29,"1,514.67","1,509.66","1,520.73","1,496.98",337.51M,1.54%
2022-03-28,"1,491.67","1,467.95","1,491.84","1,465.50",275.71M,2.67%
2022-03-25,"1,452.85","1,454.72","1,459.99","1,439.27",266.67M,-0.09%
2022-03-24,"1,454.10","1,449.60","1,455.41","1,432.85",261.18M,0.73%
2022-03-23,"1,443.52","1,450.62","1,468.40","1,441.89",296.05M,-1.23%
2022-03-22,"1,461.51","1,433.29","1,466.49","1,433.29",344.91M,2.45%
2022-03-21,"1,426.62","1,438.26","1,447.09","1,413.56",321.00M,-0.76%
2022-03-18,"1,437.52","1,403.67","1,438.53","1,397.28",461.83M,2.18%
2022-03-17,"1,406.86","1,374.05","1,406.88","1,367.61",298.55M,1.86%
2022-03-16,"1,381.12","1,349.63","1,381.25","1,338.54",399.09M,3.35%
2022-03-15,"1,336.34","1,302.36","1,340.81","1,298.84",334.57M,3.39%
2022-03-14,"1,292.55","1,314.10","1,323.94","1,285.33",352.46M,-1.75%
2022-03-11,"1,315.58","1,352.60","1,352.97","1,314.42",285.69M,-1.79%
2022-03-10,"1,339.59","1,329.99","1,344.23","1,318.60",341.01M,1.16%
2022-03-09,"1,324.23","1,314.22","1,331.71","1,311.33",371.26M,2.93%
2022-03-08,"1,286.51","1,284.28","1,326.41","1,273.13",475.70M,0.06%
2022-03-07,"1,285.79","1,354.91","1,356.29","1,285.72",502.18M,-4.80%
2022-03-04,"1,350.60","1,367.47","1,367.47","1,336.38",418.09M,-1.51%
2022-03-03,"1,371.33","1,404.71","1,413.25","1,364.43",371.12M,-2.29%
2022-03-02,"1,403.51","1,382.46","1,408.93","1,376.36",436.91M,1.94%
2022-03-01,"1,376.75","1,393.82","1,398.89","1,367.13",420.97M,-1.34%
2022-02-28,"1,395.46","1,380.67","1,401.65","1,371.17",385.30M,0.60%
2022-02-25,"1,387.08","1,366.14","1,387.13","1,346.46",350.96M,1.89%
2022-02-24,"1,361.39","1,280.94","1,363.60","1,273.22",507.15M,2.54%
2022-02-23,"1,327.63","1,382.65","1,388.26","1,325.51",391.82M,-3.42%
2022-02-22,"1,374.62","1,405.34","1,408.98","1,357.98",404.10M,-3.04%
2022-02-18,"1,417.74","1,430.10","1,435.51","1,403.95",344.41M,-0.70%
2022-02-17,"1,427.80","1,458.29","1,465.49","1,426.35",278.51M,-2.57%
2022-02-16,"1,465.45","1,454.59","1,469.87","1,446.44",288.68M,0.27%
2022-02-15,"1,461.56","1,451.64","1,463.63","1,449.43",302.19M,2.08%
2022-02-14,"1,431.81","1,423.78","1,451.08","1,416.19",336.03M,0.58%
2022-02-11,"1,423.52","1,464.70","1,470.93","1,416.73",403.28M,-2.82%
2022-02-10,"1,464.90","1,478.82","1,493.29","1,456.31",358.27M,-1.78%
2022-02-09,"1,491.38","1,486.39","1,502.06","1,485.31",329.82M,1.11%
2022-02-08,"1,474.98","1,451.81","1,477.89","1,441.23",410.57M,1.50%
2022-02-07,"1,453.17","1,461.11","1,479.18","1,447.84",326.72M,-0.22%
2022-02-04,"1,456.33","1,447.35","1,474.55","1,424.38",479.43M,3.74%
2022-02-03,"1,403.89","1,419.33","1,437.13","1,401.90",355.39M,-3.57%
2022-02-02,"1,455.87","1,472.49","1,472.49","1,441.65",431.40M,-0.53%
2022-02-01,"1,463.56","1,457.65","1,465.62","1,434.03",376.35M,0.63%
