date,ixic,ixic_volume,ixic_change_pct
2018-01-05,"7,136.56","476,410,000",0.83%
2018-01-08,"7,157.39","497,210,000",0.29%
2018-01-09,"7,163.58","491,700,000",0.09%
2018-01-10,"7,153.57","457,150,000",-0.14%
2018-01-11,"7,211.78","456,810,000",0.81%
2018-01-12,"7,261.06","464,780,000",0.68%
2018-01-16,"7,223.69","577,490,000",-0.51%
2018-01-17,"7,298.28","518,580,000",1.03%
2018-01-18,"7,296.05","463,520,000",-0.03%
2018-01-19,"7,336.38","510,980,000",0.55%
2018-01-22,"7,408.03","501,220,000",0.98%
2018-01-23,"7,460.29","472,920,000",0.71%
2018-01-24,"7,415.06","520,520,000",-0.61%
2018-01-25,"7,411.16","464,670,000",-0.05%
2018-01-26,"7,505.77","485,120,000",1.28%
2018-01-29,"7,466.51","486,380,000",-0.52%
2018-01-30,"7,402.48","505,850,000",-0.86%
2018-01-31,"7,411.48","611,530,000",0.12%
2018-02-01,"7,385.86","538,730,000",-0.35%
2018-02-02,"7,240.95","618,430,000",-1.96%
2018-02-05,"6,967.53","760,520,000",-3.78%
2018-02-06,"7,115.88","789,880,000",2.13%
2018-02-07,"7,051.98","579,220,000",-0.90%
2018-02-08,"6,777.16","672,310,000",-3.90%
2018-02-09,"6,874.49","794,770,000",1.44%
2018-02-12,"6,981.96","580,700,000",1.56%
2018-02-13,"7,013.51","441,580,000",0.45%
2018-02-14,"7,143.61","545,970,000",1.85%
2018-02-15,"7,256.43","508,640,000",1.58%
2018-02-16,"7,239.47","515,060,000",-0.23%
2018-02-20,"7,234.31","489,830,000",-0.07%
2018-02-21,"7,218.23","475,700,000",-0.22%
2018-02-22,"7,210.09","465,450,000",-0.11%
2018-02-23,"7,337.39","445,460,000",1.77%
2018-02-26,"7,421.46","448,970,000",1.15%
2018-02-27,"7,330.35","530,420,000",-1.23%
2018-02-28,"7,273.01","603,590,000",-0.78%
2018-03-01,"7,180.56","593,820,000",-1.27%
2018-03-02,"7,257.87","562,030,000",1.08%
2018-03-05,"7,330.70","508,640,000",1.00%
2018-03-06,"7,372.01","544,060,000",0.56%
2018-03-07,"7,396.65","548,700,000",0.33%
2018-03-08,"7,427.95","532,540,000",0.42%
2018-03-09,"7,560.81","560,830,000",1.79%
2018-03-12,"7,588.32","537,020,000",0.36%
2018-03-13,"7,511.01","582,400,000",-1.02%
2018-03-14,"7,496.81","516,220,000",-0.19%
2018-03-15,"7,481.74","488,940,000",-0.20%
2018-03-16,"7,481.99","1,260,000,000",0.00%
2018-03-19,"7,344.24","574,520,000",-1.84%
2018-03-20,"7,364.30","486,460,000",0.27%
2018-03-21,"7,345.28","465,540,000",-0.26%
2018-03-22,"7,166.68","559,160,000",-2.43%
2018-03-23,"6,992.67","589,290,000",-2.43%
2018-03-26,"7,220.54","575,540,000",3.26%
2018-03-27,"7,008.81","567,570,000",-2.93%
2018-03-28,"6,949.23","589,910,000",-0.85%
2018-03-29,"7,063.44","683,330,000",1.64%
2018-04-02,"6,870.12","586,470,000",-2.74%
2018-04-03,"6,941.28","565,720,000",1.04%
2018-04-04,"7,042.11","543,640,000",1.45%
2018-04-05,"7,076.55","493,980,000",0.49%
2018-04-06,"6,915.11","564,290,000",-2.28%
2018-04-09,"6,950.34","494,550,000",0.51%
2018-04-10,"7,094.30","532,610,000",2.07%
2018-04-11,"7,069.03","407,700,000",-0.36%
2018-04-12,"7,140.25","449,390,000",1.01%
2018-04-13,"7,106.65","406,690,000",-0.47%
2018-04-16,"7,156.28","426,930,000",0.70%
2018-04-17,"7,281.10","440,910,000",1.74%
2018-04-18,"7,295.24","431,370,000",0.19%
2018-04-19,"7,238.06","447,930,000",-0.78%
2018-04-20,"7,146.13","503,760,000",-1.27%
2018-04-23,"7,128.60","421,040,000",-0.25%
2018-04-24,"7,007.35","512,280,000",-1.70%
2018-04-25,"7,003.74","459,970,000",-0.05%
2018-04-26,"7,118.68","486,820,000",1.64%
2018-04-27,"7,119.80","468,930,000",0.02%
2018-04-30,"7,066.27","510,260,000",-0.75%
2018-05-01,"7,130.70","461,100,000",0.91%
2018-05-02,"7,100.90","508,020,000",-0.42%
2018-05-03,"7,088.15","525,370,000",-0.18%
2018-05-04,"7,209.62","490,020,000",1.71%
2018-05-07,"7,265.21","465,630,000",0.77%
2018-05-08,"7,266.90","501,790,000",0.02%
2018-05-09,"7,339.90","521,100,000",1.00%
2018-05-10,"7,404.98","490,340,000",0.89%
2018-05-11,"7,402.88","484,840,000",-0.03%
2018-05-14,"7,411.31","489,170,000",0.11%
2018-05-15,"7,351.63","493,490,000",-0.81%
2018-05-16,"7,398.30","474,870,000",0.63%
2018-05-17,"7,382.47","416,150,000",-0.21%
2018-05-18,"7,354.34","484,550,000",-0.38%
2018-05-21,"7,394.04","443,540,000",0.54%
2018-05-22,"7,378.45","434,480,000",-0.21%
2018-05-23,"7,425.95","445,080,000",0.64%
2018-05-24,"7,424.43","428,960,000",-0.02%
2018-05-25,"7,433.85","386,020,000",0.13%
2018-05-29,"7,396.59","479,260,000",-0.50%
2018-05-30,"7,462.45","487,100,000",0.89%
2018-05-31,"7,442.12","724,940,000",-0.27%
2018-06-01,"7,554.33","523,740,000",1.51%
2018-06-04,"7,606.46","527,780,000",0.69%
2018-06-05,"7,637.86","480,100,000",0.41%
2018-06-06,"7,689.24","502,980,000",0.67%
2018-06-07,"7,635.07","505,790,000",-0.70%
2018-06-08,"7,645.51","467,610,000",0.14%
2018-06-11,"7,659.93","451,370,000",0.19%
2018-06-12,"7,703.79","474,860,000",0.57%
2018-06-13,"7,695.70","552,680,000",-0.11%
2018-06-14,"7,761.04","532,090,000",0.85%
2018-06-15,"7,746.38","1,220,000,000",-0.19%
2018-06-18,"7,747.02","522,210,000",0.01%
2018-06-19,"7,725.59","577,300,000",-0.28%
2018-06-20,"7,781.52","513,780,000",0.72%
2018-06-21,"7,712.95","549,360,000",-0.88%
2018-06-22,"7,692.82","1,670,000,000",-0.26%
2018-06-25,"7,532.01","595,360,000",-2.09%
2018-06-26,"7,561.63","496,220,000",0.39%
2018-06-27,"7,445.09","537,350,000",-1.54%
2018-06-28,"7,503.68","512,330,000",0.79%
2018-06-29,"7,510.30","634,630,000",0.09%
2018-07-02,"7,567.69","447,150,000",0.76%
2018-07-03,"7,502.67","298,410,000",-0.86%
2018-07-05,"7,586.43","471,530,000",1.12%
2018-07-06,"7,688.39","431,500,000",1.34%
2018-07-09,"7,756.20","453,760,000",0.88%
2018-07-10,"7,759.20","419,190,000",0.04%
2018-07-11,"7,716.61","420,720,000",-0.55%
2018-07-12,"7,823.92","453,330,000",1.39%
2018-07-13,"7,825.98","413,130,000",0.03%
2018-07-16,"7,805.72","429,290,000",-0.26%
2018-07-17,"7,855.12","406,400,000",0.63%
2018-07-18,"7,854.44","437,890,000",-0.01%
2018-07-19,"7,825.30","434,390,000",-0.37%
2018-07-20,"7,820.20","464,630,000",-0.07%
2018-07-23,"7,841.87","395,310,000",0.28%
2018-07-24,"7,840.77","470,760,000",-0.01%
2018-07-25,"7,932.24","465,420,000",1.17%
2018-07-26,"7,852.19","521,680,000",-1.01%
2018-07-27,"7,737.42","520,000,000",-1.46%
2018-07-30,"7,630.00","503,870,000",-1.39%
2018-07-31,"7,671.79","566,030,000",0.55%
2018-08-01,"7,707.29","531,480,000",0.46%
2018-08-02,"7,802.69","491,310,000",1.24%
2018-08-03,"7,812.02","477,350,000",0.12%
2018-08-06,"7,859.68","493,690,000",0.61%
2018-08-07,"7,883.66","514,390,000",0.31%
2018-08-08,"7,888.33","474,700,000",0.06%
2018-08-09,"7,891.78","451,620,000",0.04%
2018-08-10,"7,839.11","485,570,000",-0.67%
2018-08-13,"7,819.71","433,650,000",-0.25%
2018-08-14,"7,870.89","451,620,000",0.65%
2018-08-15,"7,774.12","535,190,000",-1.23%
2018-08-16,"7,806.52","468,960,000",0.42%
2018-08-17,"7,816.33","481,160,000",0.13%
2018-08-20,"7,821.01","411,860,000",0.06%
2018-08-21,"7,859.17","427,060,000",0.49%
2018-08-22,"7,889.10","383,820,000",0.38%
2018-08-23,"7,878.46","428,230,000",-0.13%
2018-08-24,"7,945.98","437,250,000",0.86%
2018-08-27,"8,017.90","511,440,000",0.91%
2018-08-28,"8,030.04","453,270,000",0.15%
2018-08-29,"8,109.69","428,410,000",0.99%
2018-08-30,"8,088.36","441,390,000",-0.26%
2018-08-31,"8,109.54","487,910,000",0.26%
2018-09-04,"8,091.25","516,560,000",-0.23%
2018-09-05,"7,995.17","608,420,000",-1.19%
2018-09-06,"7,922.73","539,130,000",-0.91%
2018-09-07,"7,902.54","498,040,000",-0.25%
2018-09-10,"7,924.16","477,690,000",0.27%
2018-09-11,"7,972.47","500,450,000",0.61%
2018-09-12,"7,954.23","536,240,000",-0.23%
2018-09-13,"8,013.71","522,070,000",0.75%
2018-09-14,"8,010.04","487,340,000",-0.05%
2018-09-17,"7,895.79","565,450,000",-1.43%
2018-09-18,"7,956.11","521,300,000",0.76%
2018-09-19,"7,950.04","494,990,000",-0.08%
2018-09-20,"8,028.23","534,960,000",0.98%
2018-09-21,"7,986.95","1,610,000,000",-0.51%
2018-09-24,"7,993.25","584,170,000",0.08%
2018-09-25,"8,007.47","541,530,000",0.18%
2018-09-26,"7,990.37","522,530,000",-0.21%
2018-09-27,"8,041.97","484,630,000",0.65%
2018-09-28,"8,046.35","603,130,000",0.05%
2018-10-01,"8,037.30","543,430,000",-0.11%
2018-10-02,"7,999.55","559,020,000",-0.47%
2018-10-03,"8,025.09","693,990,000",0.32%
2018-10-04,"7,879.51","764,990,000",-1.81%
2018-10-05,"7,788.45","624,600,000",-1.16%
2018-10-08,"7,735.95","551,100,000",-0.67%
2018-10-09,"7,738.02","562,090,000",0.03%
2018-10-10,"7,422.05","758,010,000",-4.08%
2018-10-11,"7,329.06","760,280,000",-1.25%
2018-10-12,"7,496.89","655,730,000",2.29%
2018-10-15,"7,430.74","515,720,000",-0.88%
2018-10-16,"7,645.49","604,950,000",2.89%
2018-10-17,"7,642.70","546,260,000",-0.04%
2018-10-18,"7,485.14","591,760,000",-2.06%
2018-10-19,"7,449.03","633,900,000",-0.48%
2018-10-22,"7,468.63","546,420,000",0.26%
2018-10-23,"7,437.54","666,070,000",-0.42%
2018-10-24,"7,108.40","719,970,000",-4.43%
2018-10-25,"7,318.34","683,410,000",2.95%
2018-10-26,"7,167.21","719,210,000",-2.07%
2018-10-29,"7,050.29","692,710,000",-1.63%
2018-10-30,"7,161.65","675,850,000",1.58%
2018-10-31,"7,305.90","761,540,000",2.01%
2018-11-01,"7,434.06","684,150,000",1.75%
2018-11-02,"7,356.99","713,260,000",-1.04%
2018-11-05,"7,328.85","562,300,000",-0.38%
2018-11-06,"7,375.96","554,210,000",0.64%
2018-11-07,"7,570.75","641,100,000",2.64%
2018-11-08,"7,530.89","599,940,000",-0.53%
2018-11-09,"7,406.90","612,790,000",-1.65%
2018-11-12,"7,200.87","596,550,000",-2.78%
2018-11-13,"7,200.88","594,980,000",0.00%
2018-11-14,"7,136.39","630,160,000",-0.90%
2018-11-15,"7,259.03","646,330,000",1.72%
2018-11-16,"7,247.87","697,930,000",-0.15%
2018-11-19,"7,028.48","627,830,000",-3.03%
2018-11-20,"6,908.82","667,770,000",-1.70%
2018-11-21,"6,972.25","482,970,000",0.92%
2018-11-23,"6,938.98","272,710,000",-0.48%
2018-11-26,"7,081.85","513,760,000",2.06%
2018-11-27,"7,082.70","520,410,000",0.01%
2018-11-28,"7,291.59","600,770,000",2.95%
2018-11-29,"7,273.08","486,980,000",-0.25%
2018-11-30,"7,330.54","862,980,000",0.79%
2018-12-03,"7,441.51","695,880,000",1.51%
2018-12-04,"7,158.43","695,880,000",-3.80%
2018-12-06,"7,188.26","727,610,000",0.42%
2018-12-07,"6,969.25","635,820,000",-3.05%
2018-12-10,"7,020.52","587,310,000",0.74%
2018-12-11,"7,031.83","535,380,000",0.16%
2018-12-12,"7,098.31","600,530,000",0.95%
2018-12-13,"7,070.33","525,890,000",-0.39%
2018-12-14,"6,910.66","564,080,000",-2.26%
2018-12-17,"6,753.73","690,840,000",-2.27%
2018-12-18,"6,783.91","662,800,000",0.45%
2018-12-19,"6,636.83","746,360,000",-2.17%
2018-12-20,"6,528.41","813,450,000",-1.63%
2018-12-21,"6,332.99","1,840,000,000",-2.99%
2018-12-24,"6,192.92","405,620,000",-2.21%
2018-12-26,"6,554.35","660,270,000",5.84%
2018-12-27,"6,579.49","628,650,000",0.38%
2018-12-28,"6,584.52","526,280,000",0.08%
2018-12-31,"6,635.28","582,100,000",0.77%
2019-01-02,"6,665.94","581,370,000",0.46%
2019-01-03,"6,463.50","667,440,000",-3.04%
2019-01-04,"6,738.86","688,190,000",4.26%
2019-01-07,"6,823.47","623,290,000",1.26%
2019-01-08,"6,897.00","599,420,000",1.08%
2019-01-09,"6,957.08","577,670,000",0.87%
2019-01-10,"6,986.07","532,020,000",0.42%
2019-01-11,"6,971.48","499,270,000",-0.21%
2019-01-14,"6,905.91","491,730,000",-0.94%
2019-01-15,"7,023.83","494,720,000",1.71%
2019-01-16,"7,034.69","511,900,000",0.15%
2019-01-17,"7,084.46","518,860,000",0.71%
2019-01-18,"7,157.23","632,260,000",1.03%
2019-01-22,"7,020.36","627,080,000",-1.91%
2019-01-23,"7,025.77","553,190,000",0.08%
2019-01-24,"7,073.46","574,840,000",0.68%
2019-01-25,"7,164.86","592,670,000",1.29%
2019-01-28,"7,085.69","582,850,000",-1.10%
2019-01-29,"7,028.29","498,850,000",-0.81%
2019-01-30,"7,183.08","610,500,000",2.20%
2019-01-31,"7,281.74","769,260,000",1.37%
2019-02-01,"7,263.87","639,920,000",-0.25%
2019-02-04,"7,347.54","498,430,000",1.15%
2019-02-05,"7,402.08","551,120,000",0.74%
2019-02-06,"7,375.28","532,510,000",-0.36%
2019-02-07,"7,288.35","568,690,000",-1.18%
2019-02-08,"7,298.20","514,650,000",0.14%
2019-02-11,"7,307.90","480,650,000",0.13%
2019-02-12,"7,414.62","515,000,000",1.46%
2019-02-13,"7,420.38","503,430,000",0.08%
2019-02-14,"7,426.95","529,290,000",0.09%
2019-02-15,"7,472.41","606,680,000",0.61%
2019-02-19,"7,486.77","524,360,000",0.19%
2019-02-20,"7,489.07","548,580,000",0.03%
2019-02-21,"7,459.71","513,670,000",-0.39%
2019-02-22,"7,527.55","595,340,000",0.91%
2019-02-25,"7,554.46","597,610,000",0.36%
2019-02-26,"7,549.30","597,660,000",-0.07%
2019-02-27,"7,554.51","584,520,000",0.07%
2019-02-28,"7,532.53","735,110,000",-0.29%
2019-03-01,"7,595.35","611,930,000",0.83%
2019-03-04,"7,577.57","643,150,000",-0.23%
2019-03-05,"7,576.36","537,990,000",-0.02%
2019-03-06,"7,505.92","558,830,000",-0.93%
2019-03-07,"7,421.46","599,910,000",-1.13%
2019-03-08,"7,408.14","559,330,000",-0.18%
2019-03-11,"7,558.06","557,760,000",2.02%
2019-03-12,"7,591.03","543,480,000",0.44%
2019-03-13,"7,643.40","619,490,000",0.69%
2019-03-14,"7,630.91","590,480,000",-0.16%
2019-03-15,"7,688.53","1,430,000,000",0.76%
2019-03-18,"7,714.48","595,690,000",0.34%
2019-03-19,"7,723.95","632,440,000",0.12%
2019-03-20,"7,728.97","584,520,000",0.06%
2019-03-21,"7,838.96","634,290,000",1.42%
2019-03-22,"7,642.67","622,740,000",-2.50%
2019-03-25,"7,637.54","516,090,000",-0.07%
2019-03-26,"7,691.52","516,860,000",0.71%
2019-03-27,"7,643.38","553,670,000",-0.63%
2019-03-28,"7,669.17","481,240,000",0.34%
2019-03-29,"7,729.32","654,730,000",0.78%
2019-04-01,"7,828.91","533,380,000",1.29%
2019-04-02,"7,848.69","516,210,000",0.25%
2019-04-03,"7,895.55","618,180,000",0.60%
2019-04-04,"7,891.78","520,120,000",-0.05%
2019-04-05,"7,938.69","526,600,000",0.59%
2019-04-08,"7,953.88","500,600,000",0.19%
2019-04-09,"7,909.28","492,390,000",-0.56%
2019-04-10,"7,964.24","500,460,000",0.69%
2019-04-11,"7,947.36","464,500,000",-0.21%
2019-04-12,"7,984.16","470,310,000",0.46%
2019-04-15,"7,976.01","439,600,000",-0.10%
2019-04-16,"8,000.23","504,800,000",0.30%
2019-04-17,"7,996.08","569,990,000",-0.05%
2019-04-18,"7,998.06","561,240,000",0.02%
2019-04-22,"8,015.27","445,010,000",0.22%
2019-04-23,"8,120.82","513,600,000",1.32%
2019-04-24,"8,102.02","506,590,000",-0.23%
2019-04-25,"8,118.68","534,960,000",0.21%
2019-04-26,"8,146.40","504,720,000",0.34%
2019-04-29,"8,161.85","446,010,000",0.19%
2019-04-30,"8,095.39","582,270,000",-0.81%
2019-05-01,"8,049.64","578,260,000",-0.57%
2019-05-02,"8,036.77","540,170,000",-0.16%
2019-05-03,"8,164.00","524,430,000",1.58%
2019-05-06,"8,123.29","518,370,000",-0.50%
2019-05-07,"7,963.76","617,480,000",-1.96%
2019-05-08,"7,943.32","558,260,000",-0.26%
2019-05-09,"7,910.59","620,650,000",-0.41%
2019-05-10,"7,916.94","587,100,000",0.08%
2019-05-13,"7,647.02","650,130,000",-3.41%
2019-05-14,"7,734.49","525,130,000",1.14%
2019-05-15,"7,822.15","503,470,000",1.13%
2019-05-16,"7,898.05","532,350,000",0.97%
2019-05-17,"7,816.28","579,070,000",-1.04%
2019-05-20,"7,702.38","551,650,000",-1.46%
2019-05-21,"7,785.72","500,280,000",1.08%
2019-05-22,"7,750.84","466,480,000",-0.45%
2019-05-23,"7,628.28","597,200,000",-1.58%
2019-05-24,"7,637.01","422,810,000",0.11%
2019-05-28,"7,607.35","785,600,000",-0.39%
2019-05-29,"7,547.31","579,480,000",-0.79%
2019-05-30,"7,567.72","454,610,000",0.27%
2019-05-31,"7,453.15","590,430,000",-1.51%
2019-06-03,"7,333.02","658,410,000",-1.61%
2019-06-04,"7,527.12","619,530,000",2.65%
2019-06-05,"7,575.48","537,320,000",0.64%
2019-06-06,"7,615.55","542,410,000",0.53%
2019-06-07,"7,742.10","516,840,000",1.66%
2019-06-10,"7,823.17","522,200,000",1.05%
2019-06-11,"7,822.57","534,580,000",-0.01%
2019-06-12,"7,792.72","481,740,000",-0.38%
2019-06-13,"7,837.13","460,870,000",0.57%
2019-06-14,"7,796.66","465,370,000",-0.52%
2019-06-17,"7,845.02","502,920,000",0.62%
2019-06-18,"7,953.88","567,690,000",1.39%
2019-06-19,"7,987.32","536,800,000",0.42%
2019-06-20,"8,051.34","528,690,000",0.80%
2019-06-21,"8,031.71","1,200,000,000",-0.24%
2019-06-24,"8,005.70","528,180,000",-0.32%
2019-06-25,"7,884.72","547,780,000",-1.51%
2019-06-26,"7,909.97","537,920,000",0.32%
2019-06-27,"7,967.76","523,930,000",0.73%
2019-06-28,"8,006.24","1,760,000,000",0.48%
2019-07-01,"8,091.16","583,420,000",1.06%
2019-07-02,"8,109.09","488,380,000",0.22%
2019-07-03,"8,170.23","408,200,000",0.75%
2019-07-05,"8,161.79","425,690,000",-0.10%
2019-07-08,"8,098.38","511,730,000",-0.78%
2019-07-09,"8,141.73","468,360,000",0.54%
2019-07-10,"8,202.53","508,180,000",0.75%
2019-07-11,"8,196.04","483,490,000",-0.08%
2019-07-12,"8,244.14","500,700,000",0.59%
2019-07-15,"8,258.18","470,850,000",0.17%
2019-07-16,"8,222.80","473,990,000",-0.43%
2019-07-17,"8,185.21","473,280,000",-0.46%
2019-07-18,"8,207.24","487,190,000",0.27%
2019-07-19,"8,146.49","520,020,000",-0.74%
2019-07-22,"8,204.14","491,480,000",0.71%
2019-07-23,"8,251.40","474,750,000",0.58%
2019-07-24,"8,321.50","528,510,000",0.85%
2019-07-25,"8,238.54","535,590,000",-1.00%
2019-07-26,"8,330.21","529,370,000",1.11%
2019-07-29,"8,293.33","511,480,000",-0.44%
2019-07-30,"8,273.61","510,520,000",-0.24%
2019-07-31,"8,175.42","758,730,000",-1.19%
2019-08-01,"8,111.12","703,640,000",-0.79%
2019-08-02,"8,004.07","584,300,000",-1.32%
2019-08-05,"7,726.04","699,010,000",-3.47%
2019-08-06,"7,833.27","564,770,000",1.39%
2019-08-07,"7,862.83","615,180,000",0.38%
2019-08-08,"8,039.16","659,540,000",2.24%
2019-08-09,"7,959.14","568,090,000",-1.00%
2019-08-12,"7,863.41","536,970,000",-1.20%
2019-08-13,"8,016.36","604,200,000",1.95%
2019-08-14,"7,773.94","637,260,000",-3.02%
2019-08-15,"7,766.62","539,470,000",-0.09%
2019-08-16,"7,895.99","543,840,000",1.67%
2019-08-19,"8,002.81","500,920,000",1.35%
2019-08-20,"7,948.56","452,710,000",-0.68%
2019-08-21,"8,020.21","428,160,000",0.90%
2019-08-22,"7,991.39","456,700,000",-0.36%
2019-08-23,"7,751.77","598,420,000",-3.00%
2019-08-26,"7,853.73","446,370,000",1.32%
2019-08-27,"7,826.95","532,800,000",-0.34%
2019-08-28,"7,856.88","420,870,000",0.38%
2019-08-29,"7,973.39","434,250,000",1.48%
2019-08-30,"7,962.88","467,010,000",-0.13%
2019-09-03,"7,874.16","512,490,000",-1.11%
2019-09-04,"7,976.88","509,990,000",1.30%
2019-09-05,"8,116.83","542,830,000",1.75%
2019-09-06,"8,103.07","478,400,000",-0.17%
2019-09-09,"8,087.44","573,750,000",-0.19%
2019-09-10,"8,084.15","609,350,000",-0.04%
2019-09-11,"8,169.68","595,760,000",1.06%
2019-09-12,"8,194.47","557,770,000",0.30%
2019-09-13,"8,176.71","495,640,000",-0.22%
2019-09-16,"8,153.54","483,840,000",-0.28%
2019-09-17,"8,186.02","471,620,000",0.40%
2019-09-18,"8,177.39","542,240,000",-0.11%
2019-09-19,"8,182.88","492,920,000",0.07%
2019-09-20,"8,117.67","1,520,000,000",-0.80%
2019-09-23,"8,112.46","473,440,000",-0.06%
2019-09-24,"7,993.63","608,620,000",-1.46%
2019-09-25,"8,077.38","532,510,000",1.05%
2019-09-26,"8,030.66","472,490,000",-0.58%
2019-09-27,"7,939.63","527,850,000",-1.13%
2019-09-30,"7,999.33","510,050,000",0.75%
2019-10-01,"7,908.67","541,530,000",-1.13%
2019-10-02,"7,785.23","629,680,000",-1.56%
2019-10-03,"7,872.25","518,320,000",1.12%
2019-10-04,"7,982.46","443,550,000",1.40%
2019-10-07,"7,956.28","477,670,000",-0.33%
2019-10-08,"7,823.76","478,690,000",-1.67%
2019-10-09,"7,903.73","391,060,000",1.02%
2019-10-10,"7,950.77","451,970,000",0.60%
2019-10-11,"8,057.04","549,190,000",1.34%
2019-10-14,"8,048.65","380,780,000",-0.10%
2019-10-15,"8,148.71","447,400,000",1.24%
2019-10-16,"8,124.18","470,300,000",-0.30%
2019-10-17,"8,156.85","488,850,000",0.40%
2019-10-18,"8,089.54","559,750,000",-0.83%
2019-10-21,"8,162.99","482,280,000",0.91%
2019-10-22,"8,104.30","463,310,000",-0.72%
2019-10-23,"8,119.79","457,420,000",0.19%
2019-10-24,"8,185.80","468,720,000",0.81%
2019-10-25,"8,243.12","475,980,000",0.70%
2019-10-28,"8,325.99","488,910,000",1.01%
2019-10-29,"8,276.85","468,380,000",-0.59%
2019-10-30,"8,303.98","484,370,000",0.33%
2019-10-31,"8,292.36","608,630,000",-0.14%
2019-11-01,"8,386.40","519,420,000",1.13%
2019-11-04,"8,433.20","555,690,000",0.56%
2019-11-05,"8,434.68","559,520,000",0.02%
2019-11-06,"8,410.63","584,190,000",-0.29%
2019-11-07,"8,434.52","618,390,000",0.28%
2019-11-08,"8,475.31","508,330,000",0.48%
2019-11-11,"8,464.28","435,560,000",-0.13%
2019-11-12,"8,486.09","491,230,000",0.26%
2019-11-13,"8,482.10","521,490,000",-0.05%
2019-11-14,"8,479.02","499,400,000",-0.04%
2019-11-15,"8,540.83","588,620,000",0.73%
2019-11-18,"8,549.94","523,430,000",0.11%
2019-11-19,"8,570.66","533,690,000",0.24%
2019-11-20,"8,526.73","771,510,000",-0.51%
2019-11-21,"8,506.21","520,650,000",-0.24%
2019-11-22,"8,519.89","459,670,000",0.16%
2019-11-25,"8,632.49","575,980,000",1.32%
2019-11-26,"8,647.93","739,470,000",0.18%
2019-11-27,"8,705.17","436,370,000",0.66%
2019-11-29,"8,665.47","303,120,000",-0.46%
2019-12-02,"8,567.99","559,260,000",-1.12%
2019-12-03,"8,520.64","599,920,000",-0.55%
2019-12-04,"8,566.67","571,970,000",0.54%
2019-12-05,"8,570.70","536,690,000",0.05%
2019-12-06,"8,656.53","527,650,000",1.00%
2019-12-09,"8,621.83","547,630,000",-0.40%
2019-12-10,"8,616.18","515,360,000",-0.07%
2019-12-11,"8,654.05","486,220,000",0.44%
2019-12-12,"8,717.32","588,220,000",0.73%
2019-12-13,"8,734.88","543,980,000",0.20%
2019-12-16,"8,814.23","632,710,000",0.91%
2019-12-17,"8,823.36","594,890,000",0.10%
2019-12-18,"8,827.74","680,420,000",0.05%
2019-12-19,"8,887.22","629,570,000",0.67%
2019-12-20,"8,924.95","1,600,000,000",0.42%
2019-12-23,"8,945.65","510,230,000",0.23%
2019-12-24,"8,952.88","248,970,000",0.08%
2019-12-26,"9,022.39","394,330,000",0.78%
2019-12-27,"9,006.62","443,170,000",-0.17%
2019-12-30,"8,945.99","483,980,000",-0.67%
2019-12-31,"8,972.60","554,990,000",0.30%
2020-01-02,"9,092.19","654,950,000",1.33%
2020-01-03,"9,020.77","618,550,000",-0.79%
2020-01-06,"9,071.47","690,230,000",0.56%
2020-01-07,"9,068.58","552,230,000",-0.03%
2020-01-08,"9,129.24","595,810,000",0.67%
2020-01-09,"9,203.43","601,330,000",0.81%
2020-01-10,"9,178.86","585,080,000",-0.27%
2020-01-13,"9,273.93","605,160,000",1.04%
2020-01-14,"9,251.33","624,220,000",-0.24%
2020-01-15,"9,258.69","584,770,000",0.08%
2020-01-16,"9,357.13","567,150,000",1.06%
2020-01-17,"9,388.94","659,470,000",0.34%
2020-01-21,"9,370.81","691,600,000",-0.19%
2020-01-22,"9,383.77","580,340,000",0.14%
2020-01-23,"9,402.48","611,040,000",0.20%
2020-01-24,"9,314.91","629,460,000",-0.93%
2020-01-27,"9,139.31","686,780,000",-1.89%
2020-01-28,"9,269.68","530,770,000",1.43%
2020-01-29,"9,275.16","548,870,000",0.06%
2020-01-30,"9,298.93","573,680,000",0.26%
2020-01-31,"9,150.94","695,770,000",-1.59%
2020-02-03,"9,273.40","623,270,000",1.34%
2020-02-04,"9,467.97","607,830,000",2.10%
2020-02-05,"9,508.68","625,910,000",0.43%
2020-02-06,"9,572.15","582,670,000",0.67%
2020-02-07,"9,520.51","549,790,000",-0.54%
2020-02-10,"9,628.39","546,600,000",1.13%
2020-02-11,"9,638.94","567,800,000",0.11%
2020-02-12,"9,725.96","589,710,000",0.90%
2020-02-13,"9,711.97","545,840,000",-0.14%
2020-02-14,"9,731.18","536,340,000",0.20%
2020-02-18,"9,732.74","555,310,000",0.02%
2020-02-19,"9,817.18","580,070,000",0.87%
2020-02-20,"9,750.97","646,920,000",-0.67%
2020-02-21,"9,576.59","699,670,000",-1.79%
2020-02-24,"9,221.28","795,200,000",-3.71%
2020-02-25,"8,965.61","871,820,000",-2.77%
2020-02-26,"8,980.77","870,350,000",0.17%
2020-02-27,"8,566.48","1,150,000,000",-4.61%
2020-02-28,"8,567.37","1,440,000,000",0.01%
2020-03-02,"8,952.17","1,100,000,000",4.49%
2020-03-03,"8,684.09","1,100,000,000",-2.99%
2020-03-04,"9,018.09","878,060,000",3.85%
2020-03-05,"8,738.59","901,110,000",-3.10%
2020-03-06,"8,575.62","1,050,000,000",-1.86%
2020-03-09,"7,950.68","1,200,000,000",-7.29%
2020-03-10,"8,344.25","1,120,000,000",4.95%
2020-03-11,"7,952.05","1,060,000,000",-4.70%
