date,ixic,ixic_volume,ixic_change_pct
2015-11-02,"5,127.15","427,280,000",1.45%
2015-11-03,"5,145.13","446,940,000",0.35%
2015-11-04,"5,142.48","466,940,000",-0.05%
2015-11-05,"5,127.74","456,550,000",-0.29%
2015-11-06,"5,147.12","471,930,000",0.38%
2015-11-09,"5,095.30","436,180,000",-1.01%
2015-11-10,"5,083.24","432,610,000",-0.24%
2015-11-11,"5,067.02","366,710,000",-0.32%
2015-11-12,"5,005.08","395,740,000",-1.22%
2015-11-13,"4,927.88","444,550,000",-1.54%
2015-11-16,"4,984.62","416,850,000",1.15%
2015-11-17,"4,986.02","418,580,000",0.03%
2015-11-18,"5,075.20","451,440,000",1.79%
2015-11-19,"5,073.64","388,350,000",-0.03%
2015-11-20,"5,104.92","429,760,000",0.62%
2015-11-23,"5,102.48","386,570,000",-0.05%
2015-11-24,"5,102.81","417,560,000",0.01%
2015-11-25,"5,116.14","343,280,000",0.26%
2015-11-27,"5,127.52","189,350,000",0.22%
2015-11-30,"5,108.67","616,310,000",-0.37%
2015-12-01,"5,156.31","463,400,000",0.93%
2015-12-02,"5,123.22","450,130,000",-0.64%
2015-12-03,"5,037.53","486,600,000",-1.67%
2015-12-04,"5,142.27","440,750,000",2.08%
2015-12-07,"5,101.81","436,580,000",-0.79%
2015-12-08,"5,098.24","417,620,000",-0.07%
2015-12-09,"5,022.86","442,490,000",-1.48%
2015-12-10,"5,045.17","388,230,000",0.44%
2015-12-11,"4,933.47","475,110,000",-2.21%
2015-12-14,"4,952.23","496,830,000",0.38%
2015-12-15,"4,995.36","449,300,000",0.87%
2015-12-16,"5,071.13","443,740,000",1.52%
2015-12-17,"5,002.55","427,950,000",-1.35%
2015-12-18,"4,923.08","1,520,000,000",-1.59%
2015-12-21,"4,968.92","393,920,000",0.93%
2015-12-22,"5,001.11","346,170,000",0.65%
2015-12-23,"5,045.93","354,600,000",0.90%
2015-12-24,"5,048.49","172,220,000",0.05%
2015-12-28,"5,040.98","299,290,000",-0.15%
2015-12-29,"5,107.94","296,090,000",1.33%
2015-12-30,"5,065.85","270,260,000",-0.82%
2015-12-31,"5,007.41","384,400,000",-1.15%
2016-01-04,"4,903.09","569,790,000",-2.08%
2016-01-05,"4,891.43","428,070,000",-0.24%
2016-01-06,"4,835.77","501,750,000",-1.14%
2016-01-07,"4,689.43","590,070,000",-3.03%
2016-01-08,"4,643.63","540,570,000",-0.98%
2016-01-11,"4,637.99","528,170,000",-0.12%
2016-01-12,"4,685.92","498,550,000",1.03%
2016-01-13,"4,526.06","570,190,000",-3.41%
2016-01-14,"4,615.00","593,870,000",1.97%
2016-01-15,"4,488.42","739,410,000",-2.74%
2016-01-19,"4,476.95","572,070,000",-0.26%
2016-01-20,"4,471.69","716,730,000",-0.12%
2016-01-21,"4,472.06","567,900,000",0.01%
2016-01-22,"4,591.18","523,810,000",2.66%
2016-01-25,"4,518.49","483,490,000",-1.58%
2016-01-26,"4,567.67","461,530,000",1.09%
2016-01-27,"4,468.17","513,420,000",-2.18%
2016-01-28,"4,506.68","545,170,000",0.86%
2016-01-29,"4,613.95","754,580,000",2.38%
2016-02-01,"4,620.37","480,040,000",0.14%
2016-02-02,"4,516.95","511,640,000",-2.24%
2016-02-03,"4,504.24","577,230,000",-0.28%
2016-02-04,"4,509.56","543,900,000",0.12%
2016-02-05,"4,363.14","636,440,000",-3.25%
2016-02-08,"4,283.75","673,870,000",-1.82%
2016-02-09,"4,268.76","579,160,000",-0.35%
2016-02-10,"4,283.59","561,080,000",0.35%
2016-02-11,"4,266.84","688,730,000",-0.39%
2016-02-12,"4,337.51","506,310,000",1.66%
2016-02-16,"4,435.95","553,800,000",2.27%
2016-02-17,"4,534.06","576,510,000",2.21%
2016-02-18,"4,487.54","472,550,000",-1.03%
2016-02-19,"4,504.43","488,380,000",0.38%
2016-02-22,"4,570.61","427,620,000",1.47%
2016-02-23,"4,503.58","388,340,000",-1.47%
2016-02-24,"4,542.61","452,410,000",0.87%
2016-02-25,"4,582.20","392,230,000",0.87%
2016-02-26,"4,590.47","438,380,000",0.18%
2016-02-29,"4,557.95","565,970,000",-0.71%
2016-03-01,"4,689.60","507,410,000",2.89%
2016-03-02,"4,703.42","452,450,000",0.29%
2016-03-03,"4,707.42","444,920,000",0.09%
2016-03-04,"4,717.02","510,770,000",0.20%
2016-03-07,"4,708.25","486,230,000",-0.19%
2016-03-08,"4,648.82","467,110,000",-1.26%
2016-03-09,"4,674.38","410,130,000",0.55%
2016-03-10,"4,662.16","439,520,000",-0.26%
2016-03-11,"4,748.47","416,030,000",1.85%
2016-03-14,"4,750.28","379,760,000",0.04%
2016-03-15,"4,728.67","397,350,000",-0.45%
2016-03-16,"4,763.97","402,690,000",0.75%
2016-03-17,"4,774.98","435,040,000",0.23%
2016-03-18,"4,795.65","1,140,000,000",0.43%
2016-03-21,"4,808.87","375,800,000",0.28%
2016-03-22,"4,821.66","373,160,000",0.27%
2016-03-23,"4,768.86","399,920,000",-1.10%
2016-03-24,"4,773.51","383,910,000",0.10%
2016-03-28,"4,766.79","336,930,000",-0.14%
2016-03-29,"4,846.62","453,240,000",1.67%
2016-03-30,"4,869.29","388,830,000",0.47%
2016-03-31,"4,869.85","452,450,000",0.01%
2016-04-01,"4,914.54","443,370,000",0.92%
2016-04-04,"4,891.80","386,300,000",-0.46%
2016-04-05,"4,843.93","430,350,000",-0.98%
2016-04-06,"4,920.72","402,780,000",1.59%
2016-04-07,"4,848.37","452,840,000",-1.47%
2016-04-08,"4,850.69","367,470,000",0.05%
2016-04-11,"4,833.40","361,580,000",-0.36%
2016-04-12,"4,872.09","385,610,000",0.80%
2016-04-13,"4,947.42","431,410,000",1.55%
2016-04-14,"4,945.89","369,790,000",-0.03%
2016-04-15,"4,938.22","432,040,000",-0.16%
2016-04-18,"4,960.02","370,380,000",0.44%
2016-04-19,"4,940.33","413,230,000",-0.40%
2016-04-20,"4,948.13","394,430,000",0.16%
2016-04-21,"4,945.89","383,400,000",-0.05%
2016-04-22,"4,906.23","489,170,000",-0.80%
2016-04-25,"4,895.79","369,670,000",-0.21%
2016-04-26,"4,888.28","417,360,000",-0.15%
2016-04-27,"4,863.14","441,730,000",-0.51%
2016-04-28,"4,805.29","478,620,000",-1.19%
2016-04-29,"4,775.36","602,090,000",-0.62%
2016-05-02,"4,817.59","435,630,000",0.88%
2016-05-03,"4,763.22","445,570,000",-1.13%
2016-05-04,"4,725.64","469,200,000",-0.79%
2016-05-05,"4,717.09","448,690,000",-0.18%
2016-05-06,"4,736.15","441,060,000",0.40%
2016-05-09,"4,750.21","395,510,000",0.30%
2016-05-10,"4,809.88","401,000,000",1.26%
2016-05-11,"4,760.69","417,000,000",-1.02%
2016-05-12,"4,737.33","447,760,000",-0.49%
2016-05-13,"4,717.68","407,810,000",-0.41%
2016-05-16,"4,775.46","419,400,000",1.22%
2016-05-17,"4,715.73","472,990,000",-1.25%
2016-05-18,"4,739.12","445,260,000",0.50%
2016-05-19,"4,712.53","405,760,000",-0.56%
2016-05-20,"4,769.56","484,070,000",1.21%
2016-05-23,"4,765.78","410,290,000",-0.08%
2016-05-24,"4,861.06","433,120,000",2.00%
2016-05-25,"4,894.89","397,170,000",0.70%
2016-05-26,"4,901.77","354,800,000",0.14%
2016-05-27,"4,933.51","363,020,000",0.65%
2016-05-31,"4,948.06","711,670,000",0.29%
2016-06-01,"4,952.25","423,300,000",0.08%
2016-06-02,"4,971.36","386,100,000",0.39%
2016-06-03,"4,942.52","382,230,000",-0.58%
2016-06-06,"4,968.71","385,150,000",0.53%
2016-06-07,"4,961.75","391,050,000",-0.14%
2016-06-08,"4,974.64","367,540,000",0.26%
2016-06-09,"4,958.62","361,930,000",-0.32%
2016-06-10,"4,894.55","402,180,000",-1.29%
2016-06-13,"4,848.44","420,340,000",-0.94%
2016-06-14,"4,843.55","401,840,000",-0.10%
2016-06-15,"4,834.93","402,220,000",-0.18%
2016-06-16,"4,844.91","389,890,000",0.21%
2016-06-17,"4,800.34","1,010,000,000",-0.92%
2016-06-20,"4,837.21","412,670,000",0.77%
2016-06-21,"4,843.76","391,140,000",0.14%
2016-06-22,"4,833.32","376,040,000",-0.22%
2016-06-23,"4,910.04","398,650,000",1.59%
2016-06-24,"4,707.98","1,520,000,000",-4.12%
2016-06-27,"4,594.44","619,730,000",-2.41%
2016-06-28,"4,691.87","470,190,000",2.12%
2016-06-29,"4,779.24","466,310,000",1.86%
2016-06-30,"4,842.67","574,070,000",1.33%
2016-07-01,"4,862.57","380,070,000",0.41%
2016-07-05,"4,822.90","406,890,000",-0.82%
2016-07-06,"4,859.16","436,560,000",0.75%
2016-07-07,"4,876.81","352,300,000",0.36%
2016-07-08,"4,956.76","433,260,000",1.64%
2016-07-11,"4,988.64","386,480,000",0.64%
2016-07-12,"5,022.82","417,280,000",0.69%
2016-07-13,"5,005.73","373,970,000",-0.34%
2016-07-14,"5,034.06","348,810,000",0.57%
2016-07-15,"5,029.59","395,580,000",-0.09%
2016-07-18,"5,055.78","332,330,000",0.52%
2016-07-19,"5,036.37","362,670,000",-0.38%
2016-07-20,"5,089.93","375,160,000",1.06%
2016-07-21,"5,073.90","384,260,000",-0.31%
2016-07-22,"5,100.16","357,670,000",0.52%
2016-07-25,"5,097.63","371,480,000",-0.05%
2016-07-26,"5,110.05","428,740,000",0.24%
2016-07-27,"5,139.81","470,660,000",0.58%
2016-07-28,"5,154.98","424,080,000",0.30%
2016-07-29,"5,162.13","571,660,000",0.14%
2016-08-01,"5,184.20","420,980,000",0.43%
2016-08-02,"5,137.73","470,890,000",-0.90%
2016-08-03,"5,159.74","415,750,000",0.43%
2016-08-04,"5,166.25","398,610,000",0.13%
2016-08-05,"5,221.12","439,900,000",1.06%
2016-08-08,"5,213.14","370,900,000",-0.15%
2016-08-09,"5,225.48","358,070,000",0.24%
2016-08-10,"5,204.59","380,410,000",-0.40%
2016-08-11,"5,228.40","344,260,000",0.46%
2016-08-12,"5,232.90","338,980,000",0.09%
2016-08-15,"5,262.02","350,650,000",0.56%
2016-08-16,"5,227.11","385,300,000",-0.66%
2016-08-17,"5,228.66","361,660,000",0.03%
2016-08-18,"5,240.15","377,740,000",0.22%
2016-08-19,"5,238.38","408,440,000",-0.03%
2016-08-22,"5,244.60","347,300,000",0.12%
2016-08-23,"5,260.08","350,840,000",0.30%
2016-08-24,"5,217.69","380,490,000",-0.81%
2016-08-25,"5,212.20","338,210,000",-0.11%
2016-08-26,"5,218.92","361,690,000",0.13%
2016-08-29,"5,232.33","324,630,000",0.26%
2016-08-30,"5,222.99","374,160,000",-0.18%
2016-08-31,"5,213.22","486,240,000",-0.19%
2016-09-01,"5,227.21","376,350,000",0.27%
2016-09-02,"5,249.90","351,350,000",0.43%
2016-09-06,"5,275.91","421,080,000",0.50%
2016-09-07,"5,283.93","459,360,000",0.15%
2016-09-08,"5,259.48","412,370,000",-0.46%
2016-09-09,"5,125.91","508,590,000",-2.54%
2016-09-12,"5,211.89","464,620,000",1.68%
2016-09-13,"5,155.26","456,690,000",-1.09%
2016-09-14,"5,173.77","421,650,000",0.36%
2016-09-15,"5,249.69","437,680,000",1.47%
2016-09-16,"5,244.57","1,110,000,000",-0.10%
2016-09-19,"5,235.03","400,160,000",-0.18%
2016-09-20,"5,241.35","379,360,000",0.12%
2016-09-21,"5,295.18","446,650,000",1.03%
2016-09-22,"5,339.52","415,830,000",0.84%
2016-09-23,"5,305.75","406,330,000",-0.63%
2016-09-26,"5,257.49","376,060,000",-0.91%
2016-09-27,"5,305.71","392,690,000",0.92%
2016-09-28,"5,318.55","398,160,000",0.24%
2016-09-29,"5,269.15","437,780,000",-0.93%
2016-09-30,"5,312.00","555,180,000",0.81%
2016-10-03,"5,300.87","370,990,000",-0.21%
2016-10-04,"5,289.66","392,870,000",-0.21%
2016-10-05,"5,316.02","422,050,000",0.50%
2016-10-06,"5,306.85","402,080,000",-0.17%
2016-10-07,"5,292.40","407,150,000",-0.27%
2016-10-10,"5,328.67","321,130,000",0.69%
2016-10-11,"5,246.79","416,770,000",-1.54%
2016-10-12,"5,239.02","340,520,000",-0.15%
2016-10-13,"5,213.33","385,740,000",-0.49%
2016-10-14,"5,214.16","361,330,000",0.02%
2016-10-17,"5,199.82","326,320,000",-0.28%
2016-10-18,"5,243.84","325,860,000",0.85%
2016-10-19,"5,246.41","344,430,000",0.05%
2016-10-20,"5,241.83","383,970,000",-0.09%
2016-10-21,"5,257.40","396,380,000",0.30%
2016-10-24,"5,309.83","349,690,000",1.00%
2016-10-25,"5,283.40","348,720,000",-0.50%
2016-10-26,"5,250.27","374,480,000",-0.63%
2016-10-27,"5,215.97","434,940,000",-0.65%
2016-10-28,"5,190.10","426,510,000",-0.50%
2016-10-31,"5,189.14","434,890,000",-0.02%
2016-11-01,"5,153.58","430,720,000",-0.69%
2016-11-02,"5,105.57","469,030,000",-0.93%
2016-11-03,"5,058.41","471,920,000",-0.92%
2016-11-04,"5,046.37","478,360,000",-0.24%
2016-11-07,"5,166.17","456,100,000",2.37%
2016-11-08,"5,193.49","395,690,000",0.53%
2016-11-09,"5,251.07","673,590,000",1.11%
2016-11-10,"5,208.80","695,550,000",-0.80%
2016-11-11,"5,237.11","561,970,000",0.54%
2016-11-14,"5,218.40","537,260,000",-0.36%
2016-11-15,"5,275.62","493,910,000",1.10%
2016-11-16,"5,294.58","462,540,000",0.36%
2016-11-17,"5,333.97","463,150,000",0.74%
2016-11-18,"5,321.51","480,190,000",-0.23%
2016-11-21,"5,368.86","411,240,000",0.89%
2016-11-22,"5,386.35","433,190,000",0.33%
2016-11-23,"5,380.68","385,750,000",-0.11%
2016-11-25,"5,398.92","197,460,000",0.34%
2016-11-28,"5,368.81","390,770,000",-0.56%
2016-11-29,"5,379.92","440,160,000",0.21%
2016-11-30,"5,323.68","580,790,000",-1.05%
2016-12-01,"5,251.11","526,210,000",-1.36%
2016-12-02,"5,255.65","431,830,000",0.09%
2016-12-05,"5,308.89","435,660,000",1.01%
2016-12-06,"5,333.00","438,300,000",0.45%
2016-12-07,"5,393.76","484,560,000",1.14%
2016-12-08,"5,417.36","494,460,000",0.44%
2016-12-09,"5,444.50","436,080,000",0.50%
2016-12-12,"5,412.54","450,450,000",-0.59%
2016-12-13,"5,463.83","470,730,000",0.95%
2016-12-14,"5,436.67","462,230,000",-0.50%
2016-12-15,"5,456.85","486,600,000",0.37%
2016-12-16,"5,437.16","1,190,000,000",-0.36%
2016-12-19,"5,457.44","402,710,000",0.37%
2016-12-20,"5,483.94","395,330,000",0.49%
2016-12-21,"5,471.43","336,010,000",-0.23%
2016-12-22,"5,447.42","362,870,000",-0.44%
2016-12-23,"5,462.69","264,110,000",0.28%
2016-12-27,"5,487.44","269,420,000",0.45%
2016-12-28,"5,438.56","294,740,000",-0.89%
2016-12-29,"5,432.09","289,600,000",-0.12%
2016-12-30,"5,383.12","395,590,000",-0.90%
2017-01-03,"5,429.08","450,680,000",0.85%
2017-01-04,"5,477.01","455,340,000",0.88%
2017-01-05,"5,487.94","423,640,000",0.20%
2017-01-06,"5,521.06","382,850,000",0.60%
2017-01-09,"5,531.82","433,100,000",0.19%
2017-01-10,"5,551.82","431,570,000",0.36%
2017-01-11,"5,563.65","435,710,000",0.21%
2017-01-12,"5,547.49","394,730,000",-0.29%
2017-01-13,"5,574.12","357,660,000",0.48%
2017-01-17,"5,538.73","415,580,000",-0.63%
2017-01-18,"5,555.65","380,310,000",0.31%
2017-01-19,"5,540.08","398,660,000",-0.28%
2017-01-20,"5,555.33","444,460,000",0.28%
2017-01-23,"5,552.94","389,910,000",-0.04%
2017-01-24,"5,600.96","409,120,000",0.86%
2017-01-25,"5,656.34","435,790,000",0.99%
2017-01-26,"5,655.18","426,440,000",-0.02%
2017-01-27,"5,660.78","386,970,000",0.10%
2017-01-30,"5,613.71","417,270,000",-0.83%
2017-01-31,"5,614.79","506,360,000",0.02%
2017-02-01,"5,642.65","499,980,000",0.50%
2017-02-02,"5,636.20","471,570,000",-0.11%
2017-02-03,"5,666.77","411,170,000",0.54%
2017-02-06,"5,663.55","397,570,000",-0.06%
2017-02-07,"5,674.22","440,960,000",0.19%
2017-02-08,"5,682.45","444,980,000",0.15%
2017-02-09,"5,715.18","439,630,000",0.58%
2017-02-10,"5,734.13","421,000,000",0.33%
2017-02-13,"5,763.96","404,160,000",0.52%
2017-02-14,"5,782.57","431,560,000",0.32%
2017-02-15,"5,819.44","450,500,000",0.64%
2017-02-16,"5,814.90","441,520,000",-0.08%
2017-02-17,"5,838.58","500,750,000",0.41%
2017-02-21,"5,865.95","453,570,000",0.47%
2017-02-22,"5,860.63","422,840,000",-0.09%
2017-02-23,"5,835.51","444,620,000",-0.43%
2017-02-24,"5,845.31","419,250,000",0.17%
2017-02-27,"5,861.90","447,060,000",0.28%
2017-02-28,"5,825.44","620,830,000",-0.62%
2017-03-01,"5,904.03","522,790,000",1.35%
2017-03-02,"5,861.22","454,310,000",-0.73%
2017-03-03,"5,870.75","424,840,000",0.16%
2017-03-06,"5,849.18","412,850,000",-0.37%
2017-03-07,"5,833.93","418,890,000",-0.26%
2017-03-08,"5,837.55","422,940,000",0.06%
2017-03-09,"5,838.81","423,010,000",0.02%
2017-03-10,"5,861.73","476,860,000",0.39%
2017-03-13,"5,875.78","405,740,000",0.24%
2017-03-14,"5,856.82","390,460,000",-0.32%
2017-03-15,"5,900.05","468,320,000",0.74%
2017-03-16,"5,900.76","412,390,000",0.01%
2017-03-17,"5,901.00","1,350,000,000",0.00%
2017-03-20,"5,901.53","407,110,000",0.01%
2017-03-21,"5,793.82","528,080,000",-1.83%
2017-03-22,"5,821.64","442,890,000",0.48%
2017-03-23,"5,817.69","414,690,000",-0.07%
2017-03-24,"5,828.74","456,990,000",0.19%
2017-03-27,"5,840.37","410,070,000",0.20%
2017-03-28,"5,875.14","437,230,000",0.60%
2017-03-29,"5,897.55","397,140,000",0.38%
2017-03-30,"5,914.34","396,490,000",0.28%
2017-03-31,"5,911.74","529,140,000",-0.04%
2017-04-03,"5,894.68","453,500,000",-0.29%
2017-04-04,"5,898.61","445,390,000",0.07%
2017-04-05,"5,864.48","555,350,000",-0.58%
2017-04-06,"5,878.95","448,410,000",0.25%
2017-04-07,"5,877.81","414,270,000",-0.02%
2017-04-10,"5,880.93","389,310,000",0.05%
2017-04-11,"5,866.77","449,360,000",-0.24%
2017-04-12,"5,836.16","408,740,000",-0.52%
2017-04-13,"5,805.15","384,040,000",-0.53%
2017-04-17,"5,856.79","346,620,000",0.89%
2017-04-18,"5,849.47","391,180,000",-0.12%
2017-04-19,"5,863.03","415,530,000",0.23%
2017-04-20,"5,916.78","417,890,000",0.92%
2017-04-21,"5,910.52","454,580,000",-0.11%
2017-04-24,"5,983.82","446,560,000",1.24%
2017-04-25,"6,025.49","441,930,000",0.70%
2017-04-26,"6,025.23","454,580,000",0.00%
2017-04-27,"6,048.94","461,830,000",0.39%
2017-04-28,"6,047.61","523,420,000",-0.02%
2017-05-01,"6,091.60","416,340,000",0.73%
2017-05-02,"6,095.37","498,620,000",0.06%
2017-05-03,"6,072.55","498,860,000",-0.37%
2017-05-04,"6,075.34","481,850,000",0.05%
2017-05-05,"6,100.76","443,620,000",0.42%
2017-05-08,"6,102.66","459,300,000",0.03%
2017-05-09,"6,120.59","466,700,000",0.29%
2017-05-10,"6,129.14","482,510,000",0.14%
2017-05-11,"6,115.96","452,520,000",-0.22%
2017-05-12,"6,121.23","412,460,000",0.09%
2017-05-15,"6,149.67","452,000,000",0.46%
2017-05-16,"6,169.87","460,050,000",0.33%
2017-05-17,"6,011.24","565,780,000",-2.57%
2017-05-18,"6,055.13","511,170,000",0.73%
2017-05-19,"6,083.70","517,150,000",0.47%
2017-05-22,"6,133.62","421,950,000",0.82%
2017-05-23,"6,138.71","407,730,000",0.08%
2017-05-24,"6,163.02","400,250,000",0.40%
2017-05-25,"6,205.26","417,080,000",0.69%
2017-05-26,"6,210.19","373,960,000",0.08%
2017-05-30,"6,203.19","402,250,000",-0.11%
2017-05-31,"6,198.52","697,150,000",-0.08%
2017-06-01,"6,246.83","502,290,000",0.78%
2017-06-02,"6,305.80","454,570,000",0.94%
2017-06-05,"6,295.68","398,250,000",-0.16%
2017-06-06,"6,275.06","430,500,000",-0.33%
2017-06-07,"6,297.38","432,540,000",0.36%
2017-06-08,"6,321.76","484,130,000",0.39%
2017-06-09,"6,207.92","670,480,000",-1.80%
2017-06-12,"6,175.47","604,270,000",-0.52%
2017-06-13,"6,220.37","525,010,000",0.73%
2017-06-14,"6,194.89","457,030,000",-0.41%
2017-06-15,"6,165.50","436,590,000",-0.47%
2017-06-16,"6,151.76","1,310,000,000",-0.22%
2017-06-19,"6,239.01","447,660,000",1.42%
2017-06-20,"6,188.03","488,690,000",-0.82%
2017-06-21,"6,233.95","491,840,000",0.74%
2017-06-22,"6,236.69","471,360,000",0.04%
2017-06-23,"6,265.25","1,460,000,000",0.46%
2017-06-26,"6,247.15","455,730,000",-0.29%
2017-06-27,"6,146.62","490,360,000",-1.61%
2017-06-28,"6,234.41","461,440,000",1.43%
2017-06-29,"6,144.35","528,050,000",-1.44%
2017-06-30,"6,140.42","501,470,000",-0.06%
2017-07-03,"6,110.06","272,190,000",-0.49%
2017-07-05,"6,150.85","462,920,000",0.67%
2017-07-06,"6,089.46","514,780,000",-1.00%
2017-07-07,"6,153.08","397,250,000",1.04%
2017-07-10,"6,176.39","409,750,000",0.38%
2017-07-11,"6,193.31","426,660,000",0.27%
2017-07-12,"6,261.17","424,250,000",1.10%
2017-07-13,"6,274.44","423,330,000",0.21%
2017-07-14,"6,312.47","364,800,000",0.61%
2017-07-17,"6,314.43","367,320,000",0.03%
2017-07-18,"6,344.31","388,970,000",0.47%
2017-07-19,"6,385.04","423,940,000",0.64%
2017-07-20,"6,390.00","414,710,000",0.08%
2017-07-21,"6,387.75","468,140,000",-0.04%
2017-07-24,"6,410.81","418,950,000",0.36%
2017-07-25,"6,412.17","479,540,000",0.02%
2017-07-26,"6,422.75","433,530,000",0.16%
2017-07-27,"6,382.19","564,930,000",-0.63%
2017-07-28,"6,374.68","436,770,000",-0.12%
2017-07-31,"6,348.12","485,920,000",-0.42%
2017-08-01,"6,362.94","426,550,000",0.23%
2017-08-02,"6,362.65","490,370,000",0.00%
2017-08-03,"6,340.34","476,050,000",-0.35%
2017-08-04,"6,351.56","443,760,000",0.18%
2017-08-07,"6,383.77","408,690,000",0.51%
2017-08-08,"6,370.46","445,320,000",-0.21%
2017-08-09,"6,352.33","469,740,000",-0.28%
2017-08-10,"6,216.87","495,540,000",-2.13%
2017-08-11,"6,256.56","418,070,000",0.64%
2017-08-14,"6,340.23","410,780,000",1.34%
2017-08-15,"6,333.01","368,070,000",-0.11%
2017-08-16,"6,345.11","396,200,000",0.19%
2017-08-17,"6,221.91","435,270,000",-1.94%
2017-08-18,"6,216.53","469,440,000",-0.09%
2017-08-21,"6,213.13","375,220,000",-0.05%
2017-08-22,"6,297.48","363,160,000",1.36%
2017-08-23,"6,278.41","349,560,000",-0.30%
2017-08-24,"6,271.33","369,110,000",-0.11%
2017-08-25,"6,265.64","343,100,000",-0.09%
2017-08-28,"6,283.02","384,990,000",0.28%
2017-08-29,"6,301.89","379,620,000",0.30%
2017-08-30,"6,368.31","384,510,000",1.05%
2017-08-31,"6,428.66","478,190,000",0.95%
2017-09-01,"6,435.33","347,640,000",0.10%
2017-09-05,"6,375.57","438,960,000",-0.93%
2017-09-06,"6,393.31","419,280,000",0.28%
2017-09-07,"6,397.87","433,050,000",0.07%
2017-09-08,"6,360.19","408,110,000",-0.59%
2017-09-11,"6,432.26","431,570,000",1.13%
2017-09-12,"6,454.28","404,690,000",0.34%
2017-09-13,"6,460.19","447,200,000",0.09%
2017-09-14,"6,429.08","430,370,000",-0.48%
2017-09-15,"6,448.47","1,190,000,000",0.30%
2017-09-18,"6,454.64","445,500,000",0.10%
2017-09-19,"6,461.32","430,730,000",0.10%
2017-09-20,"6,456.04","470,400,000",-0.08%
2017-09-21,"6,422.69","400,640,000",-0.52%
2017-09-22,"6,426.92","388,100,000",0.07%
2017-09-25,"6,370.59","486,990,000",-0.88%
2017-09-26,"6,380.16","439,700,000",0.15%
2017-09-27,"6,453.26","470,980,000",1.15%
2017-09-28,"6,453.45","428,050,000",0.00%
2017-09-29,"6,495.96","492,430,000",0.66%
2017-10-02,"6,516.72","448,110,000",0.32%
2017-10-03,"6,531.71","438,920,000",0.23%
2017-10-04,"6,534.63","434,610,000",0.04%
2017-10-05,"6,585.36","422,210,000",0.78%
2017-10-06,"6,590.18","410,590,000",0.07%
2017-10-09,"6,579.73","359,140,000",-0.16%
2017-10-10,"6,587.25","401,700,000",0.11%
2017-10-11,"6,603.55","429,370,000",0.25%
2017-10-12,"6,591.51","476,360,000",-0.18%
2017-10-13,"6,605.80","417,540,000",0.22%
2017-10-16,"6,624.01","373,940,000",0.28%
2017-10-17,"6,623.66","375,090,000",-0.01%
2017-10-18,"6,624.22","390,340,000",0.01%
2017-10-19,"6,605.07","424,740,000",-0.29%
2017-10-20,"6,629.05","457,360,000",0.36%
2017-10-23,"6,586.83","417,650,000",-0.64%
2017-10-24,"6,598.43","421,460,000",0.18%
2017-10-25,"6,563.89","493,720,000",-0.52%
2017-10-26,"6,556.77","496,860,000",-0.11%
2017-10-27,"6,701.26","566,650,000",2.20%
2017-10-30,"6,698.96","477,430,000",-0.03%
2017-10-31,"6,727.67","509,980,000",0.43%
2017-11-01,"6,716.53","491,990,000",-0.17%
2017-11-02,"6,714.94","533,720,000",-0.02%
2017-11-03,"6,764.44","521,390,000",0.74%
2017-11-06,"6,786.44","524,230,000",0.33%
2017-11-07,"6,767.78","531,060,000",-0.27%
2017-11-08,"6,789.12","509,540,000",0.32%
2017-11-09,"6,750.05","517,860,000",-0.58%
2017-11-10,"6,750.94","464,510,000",0.01%
2017-11-13,"6,757.60","462,890,000",0.10%
2017-11-14,"6,737.87","462,990,000",-0.29%
2017-11-15,"6,706.21","457,210,000",-0.47%
2017-11-16,"6,793.29","476,980,000",1.30%
2017-11-17,"6,782.79","493,180,000",-0.15%
2017-11-20,"6,790.71","437,870,000",0.12%
2017-11-21,"6,862.48","465,900,000",1.06%
2017-11-22,"6,867.36","386,640,000",0.07%
2017-11-24,"6,889.16","223,070,000",0.32%
2017-11-27,"6,878.52","444,300,000",-0.15%
2017-11-28,"6,912.36","477,320,000",0.49%
2017-11-29,"6,824.39","586,180,000",-1.27%
2017-11-30,"6,873.97","730,820,000",0.73%
2017-12-01,"6,847.59","547,880,000",-0.38%
2017-12-04,"6,775.37","600,980,000",-1.05%
2017-12-05,"6,762.21","518,900,000",-0.19%
2017-12-06,"6,776.38","454,870,000",0.21%
2017-12-07,"6,812.84","475,250,000",0.54%
2017-12-08,"6,840.08","429,260,000",0.40%
2017-12-11,"6,875.08","448,360,000",0.51%
2017-12-12,"6,862.32","456,450,000",-0.19%
2017-12-13,"6,875.80","490,980,000",0.20%
2017-12-14,"6,856.53","496,560,000",-0.28%
2017-12-15,"6,936.58","1,420,000,000",1.17%
2017-12-18,"6,994.76","539,240,000",0.84%
2017-12-19,"6,963.85","514,900,000",-0.44%
2017-12-20,"6,960.96","442,660,000",-0.04%
2017-12-21,"6,965.36","436,630,000",0.06%
2017-12-22,"6,959.96","372,940,000",-0.08%
2017-12-26,"6,936.25","322,150,000",-0.34%
2017-12-27,"6,939.34","316,130,000",0.04%
2017-12-28,"6,950.16","293,060,000",0.16%
2017-12-29,"6,903.39","422,840,000",-0.67%
2018-01-02,"7,006.90","462,200,000",1.50%
2018-01-03,"7,065.53","483,920,000",0.84%
2018-01-04,"7,077.91","493,870,000",0.18%
