date,spx,spx_change_pct
2022-11-02,"3,759.69",-2.50%
2022-11-03,"3,719.89",-1.06%
2022-11-04,"3,770.55",1.36%
2022-11-07,"3,806.80",0.96%
2022-11-08,"3,828.11",0.56%
2022-11-09,"3,748.57",-2.08%
2022-11-10,"3,956.37",5.54%
2022-11-11,"3,992.93",0.92%
2022-11-14,"3,957.25",-0.89%
2022-11-15,"3,991.73",0.87%
2022-11-16,"3,958.79",-0.83%
2022-11-17,"3,946.56",-0.31%
2022-11-18,"3,965.34",0.48%
2022-11-21,"3,949.94",-0.39%
2022-11-22,"4,003.58",1.36%
2022-11-23,"4,027.26",0.59%
2022-11-25,"4,026.12",-0.03%
2022-11-28,"3,963.94",-1.54%
2022-11-29,"3,957.63",-0.16%
2022-11-30,"4,080.11",3.09%
2022-12-01,"4,076.57",-0.09%
2022-12-02,"4,071.70",-0.12%
2022-12-05,"3,998.84",-1.79%
2022-12-06,"3,941.26",-1.44%
2022-12-07,"3,933.92",-0.19%
2022-12-08,"3,963.51",0.75%
2022-12-09,"3,934.38",-0.73%
2022-12-12,"3,990.56",1.43%
2022-12-13,"4,019.65",0.73%
2022-12-14,"3,995.32",-0.61%
2022-12-15,"3,895.75",-2.49%
2022-12-16,"3,852.36",-1.11%
2022-12-19,"3,817.66",-0.90%
2022-12-20,"3,821.62",0.10%
2022-12-21,"3,878.44",1.49%
2022-12-22,"3,822.39",-1.45%
2022-12-23,"3,844.82",0.59%
2022-12-27,"3,829.25",-0.40%
2022-12-28,"3,783.22",-1.20%
2022-12-29,"3,849.28",1.75%
2022-12-30,"3,839.50",-0.25%
2023-01-03,"3,824.14",-0.40%
2023-01-04,"3,852.97",0.75%
2023-01-05,"3,808.10",-1.16%
2023-01-06,"3,895.08",2.28%
2023-01-09,"3,892.09",-0.08%
2023-01-10,"3,919.25",0.70%
2023-01-11,"3,969.61",1.28%
2023-01-12,"3,983.17",0.34%
2023-01-13,"3,999.09",0.40%
2023-01-17,"3,990.97",-0.20%
2023-01-18,"3,928.86",-1.56%
2023-01-19,"3,898.85",-0.76%
2023-01-20,"3,972.61",1.89%
2023-01-23,"4,019.81",1.19%
2023-01-24,"4,016.95",-0.07%
2023-01-25,"4,016.22",-0.02%
2023-01-26,"4,060.43",1.10%
2023-01-27,"4,070.56",0.25%
2023-01-30,"4,017.77",-1.30%
2023-01-31,"4,076.60",1.46%
2023-02-01,"4,119.21",1.05%
2023-02-02,"4,179.76",1.47%
2023-02-03,"4,136.48",-1.04%
2023-02-06,"4,111.08",-0.61%
2023-02-07,"4,164.00",1.29%
2023-02-08,"4,117.86",-1.11%
2023-02-09,"4,081.50",-0.88%
2023-02-10,"4,090.46",0.22%
2023-02-13,"4,137.29",1.14%
2023-02-14,"4,136.13",-0.03%
2023-02-15,"4,147.60",0.28%
2023-02-16,"4,090.41",-1.38%
2023-02-17,"4,079.09",-0.28%
2023-02-21,"3,997.34",-2.00%
2023-02-22,"3,991.05",-0.16%
2023-02-23,"4,012.32",0.53%
2023-02-24,"3,970.04",-1.05%
2023-02-27,"3,982.24",0.31%
2023-02-28,"3,970.15",-0.30%
2023-03-01,"3,951.39",-0.47%
2023-03-02,"3,981.35",0.76%
2023-03-03,"4,045.64",1.61%
2023-03-06,"4,048.42",0.07%
2023-03-07,"3,986.37",-1.53%
2023-03-08,"3,992.01",0.14%
2023-03-09,"3,918.32",-1.85%
2023-03-10,"3,861.59",-1.45%
2023-03-13,"3,855.76",-0.15%
2023-03-14,"3,919.29",1.65%
2023-03-15,"3,891.93",-0.70%
2023-03-16,"3,960.28",1.76%
2023-03-17,"3,916.64",-1.10%
2023-03-20,"3,951.57",0.89%
2023-03-21,"4,002.87",1.30%
2023-03-22,"3,936.97",-1.65%
2023-03-23,"3,948.72",0.30%
2023-03-24,"3,970.99",0.56%
2023-03-27,"3,977.53",0.16%
2023-03-28,"3,971.27",-0.16%
2023-03-29,"4,027.81",1.42%
2023-03-30,"4,050.83",0.57%
2023-03-31,"4,109.31",1.44%
2023-04-03,"4,124.51",0.37%
2023-04-04,"4,100.60",-0.58%
2023-04-05,"4,090.38",-0.25%
2023-04-06,"4,105.02",0.36%
2023-04-10,"4,109.11",0.10%
2023-04-11,"4,108.94",0.00%
2023-04-12,"4,091.95",-0.41%
2023-04-13,"4,146.22",1.33%
2023-04-14,"4,137.64",-0.21%
2023-04-17,"4,151.32",0.33%
2023-04-18,"4,154.87",0.09%
2023-04-19,"4,154.52",-0.01%
2023-04-20,"4,129.79",-0.60%
2023-04-21,"4,133.52",0.09%
2023-04-24,"4,137.04",0.09%
2023-04-25,"4,071.63",-1.58%
2023-04-26,"4,055.99",-0.38%
2023-04-27,"4,135.35",1.96%
2023-04-28,"4,169.48",0.83%
2023-05-01,"4,167.87",-0.04%
2023-05-02,"4,119.58",-1.16%
2023-05-03,"4,090.75",-0.70%
2023-05-04,"4,061.22",-0.72%
2023-05-05,"4,136.25",1.85%
2023-05-08,"4,138.12",0.05%
2023-05-09,"4,119.17",-0.46%
2023-05-10,"4,137.64",0.45%
2023-05-11,"4,130.62",-0.17%
2023-05-12,"4,124.08",-0.16%
2023-05-15,"4,136.28",0.30%
2023-05-16,"4,109.90",-0.64%
2023-05-17,"4,158.77",1.19%
2023-05-18,"4,198.05",0.94%
2023-05-19,"4,191.98",-0.14%
2023-05-22,"4,192.63",0.02%
2023-05-23,"4,145.58",-1.12%
2023-05-24,"4,115.24",-0.73%
2023-05-25,"4,151.28",0.88%
2023-05-26,"4,205.45",1.30%
2023-05-30,"4,205.52",0.00%
2023-05-31,"4,179.83",-0.61%
2023-06-01,"4,221.02",0.99%
2023-06-02,"4,282.37",1.45%
2023-06-05,"4,273.79",-0.20%
2023-06-06,"4,283.85",0.24%
2023-06-07,"4,267.52",-0.38%
2023-06-08,"4,293.93",0.62%
2023-06-09,"4,298.86",0.11%
2023-06-12,"4,338.93",0.93%
2023-06-13,"4,369.01",0.69%
2023-06-14,"4,372.59",0.08%
2023-06-15,"4,425.84",1.22%
2023-06-16,"4,409.59",-0.37%
2023-06-20,"4,388.71",-0.47%
2023-06-21,"4,365.69",-0.52%
2023-06-22,"4,381.89",0.37%
2023-06-23,"4,348.33",-0.77%
2023-06-26,"4,328.82",-0.45%
2023-06-27,"4,378.41",1.15%
2023-06-28,"4,376.86",-0.04%
2023-06-29,"4,396.44",0.45%
2023-06-30,"4,450.38",1.23%
2023-07-03,"4,455.59",0.12%
2023-07-05,"4,446.82",-0.20%
2023-07-06,"4,411.59",-0.79%
2023-07-07,"4,398.95",-0.29%
2023-07-10,"4,409.53",0.24%
2023-07-11,"4,439.26",0.67%
2023-07-12,"4,472.16",0.74%
2023-07-13,"4,510.04",0.85%
2023-07-14,"4,505.42",-0.10%
2023-07-17,"4,522.79",0.39%
2023-07-18,"4,554.98",0.71%
2023-07-19,"4,565.72",0.24%
2023-07-20,"4,534.87",-0.68%
2023-07-21,"4,536.34",0.03%
2023-07-24,"4,554.64",0.40%
2023-07-25,"4,567.46",0.28%
2023-07-26,"4,566.75",-0.02%
2023-07-27,"4,537.41",-0.64%
2023-07-28,"4,582.23",0.99%
2023-07-31,"4,588.96",0.15%
2023-08-01,"4,576.73",-0.27%
2023-08-02,"4,513.39",-1.38%
2023-08-03,"4,501.89",-0.25%
2023-08-04,"4,478.03",-0.53%
2023-08-07,"4,518.44",0.90%
2023-08-08,"4,499.38",-0.42%
2023-08-09,"4,467.71",-0.70%
2023-08-10,"4,468.83",0.03%
2023-08-11,"4,464.05",-0.11%
2023-08-14,"4,489.72",0.58%
2023-08-15,"4,437.86",-1.16%
2023-08-16,"4,404.33",-0.76%
2023-08-17,"4,370.36",-0.77%
2023-08-18,"4,369.71",-0.01%
2023-08-21,"4,399.77",0.69%
2023-08-22,"4,387.55",-0.28%
2023-08-23,"4,436.01",1.10%
2023-08-24,"4,376.31",-1.35%
2023-08-25,"4,405.71",0.67%
2023-08-28,"4,433.31",0.63%
2023-08-29,"4,497.63",1.45%
2023-08-30,"4,514.87",0.38%
2023-08-31,"4,507.66",-0.16%
2023-09-01,"4,515.77",0.18%
2023-09-05,"4,496.83",-0.42%
2023-09-06,"4,465.48",-0.70%
2023-09-07,"4,451.14",-0.32%
2023-09-08,"4,457.49",0.14%
2023-09-11,"4,487.46",0.67%
2023-09-12,"4,461.90",-0.57%
2023-09-13,"4,467.44",0.12%
2023-09-14,"4,505.10",0.84%
2023-09-15,"4,450.32",-1.22%
2023-09-18,"4,453.53",0.07%
2023-09-19,"4,443.95",-0.22%
2023-09-20,"4,402.20",-0.94%
2023-09-21,"4,330.00",-1.64%
2023-09-22,"4,320.06",-0.23%
2023-09-25,"4,337.44",0.40%
2023-09-26,"4,273.53",-1.47%
2023-09-27,"4,274.51",0.02%
2023-09-28,"4,299.70",0.59%
2023-09-29,"4,288.05",-0.27%
2023-10-02,"4,288.39",0.01%
2023-10-03,"4,229.45",-1.37%
2023-10-04,"4,263.75",0.81%
2023-10-05,"4,258.19",-0.13%
2023-10-06,"4,308.50",1.18%
2023-10-09,"4,335.66",0.63%
2023-10-10,"4,358.24",0.52%
2023-10-11,"4,376.95",0.43%
2023-10-12,"4,349.61",-0.62%
2023-10-13,"4,327.78",-0.50%
2023-10-16,"4,373.63",1.06%
2023-10-17,"4,373.20",-0.01%
2023-10-18,"4,314.60",-1.34%
2023-10-19,"4,278.00",-0.85%
2023-10-20,"4,224.16",-1.26%
2023-10-23,"4,217.04",-0.17%
2023-10-24,"4,247.68",0.73%
2023-10-25,"4,186.77",-1.43%
2023-10-26,"4,137.23",-1.18%
2023-10-27,"4,117.37",-0.48%
2023-10-30,"4,166.82",1.20%
2023-10-31,"4,193.80",0.65%
2023-11-01,"4,237.86",1.05%
2023-11-02,"4,317.78",1.89%
2023-11-03,"4,358.34",0.94%
2023-11-06,"4,365.98",0.18%
2023-11-07,"4,378.38",0.28%
2023-11-08,"4,382.78",0.10%
2023-11-09,"4,347.35",-0.81%
2023-11-10,"4,415.24",1.56%
2023-11-13,"4,411.55",-0.08%
2023-11-14,"4,495.70",1.91%
2023-11-15,"4,502.88",0.16%
2023-11-16,"4,508.24",0.12%
2023-11-17,"4,514.02",0.13%
2023-11-20,"4,547.38",0.74%
2023-11-21,"4,538.19",-0.20%
2023-11-22,"4,556.62",0.41%
2023-11-24,"4,559.34",0.06%
2023-11-27,"4,550.43",-0.20%
2023-11-28,"4,554.89",0.10%
2023-11-29,"4,550.58",-0.09%
2023-11-30,"4,567.80",0.38%
2023-12-01,"4,594.63",0.59%
2023-12-04,"4,569.78",-0.54%
2023-12-05,"4,567.18",-0.06%
2023-12-06,"4,549.34",-0.39%
2023-12-07,"4,585.59",0.80%
2023-12-08,"4,604.37",0.41%
2023-12-11,"4,622.44",0.39%
2023-12-12,"4,643.70",0.46%
2023-12-13,"4,707.09",1.37%
2023-12-14,"4,719.55",0.26%
2023-12-15,"4,719.19",-0.01%
2023-12-18,"4,740.56",0.45%
2023-12-19,"4,768.37",0.59%
2023-12-20,"4,698.35",-1.47%
2023-12-21,"4,746.75",1.03%
2023-12-22,"4,754.63",0.17%
2023-12-26,"4,774.75",0.42%
2023-12-27,"4,781.58",0.14%
2023-12-28,"4,783.35",0.04%
2023-12-29,"4,769.83",-0.28%
2024-01-02,"4,742.83",-0.57%
2024-01-03,"4,704.81",-0.80%
2024-01-04,"4,688.68",-0.34%
2024-01-05,"4,697.24",0.18%
2024-01-08,"4,763.54",1.41%
2024-01-09,"4,756.50",-0.15%
2024-01-10,"4,783.45",0.57%
2024-01-11,"4,780.24",-0.07%
2024-01-12,"4,783.83",0.08%
2024-01-16,"4,765.98",-0.37%
2024-01-17,"4,739.21",-0.56%
2024-01-18,"4,780.94",0.88%
2024-01-19,"4,839.81",1.23%
2024-01-22,"4,850.43",0.22%
2024-01-23,"4,864.60",0.29%
2024-01-24,"4,868.55",0.08%
2024-01-25,"4,894.16",0.53%
2024-01-26,"4,890.97",-0.07%
2024-01-29,"4,927.93",0.76%
2024-01-30,"4,924.97",-0.06%
2024-01-31,"4,845.65",-1.61%
2024-02-01,"4,906.19",1.25%
2024-02-02,"4,958.61",1.07%
2024-02-05,"4,942.81",-0.32%
2024-02-06,"4,954.23",0.23%
2024-02-07,"4,995.06",0.82%
2024-02-08,"4,997.91",0.06%
2024-02-09,"5,026.61",0.57%
2024-02-12,"5,021.84",-0.09%
2024-02-13,"4,953.17",-1.37%
2024-02-14,"5,000.62",0.96%
2024-02-15,"5,029.73",0.58%
2024-02-16,"5,005.57",-0.48%
2024-02-20,"4,975.51",-0.60%
2024-02-21,"4,981.80",0.13%
2024-02-22,"5,087.03",2.11%
2024-02-23,"5,088.80",0.03%
2024-02-26,"5,069.53",-0.38%
2024-02-27,"5,078.18",0.17%
2024-02-28,"5,069.76",-0.17%
2024-02-29,"5,096.27",0.52%
2024-03-01,"5,137.08",0.80%
2024-03-04,"5,130.95",-0.12%
2024-03-05,"5,078.65",-1.02%
2024-03-06,"5,104.76",0.51%
2024-03-07,"5,157.36",1.03%
2024-03-08,"5,123.69",-0.65%
2024-03-11,"5,117.94",-0.11%
2024-03-12,"5,175.27",1.12%
2024-03-13,"5,165.31",-0.19%
2024-03-14,"5,150.48",-0.29%
2024-03-15,"5,117.09",-0.65%
2024-03-18,"5,149.42",0.63%
2024-03-19,"5,178.51",0.56%
2024-03-20,"5,224.62",0.89%
2024-03-21,"5,241.53",0.32%
2024-03-22,"5,234.18",-0.14%
2024-03-25,"5,218.19",-0.31%
2024-03-26,"5,203.58",-0.28%
2024-03-27,"5,248.49",0.86%
2024-03-28,"5,254.35",0.11%
2024-04-01,"5,243.77",-0.20%
2024-04-02,"5,205.81",-0.72%
2024-04-03,"5,211.49",0.11%
2024-04-04,"5,147.21",-1.23%
2024-04-05,"5,204.34",1.11%
2024-04-08,"5,202.39",-0.04%
2024-04-09,"5,209.91",0.14%
2024-04-10,"5,160.64",-0.95%
2024-04-11,"5,199.06",0.74%
2024-04-12,"5,123.41",-1.46%
2024-04-15,"5,061.82",-1.20%
2024-04-16,"5,051.41",-0.21%
2024-04-17,"5,022.21",-0.58%
2024-04-18,"5,011.12",-0.22%
2024-04-19,"4,967.23",-0.88%
2024-04-22,"5,010.60",0.87%
2024-04-23,"5,070.55",1.20%
2024-04-24,"5,071.63",0.02%
2024-04-25,"5,048.42",-0.46%
2024-04-26,"5,099.96",1.02%
2024-04-29,"5,116.17",0.32%
2024-04-30,"5,035.69",-1.57%
2024-05-01,"5,018.39",-0.34%
2024-05-02,"5,064.20",0.91%
2024-05-03,"5,127.79",1.26%
2024-05-06,"5,180.74",1.03%
2024-05-07,"5,187.70",0.13%
2024-05-08,"5,187.67",0.00%
2024-05-09,"5,214.08",0.51%
2024-05-10,"5,222.68",0.16%
2024-05-13,"5,221.42",-0.02%
2024-05-14,"5,246.68",0.48%
2024-05-15,"5,308.15",1.17%
2024-05-16,"5,297.10",-0.21%
2024-05-17,"5,303.27",0.12%
2024-05-20,"5,308.13",0.09%
2024-05-21,"5,321.41",0.25%
2024-05-22,"5,307.01",-0.27%
2024-05-23,"5,267.84",-0.74%
2024-05-24,"5,304.72",0.70%
2024-05-28,"5,306.04",0.02%
2024-05-29,"5,266.95",-0.74%
2024-05-30,"5,235.48",-0.60%
2024-05-31,"5,277.51",0.80%
2024-06-03,"5,283.40",0.11%
2024-06-04,"5,291.34",0.15%
2024-06-05,"5,354.03",1.18%
2024-06-06,"5,352.96",-0.02%
2024-06-07,"5,346.99",-0.11%
2024-06-10,"5,360.79",0.26%
2024-06-11,"5,375.32",0.27%
2024-06-12,"5,421.03",0.85%
2024-06-13,"5,433.74",0.23%
2024-06-14,"5,431.60",-0.04%
2024-06-17,"5,473.23",0.77%
2024-06-18,"5,487.03",0.25%
2024-06-20,"5,473.17",-0.25%
2024-06-21,"5,464.62",-0.16%
2024-06-24,"5,447.87",-0.31%
2024-06-25,"5,469.30",0.39%
2024-06-26,"5,477.90",0.16%
2024-06-27,"5,482.87",0.09%
2024-06-28,"5,460.48",-0.41%
2024-07-01,"5,475.09",0.27%
2024-07-02,"5,509.01",0.62%
2024-07-03,"5,537.02",0.51%
2024-07-05,"5,567.19",0.54%
2024-07-08,"5,572.85",0.10%
2024-07-09,"5,576.98",0.07%
2024-07-10,"5,633.91",1.02%
2024-07-11,"5,584.54",-0.88%
2024-07-12,"5,615.35",0.55%
2024-07-15,"5,631.22",0.28%
2024-07-16,"5,667.20",0.64%
2024-07-17,"5,588.27",-1.39%
2024-07-18,"5,544.59",-0.78%
2024-07-19,"5,505.00",-0.71%
2024-07-22,"5,564.41",1.08%
2024-07-23,"5,555.74",-0.16%
2024-07-24,"5,427.13",-2.31%
2024-07-25,"5,399.22",-0.51%
2024-07-26,"5,459.10",1.11%
2024-07-29,"5,463.54",0.08%
2024-07-30,"5,436.44",-0.50%
2024-07-31,"5,522.30",1.58%
2024-08-01,"5,446.68",-1.37%
2024-08-02,"5,346.56",-1.84%
2024-08-05,"5,186.33",-3.00%
2024-08-06,"5,240.03",1.04%
2024-08-07,"5,199.50",-0.77%
2024-08-08,"5,319.31",2.30%
2024-08-09,"5,344.16",0.47%
2024-08-12,"5,344.39",0.00%
2024-08-13,"5,434.43",1.68%
2024-08-14,"5,455.21",0.38%
2024-08-15,"5,543.22",1.61%
2024-08-16,"5,554.25",0.20%
2024-08-19,"5,608.25",0.97%
2024-08-20,"5,597.12",-0.20%
2024-08-21,"5,620.85",0.42%
2024-08-22,"5,570.64",-0.89%
2024-08-23,"5,634.61",1.15%
2024-08-26,"5,616.84",-0.32%
2024-08-27,"5,625.80",0.16%
2024-08-28,"5,592.18",-0.60%
2024-08-29,"5,591.96",0.00%
2024-08-30,"5,648.40",1.01%
2024-09-03,"5,528.93",-2.12%
2024-09-04,"5,520.07",-0.16%
2024-09-05,"5,503.41",-0.30%
2024-09-06,"5,408.42",-1.73%
2024-09-09,"5,471.05",1.16%
2024-09-10,"5,495.52",0.45%
2024-09-11,"5,554.13",1.07%
2024-09-12,"5,595.76",0.75%
2024-09-13,"5,626.02",0.54%
2024-09-16,"5,633.09",0.13%
2024-09-17,"5,634.58",0.03%
2024-09-18,"5,618.26",-0.29%
2024-09-19,"5,713.64",1.70%
2024-09-20,"5,702.55",-0.19%
2024-09-23,"5,718.57",0.28%
2024-09-24,"5,732.93",0.25%
2024-09-25,"5,722.26",-0.19%
2024-09-26,"5,745.37",0.40%
2024-09-27,"5,738.17",-0.13%
2024-09-30,"5,762.48",0.42%
2024-10-01,"5,708.75",-0.93%
2024-10-02,"5,709.54",0.01%
2024-10-03,"5,699.94",-0.17%
2024-10-04,"5,751.07",0.90%
2024-10-07,"5,695.94",-0.96%
2024-10-08,"5,751.13",0.97%
2024-10-09,"5,792.04",0.71%
2024-10-10,"5,780.05",-0.21%
2024-10-11,"5,815.03",0.61%
2024-10-14,"5,859.85",0.77%
2024-10-15,"5,815.26",-0.76%
2024-10-16,"5,842.47",0.47%
2024-10-17,"5,841.47",-0.02%
2024-10-18,"5,864.67",0.40%
2024-10-21,"5,853.98",-0.18%
2024-10-22,"5,851.20",-0.05%
2024-10-23,"5,797.42",-0.92%
2024-10-24,"5,809.86",0.21%
2024-10-25,"5,808.12",-0.03%
2024-10-28,"5,823.52",0.27%
2024-10-29,"5,832.92",0.16%
2024-10-30,"5,813.67",-0.33%
2024-10-31,"5,705.45",-1.86%
2024-11-01,"5,728.80",0.41%
2024-11-04,"5,712.69",-0.28%
2024-11-05,"5,782.76",1.23%
2024-11-06,"5,929.04",2.53%
2024-11-07,"5,973.10",0.74%
2024-11-08,"5,995.54",0.38%
2024-11-11,"6,001.35",0.10%
2024-11-12,"5,983.99",-0.29%
2024-11-13,"5,985.38",0.02%
2024-11-14,"5,949.17",-0.60%
2024-11-15,"5,870.62",-1.32%
2024-11-18,"5,893.62",0.39%
2024-11-19,"5,916.98",0.40%
2024-11-20,"5,917.11",0.00%
2024-11-21,"5,948.71",0.53%
2024-11-22,"5,969.34",0.35%
2024-11-25,"5,987.37",0.30%
2024-11-26,"6,021.63",0.57%
2024-11-27,"5,998.74",-0.38%
2024-11-29,"6,032.38",0.56%
2024-12-02,"6,047.15",0.24%
2024-12-03,"6,049.88",0.05%
2024-12-04,"6,086.49",0.61%
2024-12-05,"6,075.11",-0.19%
2024-12-06,"6,090.27",0.25%
2024-12-09,"6,052.85",-0.61%
2024-12-10,"6,034.91",-0.30%
2024-12-11,"6,084.19",0.82%
2024-12-12,"6,051.25",-0.54%
2024-12-13,"6,051.09",0.00%
2024-12-16,"6,074.08",0.38%
2024-12-17,"6,050.61",-0.39%
2024-12-18,"5,872.16",-2.95%
2024-12-19,"5,867.08",-0.09%
2024-12-20,"5,930.85",1.09%
2024-12-23,"5,974.07",0.73%
2024-12-24,"6,040.04",1.10%
2024-12-26,"6,037.59",-0.04%
2024-12-27,"5,970.84",-1.11%
2024-12-30,"5,906.94",-1.07%
2024-12-31,"5,881.63",-0.43%
2025-01-02,"5,868.55",-0.22%
2025-01-03,"5,942.47",1.26%
2025-01-06,"5,975.38",0.55%
2025-01-07,"5,909.03",-1.11%
2025-01-08,"5,918.25",0.16%
2025-01-10,"5,827.04",-1.54%
2025-01-13,"5,836.22",0.16%
2025-01-14,"5,842.91",0.11%
2025-01-15,"5,949.91",1.83%
2025-01-16,"5,937.34",-0.21%
2025-01-17,"5,996.66",1.00%
2025-01-21,"6,049.24",0.88%
2025-01-22,"6,086.37",0.61%
2025-01-23,"6,118.71",0.53%
2025-01-24,"6,101.24",-0.29%
2025-01-27,"6,012.28",-1.46%
2025-01-28,"6,067.70",0.92%
2025-01-29,"6,039.31",-0.47%
2025-01-30,"6,071.17",0.53%
2025-01-31,"6,040.53",-0.50%
2025-02-03,"5,994.57",-0.76%
2025-02-04,"6,037.88",0.72%
2025-02-05,"6,061.48",0.39%
2025-02-06,"6,083.57",0.36%
2025-02-07,"6,025.99",-0.95%
2025-02-10,"6,066.44",0.67%
2025-02-11,"6,068.50",0.03%
2025-02-12,"6,051.97",-0.27%
2025-02-13,"6,115.07",1.04%
2025-02-14,"6,114.63",-0.01%
2025-02-18,"6,129.58",0.24%
2025-02-19,"6,144.15",0.24%
2025-02-20,"6,117.52",-0.43%
2025-02-21,"6,013.13",-1.71%
2025-02-24,"5,983.25",-0.50%
2025-02-25,"5,955.25",-0.47%
2025-02-26,"5,956.06",0.01%
2025-02-27,"5,861.57",-1.59%
2025-02-28,"5,954.50",1.59%
2025-03-03,"5,849.72",-1.76%
2025-03-04,"5,778.15",-1.22%
2025-03-05,"5,842.63",1.12%
2025-03-06,"5,738.52",-1.78%
2025-03-07,"5,770.20",0.55%
2025-03-10,"5,614.56",-2.70%
2025-03-11,"5,572.07",-0.76%
2025-03-12,"5,599.30",0.49%
2025-03-13,"5,521.52",-1.39%
2025-03-14,"5,638.94",2.13%
2025-03-17,"5,675.12",0.64%
2025-03-18,"5,614.66",-1.07%
2025-03-19,"5,675.29",1.08%
2025-03-20,"5,662.89",-0.22%
2025-03-21,"5,667.56",0.08%
2025-03-24,"5,767.57",1.76%
2025-03-25,"5,776.65",0.16%
2025-03-26,"5,712.20",-1.12%
2025-03-27,"5,693.31",-0.33%
2025-03-28,"5,580.94",-1.97%
2025-03-31,"5,611.85",0.55%
2025-04-01,"5,633.07",0.38%
2025-04-02,"5,670.97",0.67%
2025-04-03,"5,396.52",-4.84%
2025-04-04,"5,074.08",-5.97%
2025-04-07,"5,062.25",-0.23%
2025-04-08,"4,982.77",-1.57%
2025-04-09,"5,456.90",9.52%
2025-04-10,"5,268.05",-3.46%
2025-04-11,"5,363.36",1.81%
2025-04-14,"5,405.97",0.79%
2025-04-15,"5,396.63",-0.17%
2025-04-16,"5,275.70",-2.24%
2025-04-17,"5,282.70",0.13%
2025-04-21,"5,158.20",-2.36%
2025-04-22,"5,287.76",2.51%
2025-04-23,"5,375.86",1.67%
2025-04-24,"5,484.77",2.03%
2025-04-25,"5,525.21",0.74%
2025-04-28,"5,528.75",0.06%
2025-04-29,"5,560.83",0.58%
2025-04-30,"5,569.06",0.15%
2025-05-01,"5,604.14",0.63%
2025-05-02,"5,686.67",1.47%
2025-05-05,"5,650.38",-0.64%
2025-05-06,"5,606.91",-0.77%
2025-05-07,"5,631.28",0.43%
2025-05-08,"5,663.94",0.58%
2025-05-09,"5,659.91",-0.07%
2025-05-12,"5,844.19",3.26%
2025-05-13,"5,886.55",0.72%
2025-05-14,"5,892.58",0.10%
2025-05-15,"5,916.93",0.41%
2025-05-16,"5,958.38",0.70%
2025-05-19,"5,963.60",0.09%
2025-05-20,"5,940.46",-0.39%
2025-05-21,"5,844.61",-1.61%
2025-05-22,"5,842.01",-0.04%
2025-05-23,"5,802.82",-0.67%
2025-05-27,"5,921.54",2.05%
2025-05-28,"5,888.55",-0.56%
2025-05-29,"5,912.17",0.40%
2025-05-30,"5,911.69",-0.01%
2025-06-02,"5,935.94",0.41%
2025-06-03,"5,970.37",0.58%
2025-06-04,"5,970.81",0.01%
2025-06-05,"5,939.30",-0.53%
2025-06-06,"6,000.36",1.03%
2025-06-09,"6,005.88",0.09%
2025-06-10,"6,038.81",0.55%
2025-06-11,"6,022.24",-0.27%
2025-06-12,"6,045.26",0.38%
2025-06-13,"5,976.97",-1.13%
2025-06-16,"6,033.11",0.94%
2025-06-17,"5,982.72",-0.84%
2025-06-18,"5,980.87",-0.03%
2025-06-20,"5,967.84",-0.22%
2025-06-23,"6,025.17",0.96%
2025-06-24,"6,092.18",1.11%
2025-06-25,"6,092.16",0.00%
2025-06-26,"6,141.02",0.80%
2025-06-27,"6,173.07",0.52%
2025-06-30,"6,204.95",0.52%
2025-07-01,"6,198.01",-0.11%
2025-07-02,"6,227.42",0.47%
2025-07-03,"6,279.35",0.83%
2025-07-07,"6,229.98",-0.79%
2025-07-08,"6,225.52",-0.07%
2025-07-09,"6,263.26",0.61%
2025-07-10,"6,280.46",0.27%
2025-07-11,"6,259.75",-0.33%
2025-07-14,"6,268.56",0.14%
2025-07-15,"6,243.76",-0.40%
2025-07-16,"6,263.70",0.32%
2025-07-17,"6,297.36",0.54%
2025-07-18,"6,296.79",-0.01%
2025-07-21,"6,305.60",0.14%
2025-07-22,"6,309.62",0.06%
2025-07-23,"6,358.91",0.78%
2025-07-24,"6,363.35",0.07%
2025-07-25,"6,388.64",0.40%
2025-07-28,"6,389.77",0.02%
2025-07-29,"6,370.86",-0.30%
2025-07-30,"6,362.90",-0.12%
2025-07-31,"6,339.39",-0.37%
2025-08-01,"6,238.01",-1.60%
2025-08-04,"6,329.94",1.47%
2025-08-05,"6,299.19",-0.49%
2025-08-06,"6,345.06",0.73%
2025-08-07,"6,340.00",-0.08%
2025-08-08,"6,389.45",0.78%
2025-08-11,"6,373.45",-0.25%
2025-08-12,"6,445.76",1.13%
2025-08-13,"6,466.58",0.32%
2025-08-14,"6,468.54",0.03%
2025-08-15,"6,449.80",-0.29%
2025-08-18,"6,449.15",-0.01%
2025-08-19,"6,411.37",-0.59%
2025-08-20,"6,395.78",-0.24%
2025-08-21,"6,370.17",-0.40%
2025-08-22,"6,466.91",1.52%
2025-08-25,"6,439.32",-0.43%
2025-08-26,"6,465.94",0.41%
2025-08-27,"6,481.40",0.24%
2025-08-28,"6,501.86",0.32%
2025-08-29,"6,460.26",-0.64%
2025-09-02,"6,415.54",-0.69%
2025-09-03,"6,448.26",0.51%
2025-09-04,"6,502.08",0.83%
2025-09-05,"6,481.50",-0.32%
2025-09-08,"6,495.15",0.21%
2025-09-09,"6,512.61",0.27%
2025-09-10,"6,532.04",0.30%
2025-09-11,"6,587.47",0.85%
2025-09-12,"6,584.29",-0.05%
2025-09-15,"6,615.28",0.47%
2025-09-16,"6,606.76",-0.13%
