date,spx,spx_change_pct
2017-02-17,"2,351.20",0.17%
2017-02-21,"2,365.40",0.60%
2017-02-22,"2,362.80",-0.11%
2017-02-23,"2,363.80",0.04%
2017-02-24,"2,367.30",0.15%
2017-02-27,"2,369.80",0.11%
2017-02-28,"2,363.60",-0.26%
2017-03-01,"2,396.00",1.37%
2017-03-02,"2,381.90",-0.59%
2017-03-03,"2,383.10",0.05%
2017-03-06,"2,375.30",-0.33%
2017-03-07,"2,368.40",-0.29%
2017-03-08,"2,363.00",-0.23%
2017-03-09,"2,364.90",0.08%
2017-03-10,"2,372.60",0.33%
2017-03-13,"2,373.50",0.04%
2017-03-14,"2,365.40",-0.34%
2017-03-15,"2,385.30",0.84%
2017-03-16,"2,381.40",-0.16%
2017-03-17,"2,378.20",-0.13%
2017-03-20,"2,373.50",-0.20%
2017-03-21,"2,344.00",-1.24%
2017-03-22,"2,348.40",0.19%
2017-03-23,"2,346.00",-0.10%
2017-03-24,"2,344.00",-0.09%
2017-03-27,"2,341.60",-0.10%
2017-03-28,"2,358.60",0.73%
2017-03-29,"2,361.10",0.11%
2017-03-30,"2,368.10",0.30%
2017-03-31,"2,362.70",-0.23%
2017-04-03,"2,358.80",-0.17%
2017-04-04,"2,360.20",0.06%
2017-04-05,"2,352.90",-0.31%
2017-04-06,"2,357.50",0.20%
2017-04-07,"2,355.50",-0.08%
2017-04-10,"2,357.20",0.07%
2017-04-11,"2,353.80",-0.14%
2017-04-12,"2,344.90",-0.38%
2017-04-13,"2,328.90",-0.68%
2017-04-17,"2,349.00",0.86%
2017-04-18,"2,342.20",-0.29%
2017-04-19,"2,338.20",-0.17%
2017-04-20,"2,355.80",0.75%
2017-04-21,"2,348.70",-0.30%
2017-04-24,"2,374.20",1.09%
2017-04-25,"2,388.60",0.61%
2017-04-26,"2,387.40",-0.05%
2017-04-27,"2,388.80",0.06%
2017-04-28,"2,384.20",-0.19%
2017-05-01,"2,388.30",0.17%
2017-05-02,"2,391.20",0.12%
2017-05-03,"2,388.10",-0.13%
2017-05-04,"2,389.50",0.06%
2017-05-05,"2,399.30",0.41%
2017-05-08,"2,399.40",0.00%
2017-05-09,"2,396.90",-0.10%
2017-05-10,"2,399.60",0.11%
2017-05-11,"2,394.40",-0.22%
2017-05-12,"2,390.90",-0.15%
2017-05-15,"2,402.30",0.48%
2017-05-16,"2,400.70",-0.07%
2017-05-17,"2,357.00",-1.82%
2017-05-18,"2,365.70",0.37%
2017-05-19,"2,381.70",0.68%
2017-05-22,"2,394.00",0.52%
2017-05-23,"2,398.40",0.18%
2017-05-24,"2,404.40",0.25%
2017-05-25,"2,415.10",0.45%
2017-05-26,"2,415.80",0.03%
2017-05-30,"2,412.90",-0.12%
2017-05-31,"2,411.80",-0.05%
2017-06-01,"2,430.10",0.76%
2017-06-02,"2,439.10",0.37%
2017-06-05,"2,436.10",-0.12%
2017-06-06,"2,429.30",-0.28%
2017-06-07,"2,433.10",0.16%
2017-06-08,"2,433.80",0.03%
2017-06-09,"2,431.80",-0.08%
2017-06-12,"2,429.40",-0.10%
2017-06-13,"2,440.30",0.45%
2017-06-14,"2,437.90",-0.10%
2017-06-15,"2,432.50",-0.22%
2017-06-16,"2,433.20",0.03%
2017-06-19,"2,453.50",0.83%
2017-06-20,"2,437.00",-0.67%
2017-06-21,"2,435.60",-0.06%
2017-06-22,"2,434.50",-0.05%
2017-06-23,"2,438.30",0.16%
2017-06-26,"2,439.10",0.03%
2017-06-27,"2,419.40",-0.81%
2017-06-28,"2,440.70",0.88%
2017-06-29,"2,419.70",-0.86%
2017-06-30,"2,423.40",0.15%
2017-07-03,"2,429.00",0.23%
2017-07-05,"2,432.50",0.14%
2017-07-06,"2,409.80",-0.93%
2017-07-07,"2,425.20",0.64%
2017-07-10,"2,427.40",0.09%
2017-07-11,"2,425.50",-0.08%
2017-07-12,"2,443.20",0.73%
2017-07-13,"2,447.80",0.19%
2017-07-14,"2,459.30",0.47%
2017-07-17,"2,459.10",-0.01%
2017-07-18,"2,460.60",0.06%
2017-07-19,"2,473.80",0.54%
2017-07-20,"2,473.40",-0.02%
2017-07-21,"2,472.50",-0.04%
2017-07-24,"2,469.90",-0.11%
2017-07-25,"2,477.10",0.29%
2017-07-26,"2,477.80",0.03%
2017-07-27,"2,475.40",-0.10%
2017-07-28,"2,472.10",-0.13%
2017-07-31,"2,470.30",-0.07%
2017-08-01,"2,476.30",0.24%
2017-08-02,"2,477.60",0.05%
2017-08-03,"2,472.20",-0.22%
2017-08-04,"2,476.80",0.19%
2017-08-07,"2,480.90",0.17%
2017-08-08,"2,474.90",-0.24%
2017-08-09,"2,474.00",-0.04%
2017-08-10,"2,438.20",-1.45%
2017-08-11,"2,441.30",0.13%
2017-08-14,"2,465.80",1.00%
2017-08-15,"2,464.60",-0.05%
2017-08-16,"2,468.10",0.14%
2017-08-17,"2,430.00",-1.54%
2017-08-18,"2,425.60",-0.18%
2017-08-21,"2,428.40",0.12%
2017-08-22,"2,452.50",0.99%
2017-08-23,"2,444.00",-0.35%
2017-08-24,"2,439.00",-0.20%
2017-08-25,"2,443.10",0.17%
2017-08-28,"2,444.20",0.05%
2017-08-29,"2,446.30",0.09%
2017-08-30,"2,457.60",0.46%
2017-08-31,"2,471.70",0.57%
2017-09-01,"2,476.60",0.20%
2017-09-05,"2,457.80",-0.76%
2017-09-06,"2,465.50",0.31%
2017-09-07,"2,465.10",-0.02%
2017-09-08,"2,461.40",-0.15%
2017-09-11,"2,488.10",1.08%
2017-09-12,"2,496.50",0.34%
2017-09-13,"2,498.40",0.08%
2017-09-14,"2,495.60",-0.11%
2017-09-15,"2,500.20",0.18%
2017-09-18,"2,503.90",0.15%
2017-09-19,"2,506.70",0.11%
2017-09-20,"2,508.20",0.06%
2017-09-21,"2,500.60",-0.30%
2017-09-22,"2,502.20",0.06%
2017-09-25,"2,496.70",-0.22%
2017-09-26,"2,496.80",0.00%
2017-09-27,"2,507.00",0.41%
2017-09-28,"2,510.10",0.12%
2017-09-29,"2,519.40",0.37%
2017-10-02,"2,529.10",0.39%
2017-10-03,"2,534.60",0.22%
2017-10-04,"2,537.70",0.12%
2017-10-05,"2,552.10",0.57%
2017-10-06,"2,549.30",-0.11%
2017-10-09,"2,544.70",-0.18%
2017-10-10,"2,550.60",0.23%
2017-10-11,"2,555.20",0.18%
2017-10-12,"2,550.90",-0.17%
2017-10-13,"2,553.20",0.09%
2017-10-16,"2,557.60",0.17%
2017-10-17,"2,559.40",0.07%
2017-10-18,"2,561.30",0.07%
2017-10-19,"2,562.10",0.03%
2017-10-20,"2,575.20",0.51%
2017-10-23,"2,565.00",-0.40%
2017-10-24,"2,569.10",0.16%
2017-10-25,"2,557.20",-0.46%
2017-10-26,"2,560.40",0.13%
2017-10-27,"2,581.10",0.81%
2017-10-30,"2,572.80",-0.32%
2017-10-31,"2,575.30",0.10%
2017-11-01,"2,579.40",0.16%
2017-11-02,"2,579.80",0.02%
2017-11-03,"2,587.80",0.31%
2017-11-06,"2,591.10",0.13%
2017-11-07,"2,590.60",-0.02%
2017-11-08,"2,594.40",0.15%
2017-11-09,"2,584.60",-0.38%
2017-11-10,"2,582.30",-0.09%
2017-11-13,"2,584.80",0.10%
2017-11-14,"2,578.90",-0.23%
2017-11-15,"2,564.60",-0.55%
2017-11-16,"2,585.60",0.82%
2017-11-17,"2,578.80",-0.26%
2017-11-20,"2,582.10",0.13%
2017-11-21,"2,599.00",0.65%
2017-11-22,"2,597.10",-0.07%
2017-11-24,"2,602.40",0.20%
2017-11-27,"2,601.40",-0.04%
2017-11-28,"2,627.00",0.98%
2017-11-29,"2,626.10",-0.03%
2017-11-30,"2,647.60",0.82%
2017-12-01,"2,642.20",-0.20%
2017-12-04,"2,639.40",-0.11%
2017-12-05,"2,629.60",-0.37%
2017-12-06,"2,629.30",-0.01%
2017-12-07,"2,637.00",0.29%
2017-12-08,"2,651.50",0.55%
2017-12-11,"2,660.00",0.32%
2017-12-12,"2,664.10",0.15%
2017-12-13,"2,662.80",-0.05%
2017-12-14,"2,652.00",-0.41%
2017-12-15,"2,675.80",0.90%
2017-12-18,"2,690.20",0.54%
2017-12-19,"2,681.50",-0.32%
2017-12-20,"2,679.20",-0.09%
2017-12-21,"2,684.60",0.20%
2017-12-22,"2,683.30",-0.05%
2017-12-26,"2,680.50",-0.10%
2017-12-27,"2,682.60",0.08%
2017-12-28,"2,687.50",0.18%
2017-12-29,"2,673.60",-0.52%
2018-01-02,"2,695.80",0.83%
2018-01-03,"2,713.10",0.64%
2018-01-04,"2,724.00",0.40%
2018-01-05,"2,743.20",0.70%
2018-01-08,"2,747.70",0.16%
2018-01-09,"2,751.30",0.13%
2018-01-10,"2,748.20",-0.11%
2018-01-11,"2,767.60",0.71%
2018-01-12,"2,786.20",0.67%
2018-01-16,"2,776.40",-0.35%
2018-01-17,"2,802.60",0.94%
2018-01-18,"2,798.00",-0.16%
2018-01-19,"2,810.30",0.44%
2018-01-22,"2,833.00",0.81%
2018-01-23,"2,839.10",0.22%
2018-01-24,"2,837.50",-0.06%
2018-01-25,"2,839.20",0.06%
2018-01-26,"2,872.90",1.19%
2018-01-29,"2,853.50",-0.68%
2018-01-30,"2,822.40",-1.09%
2018-01-31,"2,823.80",0.05%
2018-02-01,"2,822.00",-0.06%
2018-02-02,"2,762.10",-2.12%
2018-02-05,"2,648.90",-4.10%
2018-02-06,"2,695.10",1.74%
2018-02-07,"2,681.70",-0.50%
2018-02-08,"2,581.00",-3.76%
2018-02-09,"2,619.60",1.50%
2018-02-12,"2,656.00",1.39%
2018-02-13,"2,662.90",0.26%
2018-02-14,"2,698.60",1.34%
2018-02-15,"2,731.20",1.21%
2018-02-16,"2,732.20",0.04%
2018-02-20,"2,716.30",-0.58%
2018-02-21,"2,701.30",-0.55%
2018-02-22,"2,704.00",0.10%
2018-02-23,"2,747.30",1.60%
2018-02-26,"2,779.60",1.18%
2018-02-27,"2,744.30",-1.27%
2018-02-28,"2,713.80",-1.11%
2018-03-01,"2,677.70",-1.33%
2018-03-02,"2,691.20",0.50%
2018-03-05,"2,720.90",1.10%
2018-03-06,"2,728.10",0.26%
2018-03-07,"2,726.80",-0.05%
2018-03-08,"2,739.00",0.45%
2018-03-09,"2,786.60",1.74%
2018-03-12,"2,783.00",-0.13%
2018-03-13,"2,765.30",-0.64%
2018-03-14,"2,749.50",-0.57%
2018-03-15,"2,747.30",-0.08%
2018-03-16,"2,752.00",0.17%
2018-03-19,"2,712.90",-1.42%
2018-03-20,"2,716.90",0.15%
2018-03-21,"2,711.90",-0.18%
2018-03-22,"2,643.70",-2.51%
2018-03-23,"2,588.30",-2.10%
2018-03-26,"2,658.60",2.72%
2018-03-27,"2,612.60",-1.73%
2018-03-28,"2,605.00",-0.29%
2018-03-29,"2,640.90",1.38%
2018-04-02,"2,581.90",-2.23%
2018-04-03,"2,614.40",1.26%
2018-04-04,"2,644.70",1.16%
2018-04-05,"2,662.80",0.68%
2018-04-06,"2,604.50",-2.19%
2018-04-09,"2,613.20",0.33%
2018-04-10,"2,656.90",1.67%
2018-04-11,"2,642.20",-0.55%
2018-04-12,"2,664.00",0.83%
2018-04-13,"2,656.30",-0.29%
2018-04-16,"2,677.80",0.81%
2018-04-17,"2,706.40",1.07%
2018-04-18,"2,708.60",0.08%
2018-04-19,"2,693.10",-0.57%
2018-04-20,"2,670.10",-0.85%
2018-04-23,"2,670.30",0.01%
2018-04-24,"2,634.60",-1.34%
2018-04-25,"2,639.40",0.18%
2018-04-26,"2,666.90",1.04%
2018-04-27,"2,669.90",0.11%
2018-04-30,"2,648.10",-0.82%
2018-05-01,"2,654.80",0.25%
2018-05-02,"2,635.70",-0.72%
2018-05-03,"2,629.70",-0.23%
2018-05-04,"2,663.40",1.28%
2018-05-07,"2,672.60",0.35%
2018-05-08,"2,671.90",-0.03%
2018-05-09,"2,697.80",0.97%
2018-05-10,"2,723.10",0.94%
2018-05-11,"2,727.70",0.17%
2018-05-14,"2,730.10",0.09%
2018-05-15,"2,711.40",-0.68%
2018-05-16,"2,722.50",0.41%
2018-05-17,"2,720.10",-0.09%
2018-05-18,"2,713.00",-0.26%
2018-05-21,"2,733.00",0.74%
2018-05-22,"2,724.40",-0.31%
2018-05-23,"2,733.30",0.33%
2018-05-24,"2,727.80",-0.20%
2018-05-25,"2,721.30",-0.24%
2018-05-29,"2,689.90",-1.15%
2018-05-30,"2,724.00",1.27%
2018-05-31,"2,705.30",-0.69%
2018-06-01,"2,734.60",1.08%
2018-06-04,"2,746.90",0.45%
2018-06-05,"2,748.80",0.07%
2018-06-06,"2,772.30",0.85%
2018-06-07,"2,770.40",-0.07%
2018-06-08,"2,779.00",0.31%
2018-06-11,"2,782.00",0.11%
2018-06-12,"2,786.80",0.17%
2018-06-13,"2,775.60",-0.40%
2018-06-14,"2,782.50",0.25%
2018-06-15,"2,779.70",-0.10%
2018-06-18,"2,773.80",-0.21%
2018-06-19,"2,762.60",-0.40%
2018-06-20,"2,767.30",0.17%
2018-06-21,"2,749.80",-0.63%
2018-06-22,"2,754.90",0.19%
2018-06-25,"2,717.10",-1.37%
2018-06-26,"2,723.10",0.22%
2018-06-27,"2,699.60",-0.86%
2018-06-28,"2,716.30",0.62%
2018-06-29,"2,718.40",0.08%
2018-07-02,"2,726.70",0.31%
2018-07-03,"2,713.20",-0.50%
2018-07-05,"2,736.60",0.86%
2018-07-06,"2,759.80",0.85%
2018-07-09,"2,784.20",0.88%
2018-07-10,"2,793.80",0.34%
2018-07-11,"2,774.00",-0.71%
2018-07-12,"2,798.30",0.88%
2018-07-13,"2,801.30",0.11%
2018-07-16,"2,798.40",-0.10%
2018-07-17,"2,809.60",0.40%
2018-07-18,"2,815.60",0.21%
2018-07-19,"2,804.50",-0.39%
2018-07-20,"2,801.80",-0.10%
2018-07-23,"2,807.00",0.19%
2018-07-24,"2,820.40",0.48%
2018-07-25,"2,846.10",0.91%
2018-07-26,"2,837.40",-0.31%
2018-07-27,"2,818.80",-0.66%
2018-07-30,"2,802.60",-0.57%
2018-07-31,"2,816.30",0.49%
2018-08-01,"2,813.40",-0.10%
2018-08-02,"2,827.20",0.49%
2018-08-03,"2,840.30",0.46%
2018-08-06,"2,850.40",0.36%
2018-08-07,"2,858.40",0.28%
2018-08-08,"2,857.70",-0.02%
2018-08-09,"2,853.60",-0.14%
2018-08-10,"2,833.30",-0.71%
2018-08-13,"2,821.90",-0.40%
2018-08-14,"2,840.00",0.64%
2018-08-15,"2,818.40",-0.76%
2018-08-16,"2,840.70",0.79%
2018-08-17,"2,850.10",0.33%
2018-08-20,"2,857.10",0.25%
2018-08-21,"2,863.00",0.21%
2018-08-22,"2,861.80",-0.04%
2018-08-23,"2,857.00",-0.17%
2018-08-24,"2,874.70",0.62%
2018-08-27,"2,896.70",0.77%
2018-08-28,"2,897.50",0.03%
2018-08-29,"2,914.00",0.57%
2018-08-30,"2,901.10",-0.44%
2018-08-31,"2,901.50",0.01%
2018-09-04,"2,896.70",-0.17%
2018-09-05,"2,888.60",-0.28%
2018-09-06,"2,878.10",-0.36%
2018-09-07,"2,871.70",-0.22%
2018-09-10,"2,877.10",0.19%
2018-09-11,"2,887.90",0.38%
2018-09-12,"2,888.90",0.03%
2018-09-13,"2,904.20",0.53%
2018-09-14,"2,905.00",0.03%
2018-09-17,"2,888.80",-0.56%
2018-09-18,"2,904.30",0.54%
2018-09-19,"2,907.90",0.12%
2018-09-20,"2,930.80",0.79%
2018-09-21,"2,929.70",-0.04%
2018-09-24,"2,919.40",-0.35%
2018-09-25,"2,915.60",-0.13%
2018-09-26,"2,906.00",-0.33%
2018-09-27,"2,914.00",0.28%
2018-09-28,"2,914.00",0.00%
2018-10-01,"2,924.60",0.36%
2018-10-02,"2,923.40",-0.04%
2018-10-03,"2,925.50",0.07%
2018-10-04,"2,901.60",-0.82%
2018-10-05,"2,885.60",-0.55%
2018-10-08,"2,884.40",-0.04%
2018-10-09,"2,880.30",-0.14%
2018-10-10,"2,785.70",-3.28%
2018-10-11,"2,728.40",-2.06%
2018-10-12,"2,767.10",1.42%
2018-10-15,"2,750.80",-0.59%
2018-10-16,"2,809.90",2.15%
2018-10-17,"2,809.20",-0.02%
2018-10-18,"2,768.80",-1.44%
2018-10-19,"2,767.80",-0.04%
2018-10-22,"2,755.90",-0.43%
2018-10-23,"2,740.70",-0.55%
2018-10-24,"2,656.10",-3.09%
2018-10-25,"2,705.60",1.86%
2018-10-26,"2,658.70",-1.73%
2018-10-29,"2,641.20",-0.66%
2018-10-30,"2,682.60",1.57%
2018-10-31,"2,711.70",1.08%
2018-11-01,"2,740.40",1.06%
2018-11-02,"2,723.10",-0.63%
2018-11-05,"2,738.30",0.56%
2018-11-06,"2,755.40",0.62%
2018-11-07,"2,813.90",2.12%
2018-11-08,"2,806.80",-0.25%
2018-11-09,"2,781.00",-0.92%
2018-11-12,"2,726.20",-1.97%
2018-11-13,"2,722.20",-0.15%
2018-11-14,"2,701.60",-0.76%
2018-11-15,"2,730.20",1.06%
2018-11-16,"2,736.30",0.22%
2018-11-19,"2,690.70",-1.67%
2018-11-20,"2,641.90",-1.81%
2018-11-21,"2,649.90",0.30%
2018-11-23,"2,632.60",-0.65%
2018-11-26,"2,673.40",1.55%
2018-11-27,"2,682.20",0.33%
2018-11-28,"2,743.80",2.30%
2018-11-29,"2,737.80",-0.22%
2018-11-30,"2,760.20",0.82%
2018-12-03,"2,790.40",1.09%
2018-12-04,"2,700.10",-3.24%
2018-12-06,"2,695.90",-0.16%
2018-12-07,"2,633.10",-2.33%
2018-12-10,"2,637.70",0.17%
2018-12-11,"2,636.80",-0.03%
2018-12-12,"2,651.10",0.54%
2018-12-13,"2,650.50",-0.02%
2018-12-14,"2,599.90",-1.91%
2018-12-17,"2,545.90",-2.08%
2018-12-18,"2,546.20",0.01%
2018-12-19,"2,507.00",-1.54%
2018-12-20,"2,467.40",-1.58%
2018-12-21,"2,416.60",-2.06%
2018-12-24,"2,351.10",-2.71%
2018-12-26,"2,467.70",4.96%
2018-12-27,"2,488.80",0.86%
2018-12-28,"2,485.70",-0.12%
2018-12-31,"2,506.80",0.85%
2019-01-02,"2,510.00",0.13%
2019-01-03,"2,447.90",-2.47%
2019-01-04,"2,531.90",3.43%
2019-01-07,"2,549.70",0.70%
2019-01-08,"2,574.40",0.97%
2019-01-09,"2,585.00",0.41%
2019-01-10,"2,596.60",0.45%
2019-01-11,"2,596.30",-0.01%
2019-01-14,"2,582.60",-0.53%
2019-01-15,"2,610.30",1.07%
2019-01-16,"2,616.10",0.22%
2019-01-17,"2,636.00",0.76%
2019-01-18,"2,670.70",1.32%
2019-01-22,"2,632.90",-1.42%
2019-01-23,"2,638.70",0.22%
2019-01-24,"2,642.30",0.14%
2019-01-25,"2,664.80",0.85%
2019-01-28,"2,643.80",-0.79%
2019-01-29,"2,640.00",-0.14%
2019-01-30,"2,681.10",1.56%
2019-01-31,"2,704.10",0.86%
2019-02-01,"2,706.50",0.09%
2019-02-04,"2,724.90",0.68%
2019-02-05,"2,737.70",0.47%
2019-02-06,"2,731.60",-0.22%
2019-02-07,"2,706.10",-0.93%
2019-02-08,"2,707.90",0.07%
2019-02-11,"2,709.80",0.07%
2019-02-12,"2,744.70",1.29%
2019-02-13,"2,753.00",0.30%
2019-02-14,"2,745.70",-0.27%
2019-02-15,"2,775.60",1.09%
2019-02-19,"2,779.80",0.15%
2019-02-20,"2,784.70",0.18%
2019-02-21,"2,774.90",-0.35%
2019-02-22,"2,792.70",0.64%
2019-02-25,"2,796.10",0.12%
2019-02-26,"2,793.90",-0.08%
2019-02-27,"2,792.40",-0.05%
2019-02-28,"2,784.50",-0.28%
2019-03-01,"2,803.70",0.69%
2019-03-04,"2,792.80",-0.39%
2019-03-05,"2,789.70",-0.11%
2019-03-06,"2,771.40",-0.66%
2019-03-07,"2,748.90",-0.81%
2019-03-08,"2,743.10",-0.21%
2019-03-11,"2,783.30",1.47%
2019-03-12,"2,791.50",0.29%
2019-03-13,"2,810.90",0.69%
2019-03-14,"2,808.50",-0.09%
2019-03-15,"2,822.50",0.50%
2019-03-18,"2,832.90",0.37%
2019-03-19,"2,832.60",-0.01%
2019-03-20,"2,824.20",-0.30%
2019-03-21,"2,854.90",1.09%
2019-03-22,"2,800.70",-1.90%
2019-03-25,"2,798.40",-0.08%
2019-03-26,"2,818.50",0.72%
2019-03-27,"2,805.40",-0.46%
2019-03-28,"2,815.40",0.36%
2019-03-29,"2,834.40",0.67%
2019-04-01,"2,867.20",1.16%
2019-04-02,"2,867.20",0.00%
2019-04-03,"2,873.40",0.22%
2019-04-04,"2,879.40",0.21%
2019-04-05,"2,892.70",0.46%
2019-04-08,"2,895.80",0.11%
2019-04-09,"2,878.20",-0.61%
2019-04-10,"2,888.20",0.35%
2019-04-11,"2,888.30",0.00%
2019-04-12,"2,907.40",0.66%
2019-04-15,"2,905.60",-0.06%
2019-04-16,"2,907.10",0.05%
2019-04-17,"2,900.40",-0.23%
2019-04-18,"2,905.00",0.16%
2019-04-22,"2,908.00",0.10%
2019-04-23,"2,933.70",0.88%
2019-04-24,"2,927.20",-0.22%
2019-04-25,"2,926.20",-0.03%
2019-04-26,"2,939.90",0.47%
2019-04-29,"2,943.00",0.11%
2019-04-30,"2,945.80",0.10%
2019-05-01,"2,923.70",-0.75%
2019-05-02,"2,917.50",-0.21%
2019-05-03,"2,945.60",0.96%
2019-05-06,"2,932.50",-0.44%
2019-05-07,"2,884.10",-1.65%
2019-05-08,"2,879.40",-0.16%
2019-05-09,"2,870.70",-0.30%
2019-05-10,"2,881.40",0.37%
2019-05-13,"2,811.90",-2.41%
2019-05-14,"2,834.40",0.80%
2019-05-15,"2,851.00",0.59%
2019-05-16,"2,876.30",0.89%
2019-05-17,"2,859.50",-0.58%
2019-05-20,"2,840.20",-0.67%
2019-05-21,"2,864.40",0.85%
2019-05-22,"2,856.30",-0.28%
2019-05-23,"2,822.20",-1.19%
2019-05-24,"2,826.10",0.14%
2019-05-28,"2,802.40",-0.84%
2019-05-29,"2,783.00",-0.69%
2019-05-30,"2,788.90",0.21%
2019-05-31,"2,752.10",-1.32%
2019-06-03,"2,744.40",-0.28%
2019-06-04,"2,803.30",2.15%
2019-06-05,"2,826.20",0.82%
2019-06-06,"2,843.50",0.61%
2019-06-07,"2,873.30",1.05%
2019-06-10,"2,886.70",0.47%
2019-06-11,"2,885.70",-0.03%
2019-06-12,"2,879.80",-0.20%
2019-06-13,"2,891.60",0.41%
2019-06-14,"2,887.00",-0.16%
2019-06-17,"2,889.70",0.09%
2019-06-18,"2,917.80",0.97%
2019-06-19,"2,926.50",0.30%
2019-06-20,"2,954.20",0.95%
2019-06-21,"2,950.50",-0.13%
2019-06-24,"2,945.30",-0.18%
2019-06-25,"2,917.40",-0.95%
2019-06-26,"2,913.80",-0.12%
2019-06-27,"2,924.90",0.38%
2019-06-28,"2,941.80",0.58%
2019-07-01,"2,964.30",0.76%
2019-07-02,"2,973.00",0.29%
2019-07-03,"2,995.80",0.77%
2019-07-05,"2,990.40",-0.18%
2019-07-08,"2,975.90",-0.48%
2019-07-09,"2,979.60",0.12%
2019-07-10,"2,993.10",0.45%
2019-07-11,"2,999.90",0.23%
2019-07-12,"3,013.80",0.46%
2019-07-15,"3,014.30",0.02%
2019-07-16,"3,004.00",-0.34%
2019-07-17,"2,984.40",-0.65%
2019-07-18,"2,995.10",0.36%
2019-07-19,"2,976.60",-0.62%
2019-07-22,"2,985.00",0.28%
2019-07-23,"3,005.50",0.69%
2019-07-24,"3,019.60",0.47%
2019-07-25,"3,003.70",-0.53%
2019-07-26,"3,025.90",0.74%
2019-07-29,"3,021.00",-0.16%
2019-07-30,"3,013.20",-0.26%
2019-07-31,"2,980.40",-1.09%
2019-08-01,"2,953.60",-0.90%
2019-08-02,"2,932.10",-0.73%
2019-08-05,"2,844.70",-2.98%
2019-08-06,"2,881.80",1.30%
2019-08-07,"2,884.00",0.08%
2019-08-08,"2,938.10",1.88%
2019-08-09,"2,918.70",-0.66%
2019-08-12,"2,883.80",-1.20%
2019-08-13,"2,926.30",1.47%
2019-08-14,"2,840.60",-2.93%
2019-08-15,"2,847.60",0.25%
2019-08-16,"2,888.70",1.44%
2019-08-19,"2,923.70",1.21%
2019-08-20,"2,900.50",-0.79%
2019-08-21,"2,924.40",0.82%
2019-08-22,"2,922.90",-0.05%
2019-08-23,"2,847.10",-2.59%
2019-08-26,"2,878.40",1.10%
2019-08-27,"2,869.20",-0.32%
2019-08-28,"2,887.90",0.65%
2019-08-29,"2,924.60",1.27%
2019-08-30,"2,926.50",0.06%
2019-09-03,"2,906.30",-0.69%
2019-09-04,"2,937.80",1.08%
2019-09-05,"2,976.00",1.30%
2019-09-06,"2,978.70",0.09%
2019-09-09,"2,978.40",-0.01%
2019-09-10,"2,979.40",0.03%
2019-09-11,"3,000.90",0.72%
2019-09-12,"3,009.60",0.29%
2019-09-13,"3,007.40",-0.07%
2019-09-16,"2,998.00",-0.31%
2019-09-17,"3,005.70",0.26%
2019-09-18,"3,006.70",0.03%
2019-09-19,"3,006.80",0.00%
2019-09-20,"2,992.10",-0.49%
2019-09-23,"2,991.80",-0.01%
2019-09-24,"2,966.60",-0.84%
2019-09-25,"2,984.90",0.62%
2019-09-26,"2,977.60",-0.24%
2019-09-27,"2,961.80",-0.53%
2019-09-30,"2,976.70",0.50%
2019-10-01,"2,940.20",-1.23%
2019-10-02,"2,887.60",-1.79%
2019-10-03,"2,910.60",0.80%
2019-10-04,"2,952.00",1.42%
2019-10-07,"2,938.80",-0.45%
2019-10-08,"2,893.10",-1.56%
2019-10-09,"2,919.40",0.91%
2019-10-10,"2,938.10",0.64%
2019-10-11,"2,970.30",1.10%
2019-10-14,"2,966.20",-0.14%
2019-10-15,"2,995.70",0.99%
2019-10-16,"2,989.70",-0.20%
2019-10-17,"2,997.90",0.27%
2019-10-18,"2,986.20",-0.39%
2019-10-21,"3,006.70",0.69%
2019-10-22,"2,996.00",-0.36%
2019-10-23,"3,004.50",0.28%
2019-10-24,"3,010.30",0.19%
2019-10-25,"3,022.60",0.41%
2019-10-28,"3,039.40",0.56%
2019-10-29,"3,036.90",-0.08%
2019-10-30,"3,046.80",0.33%
2019-10-31,"3,037.60",-0.30%
2019-11-01,"3,066.90",0.96%
2019-11-04,"3,078.30",0.37%
2019-11-05,"3,074.60",-0.12%
2019-11-06,"3,076.80",0.07%
2019-11-07,"3,085.20",0.27%
2019-11-08,"3,093.10",0.26%
2019-11-11,"3,087.00",-0.20%
2019-11-12,"3,091.80",0.16%
2019-11-13,"3,094.00",0.07%
2019-11-14,"3,096.60",0.08%
2019-11-15,"3,120.50",0.77%
2019-11-18,"3,122.00",0.05%
2019-11-19,"3,120.20",-0.06%
2019-11-20,"3,108.50",-0.37%
2019-11-21,"3,103.50",-0.16%
2019-11-22,"3,110.30",0.22%
2019-11-25,"3,133.60",0.75%
2019-11-26,"3,140.50",0.22%
2019-11-27,"3,153.60",0.42%
2019-11-29,"3,141.00",-0.40%
2019-12-02,"3,113.90",-0.86%
2019-12-03,"3,093.20",-0.66%
2019-12-04,"3,112.80",0.63%
2019-12-05,"3,117.40",0.15%
2019-12-06,"3,145.90",0.91%
2019-12-09,"3,136.00",-0.31%
2019-12-10,"3,132.50",-0.11%
2019-12-11,"3,141.60",0.29%
2019-12-12,"3,168.60",0.86%
2019-12-13,"3,168.80",0.01%
2019-12-16,"3,191.40",0.71%
2019-12-17,"3,192.50",0.03%
2019-12-18,"3,191.10",-0.04%
2019-12-19,"3,205.40",0.45%
2019-12-20,"3,221.20",0.49%
2019-12-23,"3,224.00",0.09%
2019-12-24,"3,223.40",-0.02%
2019-12-26,"3,239.90",0.51%
