date,sp500_25,sp500_25_change_pct
2025-01-07,"1,821.93",-2.21%
2025-01-08,"1,826.35",0.24%
2025-01-10,"1,808.57",-0.97%
2025-01-13,"1,817.17",0.48%
2025-01-14,"1,811.31",-0.32%
2025-01-15,"1,865.92",3.01%
2025-01-16,"1,849.15",-0.90%
2025-01-17,"1,880.80",1.71%
2025-01-21,"1,899.73",1.01%
2025-01-22,"1,898.44",-0.07%
2025-01-23,"1,906.11",0.40%
2025-01-24,"1,895.77",-0.54%
2025-01-27,"1,901.37",0.30%
2025-01-28,"1,907.74",0.34%
2025-01-29,"1,898.26",-0.50%
2025-01-30,"1,909.76",0.61%
2025-01-31,"1,911.57",0.09%
2025-02-03,"1,885.80",-1.35%
2025-02-04,"1,912.85",1.43%
2025-02-05,"1,882.43",-1.59%
2025-02-06,"1,890.87",0.45%
2025-02-07,"1,843.18",-2.52%
2025-02-10,"1,852.31",0.50%
2025-02-11,"1,829.57",-1.23%
2025-02-12,"1,824.11",-0.30%
2025-02-13,"1,853.30",1.60%
2025-02-14,"1,848.32",-0.27%
2025-02-18,"1,838.78",-0.52%
2025-02-19,"1,839.39",0.03%
2025-02-20,"1,819.15",-1.10%
2025-02-21,"1,768.75",-2.77%
2025-02-24,"1,753.29",-0.87%
2025-02-25,"1,738.62",-0.84%
2025-02-26,"1,731.86",-0.39%
2025-02-27,"1,700.95",-1.78%
2025-02-28,"1,731.52",1.80%
2025-03-03,"1,691.57",-2.31%
2025-03-04,"1,663.36",-1.67%
2025-03-05,"1,692.42",1.75%
2025-03-06,"1,642.84",-2.93%
2025-03-07,"1,637.80",-0.31%
2025-03-10,"1,573.91",-3.90%
2025-03-11,"1,569.82",-0.26%
2025-03-12,"1,585.79",1.02%
2025-03-13,"1,544.90",-2.58%
2025-03-14,"1,578.01",2.14%
2025-03-17,"1,571.11",-0.44%
2025-03-18,"1,541.33",-1.90%
2025-03-19,"1,570.60",1.90%
2025-03-20,"1,567.59",-0.19%
2025-03-21,"1,577.46",0.63%
2025-03-24,"1,641.62",4.07%
2025-03-25,"1,657.66",0.98%
2025-03-26,"1,630.06",-1.66%
2025-03-27,"1,631.56",0.09%
2025-03-28,"1,578.24",-3.27%
2025-03-31,"1,575.40",-0.18%
2025-04-01,"1,593.28",1.13%
2025-04-02,"1,625.52",2.02%
2025-04-03,"1,520.70",-6.45%
2025-04-04,"1,452.25",-4.50%
2025-04-07,"1,444.47",-0.54%
2025-04-08,"1,407.83",-2.54%
2025-04-09,"1,567.77",11.36%
2025-04-10,"1,503.22",-4.12%
2025-04-11,"1,519.65",1.09%
2025-04-14,"1,518.12",-0.10%
2025-04-15,"1,506.00",-0.80%
2025-04-16,"1,465.43",-2.69%
2025-04-17,"1,470.50",0.35%
2025-04-21,"1,428.39",-2.86%
2025-04-22,"1,474.58",3.23%
2025-04-23,"1,515.34",2.76%
2025-04-24,"1,549.54",2.26%
2025-04-25,"1,579.84",1.96%
2025-04-28,"1,578.35",-0.09%
2025-04-29,"1,587.63",0.59%
2025-04-30,"1,570.08",-1.11%
2025-05-01,"1,585.69",0.99%
2025-05-02,"1,604.65",1.20%
2025-05-05,"1,583.50",-1.32%
2025-05-06,"1,570.04",-0.85%
2025-05-07,"1,585.98",1.02%
2025-05-08,"1,607.45",1.35%
2025-05-09,"1,617.63",0.63%
2025-05-12,"1,709.11",5.66%
2025-05-13,"1,733.26",1.41%
2025-05-14,"1,739.82",0.38%
2025-05-15,"1,727.91",-0.68%
2025-05-16,"1,742.51",0.84%
2025-05-19,"1,737.85",-0.27%
2025-05-20,"1,727.68",-0.59%
2025-05-21,"1,694.67",-1.91%
2025-05-22,"1,704.21",0.56%
2025-05-23,"1,688.65",-0.91%
2025-05-27,"1,740.01",3.04%
2025-05-28,"1,723.74",-0.94%
2025-05-29,"1,727.33",0.21%
2025-05-30,"1,717.38",-0.58%
2025-06-02,"1,720.03",0.15%
2025-06-03,"1,725.44",0.31%
2025-06-04,"1,721.41",-0.23%
2025-06-05,"1,678.89",-2.47%
2025-06-06,"1,706.39",1.64%
2025-06-09,"1,724.76",1.08%
2025-06-10,"1,745.30",1.19%
2025-06-11,"1,727.51",-1.02%
2025-06-12,"1,720.47",-0.41%
2025-06-13,"1,707.72",-0.74%
2025-06-16,"1,728.25",1.20%
2025-06-17,"1,701.40",-1.55%
2025-06-18,"1,698.39",-0.18%
2025-06-20,"1,695.04",-0.20%
2025-06-23,"1,724.70",1.75%
2025-06-24,"1,737.00",0.71%
2025-06-25,"1,717.45",-1.13%
2025-06-26,"1,737.72",1.18%
2025-06-27,"1,769.09",1.81%
2025-06-30,"1,753.81",-0.86%
2025-07-01,"1,756.91",0.18%
2025-07-02,"1,770.34",0.76%
2025-07-03,"1,783.67",0.75%
2025-07-07,"1,761.18",-1.26%
2025-07-08,"1,749.96",-0.64%
2025-07-09,"1,762.81",0.73%
2025-07-10,"1,780.11",0.98%
2025-07-11,"1,786.05",0.33%
2025-07-14,"1,792.66",0.37%
2025-07-15,"1,773.04",-1.09%
2025-07-16,"1,772.75",-0.02%
2025-07-17,"1,778.20",0.31%
2025-07-18,"1,795.64",0.98%
2025-07-21,"1,806.44",0.60%
2025-07-22,"1,818.58",0.67%
2025-07-23,"1,826.07",0.41%
2025-07-24,"1,803.66",-1.23%
2025-07-25,"1,817.76",0.78%
2025-07-28,"1,830.35",0.69%
2025-07-29,"1,816.96",-0.73%
2025-07-30,"1,806.62",-0.57%
2025-07-31,"1,799.72",-0.38%
2025-08-01,"1,735.16",-3.59%
2025-08-04,"1,746.96",0.68%
2025-08-05,"1,752.11",0.29%
2025-08-06,"1,796.02",2.51%
2025-08-07,"1,797.93",0.11%
2025-08-08,"1,801.32",0.19%
2025-08-11,"1,803.81",0.14%
2025-08-12,"1,819.57",0.87%
2025-08-13,"1,843.02",1.29%
2025-08-14,"1,851.33",0.45%
2025-08-15,"1,846.34",-0.27%
2025-08-18,"1,853.40",0.38%
2025-08-19,"1,846.45",-0.37%
2025-08-20,"1,824.65",-1.18%
2025-08-21,"1,812.21",-0.68%
2025-08-22,"1,869.91",3.18%
2025-08-25,"1,867.41",-0.13%
2025-08-26,"1,875.34",0.42%
2025-08-27,"1,876.32",0.05%
2025-08-28,"1,881.57",0.28%
2025-08-29,"1,860.03",-1.14%
2025-09-02,"1,842.44",-0.95%
2025-09-03,"1,850.34",0.43%
2025-09-04,"1,892.00",2.25%
2025-09-05,"1,889.68",-0.12%
2025-09-08,"1,899.71",0.53%
2025-09-09,"1,901.39",0.09%
2025-09-10,"1,871.36",-1.58%
2025-09-11,"1,903.18",1.70%
2025-09-12,"1,914.00",0.57%
2025-09-15,"1,934.96",1.10%
2025-09-16,"1,950.89",0.82%
2025-09-17,"1,944.88",-0.31%
2025-09-18,"1,935.03",-0.51%
2025-09-19,"1,941.70",0.34%
2025-09-22,"1,933.28",-0.43%
2025-09-23,"1,905.48",-1.44%
2025-09-24,"1,918.77",0.70%
2025-09-25,"1,890.66",-1.47%
2025-09-26,"1,918.05",1.45%
2025-09-29,"1,928.67",0.55%
2025-09-30,"1,917.97",-0.55%
2025-10-01,"1,931.16",0.69%
2025-10-02,"1,917.89",-0.69%
2025-10-03,"1,902.44",-0.81%
2025-10-06,"1,922.32",1.04%
2025-10-07,"1,894.87",-1.43%
2025-10-08,"1,905.57",0.56%
2025-10-09,"1,901.76",-0.20%
2025-10-10,"1,839.12",-3.29%
2025-10-13,"1,881.24",2.29%
2025-10-14,"1,876.40",-0.26%
2025-10-15,"1,878.33",0.10%
2025-10-16,"1,861.89",-0.88%
2025-10-17,"1,873.86",0.64%
2025-10-20,"1,892.68",1.00%
2025-10-21,"1,917.60",1.32%
2025-10-22,"1,898.39",-1.00%
2025-10-23,"1,912.45",0.74%
2025-10-24,"1,910.16",-0.12%
2025-10-27,"1,939.35",1.53%
2025-10-28,"1,945.29",0.31%
2025-10-29,"1,935.59",-0.50%
2025-10-30,"1,886.13",-2.56%
2025-10-31,"1,963.14",4.08%
2025-11-03,"1,996.58",1.70%
2025-11-04,"1,959.55",-1.85%
2025-11-05,"1,981.47",1.12%
2025-11-06,"1,931.97",-2.50%
2025-11-07,"1,932.73",0.04%
2025-11-10,"1,961.46",1.49%
2025-11-11,"1,965.14",0.19%
2025-11-12,"1,944.45",-1.05%
2025-11-13,"1,891.34",-2.73%
2025-11-14,"1,879.78",-0.61%
2025-11-17,"1,864.70",-0.80%
2025-11-18,"1,818.14",-2.50%
2025-11-19,"1,819.00",0.05%
2025-11-20,"1,787.54",-1.73%
2025-11-21,"1,818.61",1.74%
2025-11-24,"1,852.46",1.86%
2025-11-25,"1,888.03",1.92%
2025-11-26,"1,898.19",0.54%
2025-11-28,"1,915.26",0.90%
2025-12-01,"1,915.62",0.02%
2025-12-02,"1,915.45",-0.01%
2025-12-03,"1,931.29",0.83%
2025-12-04,"1,922.03",-0.48%
2025-12-05,"1,930.51",0.44%
2025-12-08,"1,901.04",-1.53%
2025-12-09,"1,904.03",0.16%
2025-12-10,"1,933.00",1.52%
2025-12-11,"1,934.62",0.08%
2025-12-12,"1,936.82",0.11%
2025-12-15,"1,946.16",0.48%
2025-12-16,"1,952.12",0.31%
2025-12-17,"1,928.23",-1.22%
2025-12-18,"1,962.49",1.78%
2025-12-19,"1,956.46",-0.31%
2025-12-22,"1,968.74",0.63%
2025-12-23,"1,972.24",0.18%
2025-12-24,"1,977.73",0.28%
2025-12-26,"1,968.95",-0.44%
2025-12-29,"1,950.23",-0.95%
2025-12-30,"1,943.90",-0.32%
2025-12-31,"1,928.43",-0.80%
2026-01-02,"1,906.48",-1.14%
2026-01-05,"1,943.36",1.93%
2026-01-06,"1,961.67",0.94%
2026-01-07,"1,960.16",-0.08%
2026-01-08,"1,993.84",1.72%
2026-01-09,"2,016.52",1.14%
2026-01-12,"2,017.26",0.04%
2026-01-13,"2,007.03",-0.51%
2026-01-14,"1,971.82",-1.75%
2026-01-15,"1,979.84",0.41%
2026-01-16,"1,976.41",-0.17%
2026-01-20,"1,920.64",-2.82%
2026-01-21,"1,951.31",1.60%
2026-01-22,"1,975.02",1.22%
2026-01-23,"1,989.40",0.73%
2026-01-26,"1,975.29",-0.71%
2026-01-27,"1,988.52",0.67%
2026-01-28,"1,975.14",-0.67%
2026-01-29,"1,962.52",-0.64%
2026-01-30,"1,961.14",-0.07%
2026-02-02,"1,975.23",0.72%
2026-02-03,"1,956.51",-0.95%
2026-02-04,"1,933.87",-1.16%
2026-02-05,"1,883.84",-2.59%
2026-02-06,"1,871.49",-0.66%
2026-02-09,"1,865.04",-0.34%
2026-02-10,"1,873.44",0.45%
2026-02-11,"1,863.05",-0.55%
2026-02-12,"1,833.67",-1.58%
2026-02-13,"1,832.20",-0.08%
2026-02-17,"1,831.86",-0.02%
2026-02-18,"1,850.18",1.00%
2026-02-19,"1,840.45",-0.53%
2026-02-20,"1,863.80",1.27%
2026-02-23,"1,823.70",-2.15%
2026-02-24,"1,852.60",1.58%
2026-02-25,"1,861.50",0.48%
2026-02-26,"1,854.14",-0.40%
2026-02-27,"1,854.79",0.04%
2026-03-02,"1,834.67",-1.08%
2026-03-03,"1,818.86",-0.86%
2026-03-04,"1,859.69",2.24%
2026-03-05,"1,864.52",0.26%
2026-03-06,"1,828.00",-1.96%
2026-03-09,"1,830.10",0.11%
2026-03-10,"1,829.99",-0.01%
2026-03-11,"1,825.06",-0.27%
2026-03-12,"1,784.80",-2.21%
2026-03-13,"1,773.20",-0.65%
2026-03-16,"1,796.89",1.34%
2026-03-17,"1,814.78",1.00%
2026-03-18,"1,772.74",-2.32%
2026-03-19,"1,757.38",-0.87%
2026-03-20,"1,724.69",-1.86%
2026-03-23,"1,767.17",2.46%
2026-03-24,"1,757.55",-0.54%
2026-03-25,"1,778.33",1.18%
2026-03-26,"1,745.05",-1.87%
2026-03-27,"1,691.83",-3.05%
2026-03-30,"1,692.76",0.05%
2026-03-31,"1,748.22",3.28%
2026-04-01,"1,764.30",0.92%
2026-04-06,"1,751.95",-0.70%
2026-04-07,"1,736.03",-0.91%
2026-04-08,"1,785.02",2.82%
2026-04-09,"1,829.00",2.46%
2026-04-10,"1,838.98",0.55%
2026-04-13,"1,854.68",0.85%
2026-04-14,"1,901.85",2.54%
2026-04-15,"1,927.84",1.37%
2026-04-16,"1,923.13",-0.24%
2026-04-17,"1,961.00",1.97%
2026-04-20,"1,948.26",-0.65%
2026-04-21,"1,938.64",-0.49%
2026-04-22,"1,947.19",0.44%
2026-04-23,"1,929.02",-0.93%
2026-04-24,"1,955.27",1.36%
2026-04-27,"1,940.35",-0.76%
2026-04-28,"1,927.21",-0.68%
2026-04-29,"1,929.12",0.10%
2026-04-30,"1,953.03",1.24%
2026-05-01,"1,962.95",0.51%
2026-05-04,"1,958.69",-0.22%
2026-05-05,"1,964.58",0.30%
2026-05-06,"1,991.50",1.37%
2026-05-07,"1,987.42",-0.20%
2026-05-08,"1,997.38",0.50%
2026-05-11,"1,984.61",-0.64%
2026-05-12,"1,963.60",-1.06%
2026-05-13,"1,978.34",0.75%
2026-05-14,"1,972.25",-0.31%
2026-05-15,"1,936.06",-1.83%
2026-05-18,"1,932.16",-0.20%
2026-05-19,"1,906.62",-1.32%
2026-05-20,"1,954.21",2.50%
2026-05-21,"1,969.32",0.77%
2026-05-22,"1,973.32",0.20%
2026-05-26,"1,975.96",0.13%
2026-05-27,"2,013.30",1.89%
2026-05-28,"2,024.18",0.54%
2026-05-29,"2,002.94",-1.05%
2026-06-01,"1,950.45",-2.62%
2026-06-02,"1,936.56",-0.71%
2026-06-03,"1,915.77",-1.07%
2026-06-04,"1,925.74",0.52%
2026-06-05,"1,878.85",-2.43%
2026-06-08,"1,888.13",0.49%
2026-06-09,"1,890.31",0.12%
2026-06-10,"1,848.21",-2.23%
2026-06-11,"1,892.38",2.39%
2026-06-12,"1,892.59",0.01%
2026-06-15,"1,928.80",1.91%
2026-06-16,"1,926.65",-0.11%
2026-06-17,"1,874.78",-2.69%
