date,sp500_25,sp500_25_change_pct
2019-02-06,855.28,-0.51%
2019-02-07,847.81,-0.87%
2019-02-08,843.51,-0.51%
2019-02-11,845.04,0.18%
2019-02-12,859.06,1.66%
2019-02-13,864.37,0.62%
2019-02-14,860.57,-0.44%
2019-02-15,865.07,0.52%
2019-02-19,869.17,0.47%
2019-02-20,870.36,0.14%
2019-02-21,868.61,-0.20%
2019-02-22,873.67,0.58%
2019-02-25,870.98,-0.31%
2019-02-26,872.28,0.15%
2019-02-27,871.93,-0.04%
2019-02-28,867.03,-0.56%
2019-03-01,874.97,0.92%
2019-03-04,873.56,-0.16%
2019-03-05,875.33,0.20%
2019-03-06,870.42,-0.56%
2019-03-07,858.46,-1.37%
2019-03-08,852.82,-0.66%
2019-03-11,865.85,1.53%
2019-03-12,867.86,0.23%
2019-03-13,871.21,0.39%
2019-03-14,868.5,-0.31%
2019-03-15,874.67,0.71%
2019-03-18,883.85,1.05%
2019-03-19,888.26,0.50%
2019-03-20,891.57,0.37%
2019-03-21,903.38,1.32%
2019-03-22,884.84,-2.05%
2019-03-25,889.79,0.56%
2019-03-26,893.71,0.44%
2019-03-27,891.42,-0.26%
2019-03-28,896.58,0.58%
2019-03-29,901.2,0.52%
2019-04-01,911.77,1.17%
2019-04-02,911.54,-0.03%
2019-04-03,917.99,0.71%
2019-04-04,924.49,0.71%
2019-04-05,930.29,0.63%
2019-04-08,933.91,0.39%
2019-04-09,925.47,-0.90%
2019-04-10,929.98,0.49%
2019-04-11,931.13,0.12%
2019-04-12,936.24,0.55%
2019-04-15,938.16,0.21%
2019-04-16,942.64,0.48%
2019-04-17,944.47,0.19%
2019-04-18,943.97,-0.05%
2019-04-22,941.93,-0.22%
2019-04-23,953.4,1.22%
2019-04-24,953.13,-0.03%
2019-04-25,948.6,-0.48%
2019-04-26,957.39,0.93%
2019-04-29,954.06,-0.35%
2019-04-30,952.14,-0.20%
2019-05-01,941.37,-1.13%
2019-05-02,941.13,-0.03%
2019-05-03,954.28,1.40%
2019-05-06,948.21,-0.64%
2019-05-07,934.39,-1.46%
2019-05-08,933.77,-0.07%
2019-05-09,929.78,-0.43%
2019-05-10,930.2,0.05%
2019-05-13,902.79,-2.95%
2019-05-14,910.67,0.87%
2019-05-15,917.78,0.78%
2019-05-16,926.99,1.00%
2019-05-17,919.56,-0.80%
2019-05-20,913.17,-0.69%
2019-05-21,918.37,0.57%
2019-05-22,910.1,-0.90%
2019-05-23,897.92,-1.34%
2019-05-24,899.17,0.14%
2019-05-28,894.77,-0.49%
2019-05-29,886.86,-0.88%
2019-05-30,891.34,0.51%
2019-05-31,878.54,-1.44%
2019-06-03,868.21,-1.18%
2019-06-04,891.08,2.63%
2019-06-05,894.97,0.44%
2019-06-06,899.4,0.49%
2019-06-07,913.6,1.58%
2019-06-10,923.23,1.05%
2019-06-11,926.32,0.33%
2019-06-12,925.32,-0.11%
2019-06-13,933.63,0.90%
2019-06-14,935.89,0.24%
2019-06-17,936.83,0.10%
2019-06-18,943.84,0.75%
2019-06-19,946.09,0.24%
2019-06-20,952.29,0.66%
2019-06-21,948.84,-0.36%
2019-06-24,943.98,-0.51%
2019-06-25,933.85,-1.07%
2019-06-26,937.7,0.41%
2019-06-27,943.24,0.59%
2019-06-28,945.58,0.25%
2019-07-01,953.84,0.87%
2019-07-02,956.88,0.32%
2019-07-03,964.02,0.75%
2019-07-05,965.13,0.12%
2019-07-08,966.92,0.19%
2019-07-09,970.09,0.33%
2019-07-10,973.86,0.39%
2019-07-11,975.46,0.16%
2019-07-12,985.83,1.06%
2019-07-15,989.17,0.34%
2019-07-16,987.4,-0.18%
2019-07-17,978.51,-0.90%
2019-07-18,976.38,-0.22%
2019-07-19,969.52,-0.70%
2019-07-22,971.08,0.16%
2019-07-23,976.68,0.58%
2019-07-24,981.91,0.54%
2019-07-25,975.69,-0.63%
2019-07-26,977.85,0.22%
2019-07-29,972.17,-0.58%
2019-07-30,965.48,-0.69%
2019-07-31,954.09,-1.18%
2019-08-01,941.7,-1.30%
2019-08-02,933.12,-0.91%
2019-08-05,907.67,-2.73%
2019-08-06,920.96,1.46%
2019-08-07,923.86,0.31%
2019-08-08,942.18,1.98%
2019-08-09,933.03,-0.97%
2019-08-12,919.71,-1.43%
2019-08-13,935.46,1.71%
2019-08-14,906.1,-3.14%
2019-08-15,905.42,-0.08%
2019-08-16,915.32,1.09%
2019-08-19,926.72,1.25%
2019-08-20,926,-0.08%
2019-08-21,942.92,1.83%
2019-08-22,942.34,-0.06%
2019-08-23,916.38,-2.75%
2019-08-26,925.72,1.02%
2019-08-27,921.94,-0.41%
2019-08-28,932.02,1.09%
2019-08-29,945.77,1.48%
2019-08-30,940.47,-0.56%
2019-09-03,936.98,-0.37%
2019-09-04,945.05,0.86%
2019-09-05,963.01,1.90%
2019-09-06,965.06,0.21%
2019-09-09,967.99,0.30%
2019-09-10,964.29,-0.38%
2019-09-11,965.83,0.16%
2019-09-12,970.88,0.52%
2019-09-13,969.05,-0.19%
2019-09-16,956.4,-1.31%
2019-09-17,962.16,0.60%
2019-09-18,961.5,-0.07%
2019-09-19,959.36,-0.22%
2019-09-20,948.16,-1.17%
2019-09-23,950.35,0.23%
2019-09-24,939.04,-1.19%
2019-09-25,948.15,0.97%
2019-09-26,942.86,-0.56%
2019-09-27,939.36,-0.37%
2019-09-30,947.27,0.84%
2019-10-01,939.96,-0.77%
2019-10-02,923.3,-1.77%
2019-10-03,928.25,0.54%
2019-10-04,937.22,0.97%
2019-10-07,933.12,-0.44%
2019-10-08,922.52,-1.14%
2019-10-09,930.77,0.89%
2019-10-10,935.74,0.53%
2019-10-11,946.48,1.15%
2019-10-14,945.88,-0.06%
2019-10-15,954.96,0.96%
2019-10-16,958.85,0.41%
2019-10-17,961.9,0.32%
2019-10-18,958.79,-0.32%
2019-10-21,963.29,0.47%
2019-10-22,956.37,-0.72%
2019-10-23,952.26,-0.43%
2019-10-24,952.78,0.05%
2019-10-25,950.76,-0.21%
2019-10-28,954.33,0.38%
2019-10-29,948.69,-0.59%
2019-10-30,954.41,0.60%
2019-10-31,950.01,-0.46%
2019-11-01,956.17,0.65%
2019-11-04,957.26,0.11%
2019-11-05,958.64,0.14%
2019-11-06,959.19,0.06%
2019-11-07,953.78,-0.56%
2019-11-08,954.04,0.03%
2019-11-11,951.46,-0.27%
2019-11-12,950.7,-0.08%
2019-11-13,947.05,-0.38%
2019-11-14,950.36,0.35%
2019-11-15,951.74,0.15%
2019-11-18,954.93,0.34%
2019-11-19,945.67,-0.97%
2019-11-20,943,-0.28%
2019-11-21,938.08,-0.52%
2019-11-22,944.15,0.65%
2019-11-25,952.54,0.89%
2019-11-26,960.24,0.81%
2019-11-27,968.21,0.83%
2019-11-29,960.79,-0.77%
2019-12-02,953.48,-0.76%
2019-12-03,943.85,-1.01%
2019-12-04,947.67,0.40%
2019-12-05,945.56,-0.22%
2019-12-06,953.2,0.81%
2019-12-09,953.89,0.07%
2019-12-10,951.86,-0.21%
2019-12-11,954.67,0.30%
2019-12-12,963.02,0.87%
2019-12-13,963.4,0.04%
2019-12-16,967.51,0.43%
2019-12-17,972.84,0.55%
2019-12-18,972.81,0.00%
2019-12-19,976.28,0.36%
2019-12-20,977.43,0.12%
2019-12-23,976.16,-0.13%
2019-12-24,977.43,0.13%
2019-12-26,991.42,1.43%
2019-12-27,991.94,0.05%
2019-12-30,984.82,-0.72%
2019-12-31,986.29,0.15%
2020-01-02,999.01,1.29%
2020-01-03,990.5,-0.85%
2020-01-06,994.12,0.37%
2020-01-07,992.87,-0.13%
2020-01-08,994.37,0.15%
2020-01-09,999.92,0.56%
2020-01-10,994.48,-0.54%
2020-01-13,997.67,0.32%
2020-01-14,996.51,-0.12%
2020-01-15,993.95,-0.26%
2020-01-16,"1,002.85",0.90%
2020-01-17,"1,005.68",0.28%
2020-01-21,"1,003.97",-0.17%
2020-01-22,"1,002.92",-0.10%
2020-01-23,"1,004.12",0.12%
2020-01-24,990.75,-1.33%
2020-01-27,975.64,-1.53%
2020-01-28,985.22,0.98%
2020-01-29,984.65,-0.06%
2020-01-30,983.92,-0.07%
2020-01-31,992.01,0.82%
2020-02-03,997.96,0.60%
2020-02-04,"1,015.54",1.76%
2020-02-05,"1,020.57",0.50%
2020-02-06,"1,018.97",-0.16%
2020-02-07,"1,016.00",-0.29%
2020-02-10,"1,028.76",1.26%
2020-02-11,"1,036.64",0.77%
2020-02-12,"1,046.86",0.99%
2020-02-13,"1,044.33",-0.24%
2020-02-14,"1,042.54",-0.17%
2020-02-18,"1,043.39",0.08%
2020-02-19,"1,048.28",0.47%
2020-02-20,"1,048.16",-0.01%
2020-02-21,"1,031.02",-1.64%
2020-02-24,994.64,-3.53%
2020-02-25,968.73,-2.60%
2020-02-26,962.01,-0.69%
2020-02-27,922.88,-4.07%
2020-02-28,915.77,-0.77%
2020-03-02,947.78,3.50%
2020-03-03,925.78,-2.32%
2020-03-04,957.38,3.41%
2020-03-05,921.33,-3.77%
2020-03-06,908.3,-1.41%
2020-03-09,852.13,-6.18%
2020-03-10,897.98,5.38%
2020-03-11,849.84,-5.36%
2020-03-12,766.6,-9.79%
2020-03-13,813.24,6.08%
2020-03-16,714.98,-12.08%
2020-03-17,743.78,4.03%
2020-03-18,707.13,-4.93%
2020-03-19,731.19,3.40%
2020-03-20,711.34,-2.71%
2020-03-23,713.84,0.35%
2020-03-24,775.51,8.64%
2020-03-25,784.01,1.10%
2020-03-26,817.74,4.30%
2020-03-27,790.18,-3.37%
2020-03-30,807.52,2.19%
2020-03-31,793.11,-1.78%
2020-04-01,761.66,-3.97%
2020-04-02,764.32,0.35%
2020-04-03,753.09,-1.47%
2020-04-06,811.31,7.73%
2020-04-07,821.32,1.23%
2020-04-08,844.68,2.84%
2020-04-09,856.78,1.43%
2020-04-13,866.22,1.10%
2020-04-14,902.48,4.19%
2020-04-15,888.32,-1.57%
2020-04-16,905.55,1.94%
2020-04-17,924.09,2.05%
2020-04-20,912.37,-1.27%
2020-04-21,888.09,-2.66%
2020-04-22,906.14,2.03%
2020-04-23,909.04,0.32%
2020-04-24,922.03,1.43%
2020-04-27,933.05,1.20%
2020-04-28,930.6,-0.26%
2020-04-29,952.07,2.31%
2020-04-30,955.81,0.39%
2020-05-01,911.72,-4.61%
2020-05-04,918.01,0.69%
2020-05-05,921.2,0.35%
2020-05-06,924.1,0.31%
2020-05-07,936.51,1.34%
2020-05-08,952.09,1.66%
2020-05-11,953,0.10%
2020-05-12,931.57,-2.25%
2020-05-13,920.32,-1.21%
2020-05-14,932.38,1.31%
2020-05-15,942.3,1.06%
2020-05-18,972.49,3.20%
2020-05-19,971.57,-0.09%
2020-05-20,985.3,1.41%
2020-05-21,983.74,-0.16%
2020-05-22,982.39,-0.14%
2020-05-26,993.3,1.11%
2020-05-27,"1,006.07",1.29%
2020-05-28,995.55,-1.05%
2020-05-29,"1,002.29",0.68%
2020-06-01,"1,011.44",0.91%
2020-06-02,"1,017.85",0.63%
2020-06-03,"1,033.72",1.56%
2020-06-04,"1,028.05",-0.55%
2020-06-05,"1,049.92",2.13%
2020-06-08,"1,065.86",1.52%
2020-06-09,"1,065.43",-0.04%
2020-06-10,"1,061.21",-0.40%
2020-06-11,"1,009.09",-4.91%
2020-06-12,"1,016.50",0.73%
2020-06-15,"1,025.39",0.87%
2020-06-16,"1,045.88",2.00%
2020-06-17,"1,046.66",0.07%
2020-06-18,"1,044.50",-0.21%
2020-06-19,"1,039.83",-0.45%
2020-06-22,"1,051.29",1.10%
2020-06-23,"1,062.23",1.04%
2020-06-24,"1,041.21",-1.98%
2020-06-25,"1,044.40",0.31%
2020-06-26,"1,020.03",-2.33%
2020-06-29,"1,033.56",1.33%
2020-06-30,"1,051.42",1.73%
2020-07-01,"1,069.88",1.76%
2020-07-02,"1,074.07",0.39%
2020-07-06,"1,108.60",3.21%
2020-07-07,"1,089.49",-1.72%
2020-07-08,"1,106.19",1.53%
2020-07-09,"1,114.73",0.77%
2020-07-10,"1,125.92",1.00%
2020-07-13,"1,106.46",-1.73%
2020-07-14,"1,113.07",0.60%
2020-07-15,"1,118.24",0.46%
2020-07-16,"1,115.20",-0.27%
2020-07-17,"1,107.71",-0.67%
2020-07-20,"1,142.47",3.14%
2020-07-21,"1,138.34",-0.36%
2020-07-22,"1,142.07",0.33%
2020-07-23,"1,118.87",-2.03%
2020-07-24,"1,122.55",0.33%
2020-07-27,"1,132.31",0.87%
2020-07-28,"1,118.41",-1.23%
2020-07-29,"1,130.21",1.06%
2020-07-30,"1,131.37",0.10%
2020-07-31,"1,145.81",1.28%
2020-08-03,"1,139.53",-0.55%
2020-08-04,"1,148.91",0.82%
2020-08-05,"1,165.04",1.40%
2020-08-06,"1,170.85",0.50%
2020-08-07,"1,167.41",-0.29%
2020-08-10,"1,175.40",0.68%
2020-08-11,"1,167.93",-0.64%
2020-08-12,"1,187.44",1.67%
2020-08-13,"1,186.76",-0.06%
2020-08-14,"1,185.62",-0.10%
2020-08-17,"1,199.92",1.21%
2020-08-18,"1,217.44",1.46%
2020-08-19,"1,208.71",-0.72%
2020-08-20,"1,210.45",0.14%
2020-08-21,"1,214.27",0.32%
2020-08-24,"1,230.04",1.30%
2020-08-25,"1,236.56",0.53%
2020-08-26,"1,254.67",1.46%
2020-08-27,"1,245.67",-0.72%
2020-08-28,"1,251.82",0.49%
2020-08-31,"1,253.91",0.17%
2020-09-01,"1,267.62",1.09%
2020-09-02,"1,283.28",1.24%
2020-09-03,"1,237.57",-3.56%
2020-09-04,"1,220.14",-1.41%
2020-09-08,"1,194.69",-2.09%
2020-09-09,"1,222.32",2.31%
2020-09-10,"1,200.68",-1.77%
2020-09-11,"1,196.89",-0.32%
2020-09-14,"1,205.24",0.70%
2020-09-15,"1,217.64",1.03%
2020-09-16,"1,205.26",-1.02%
2020-09-17,"1,186.13",-1.59%
2020-09-18,"1,169.00",-1.44%
2020-09-21,"1,156.13",-1.10%
2020-09-22,"1,190.32",2.96%
2020-09-23,"1,163.66",-2.24%
2020-09-24,"1,165.13",0.13%
2020-09-25,"1,183.40",1.57%
2020-09-28,"1,209.21",2.18%
2020-09-29,"1,199.70",-0.79%
2020-09-30,"1,207.69",0.67%
2020-10-01,"1,226.01",1.52%
2020-10-02,"1,213.10",-1.05%
2020-10-05,"1,232.48",1.60%
2020-10-06,"1,206.24",-2.13%
2020-10-07,"1,235.99",2.47%
2020-10-08,"1,241.47",0.44%
2020-10-09,"1,260.08",1.50%
2020-10-12,"1,287.14",2.15%
2020-10-13,"1,287.57",0.03%
2020-10-14,"1,269.19",-1.43%
2020-10-15,"1,270.30",0.09%
2020-10-16,"1,257.80",-0.98%
2020-10-19,"1,238.00",-1.57%
2020-10-20,"1,246.19",0.66%
2020-10-21,"1,238.34",-0.63%
2020-10-22,"1,238.94",0.05%
2020-10-23,"1,249.95",0.89%
2020-10-26,"1,232.00",-1.44%
2020-10-27,"1,239.06",0.57%
2020-10-28,"1,197.42",-3.36%
2020-10-29,"1,208.30",0.91%
2020-10-30,"1,172.03",-3.00%
2020-11-02,"1,175.56",0.30%
2020-11-03,"1,199.38",2.03%
2020-11-04,"1,237.02",3.14%
2020-11-05,"1,262.05",2.02%
2020-11-06,"1,258.63",-0.27%
2020-11-09,"1,238.56",-1.59%
2020-11-10,"1,224.78",-1.11%
2020-11-11,"1,243.18",1.50%
2020-11-12,"1,228.51",-1.18%
2020-11-13,"1,244.78",1.32%
2020-11-16,"1,257.53",1.02%
2020-11-17,"1,253.70",-0.30%
2020-11-18,"1,243.98",-0.78%
2020-11-19,"1,249.68",0.46%
2020-11-20,"1,243.31",-0.51%
2020-11-23,"1,253.36",0.81%
2020-11-24,"1,269.93",1.32%
2020-11-25,"1,277.27",0.58%
2020-11-27,"1,280.15",0.23%
2020-11-30,"1,271.42",-0.68%
2020-12-01,"1,283.97",0.99%
2020-12-02,"1,275.02",-0.70%
2020-12-03,"1,276.47",0.11%
2020-12-04,"1,274.78",-0.13%
2020-12-07,"1,272.18",-0.20%
2020-12-08,"1,271.60",-0.05%
2020-12-09,"1,265.07",-0.51%
2020-12-10,"1,263.45",-0.13%
2020-12-11,"1,259.81",-0.29%
2020-12-14,"1,265.54",0.45%
2020-12-15,"1,278.83",1.05%
2020-12-16,"1,292.53",1.07%
2020-12-17,"1,298.63",0.47%
2020-12-18,"1,289.04",-0.74%
2020-12-21,"1,279.10",-0.77%
2020-12-22,"1,274.47",-0.36%
2020-12-23,"1,275.40",0.07%
2020-12-24,"1,277.28",0.15%
2020-12-28,"1,296.05",1.47%
2020-12-29,"1,298.86",0.22%
2020-12-30,"1,302.76",0.30%
2020-12-31,"1,302.56",-0.02%
2021-01-04,"1,287.85",-1.13%
2021-01-05,"1,298.65",0.84%
2021-01-06,"1,305.21",0.51%
2021-01-07,"1,328.67",1.80%
2021-01-08,"1,352.53",1.80%
2021-01-11,"1,327.00",-1.89%
2021-01-12,"1,344.38",1.31%
2021-01-13,"1,347.14",0.21%
2021-01-14,"1,337.23",-0.74%
2021-01-15,"1,327.14",-0.75%
2021-01-19,"1,334.81",0.58%
2021-01-20,"1,364.99",2.26%
2021-01-21,"1,372.53",0.55%
2021-01-22,"1,368.13",-0.32%
2021-01-25,"1,372.35",0.31%
2021-01-26,"1,373.12",0.06%
2021-01-27,"1,330.20",-3.13%
2021-01-28,"1,335.37",0.39%
2021-01-29,"1,307.64",-2.08%
2021-02-01,"1,343.85",2.77%
2021-02-02,"1,370.76",2.00%
2021-02-03,"1,360.28",-0.76%
2021-02-04,"1,373.38",0.96%
2021-02-05,"1,385.96",0.92%
2021-02-08,"1,391.36",0.39%
2021-02-09,"1,383.37",-0.57%
2021-02-10,"1,370.33",-0.94%
2021-02-11,"1,366.17",-0.30%
2021-02-12,"1,368.53",0.17%
2021-02-16,"1,362.48",-0.44%
2021-02-17,"1,371.36",0.65%
2021-02-18,"1,373.25",0.14%
2021-02-19,"1,361.14",-0.88%
2021-02-22,"1,331.88",-2.15%
2021-02-23,"1,325.41",-0.49%
2021-02-24,"1,335.27",0.74%
2021-02-25,"1,287.06",-3.61%
2021-02-26,"1,294.47",0.58%
2021-03-01,"1,322.61",2.17%
2021-03-02,"1,305.77",-1.27%
2021-03-03,"1,274.68",-2.38%
2021-03-04,"1,248.92",-2.02%
2021-03-05,"1,257.91",0.72%
2021-03-08,"1,255.55",-0.19%
2021-03-09,"1,303.32",3.80%
2021-03-10,"1,308.34",0.39%
2021-03-11,"1,328.75",1.56%
2021-03-12,"1,330.13",0.10%
2021-03-15,"1,345.76",1.18%
2021-03-16,"1,334.07",-0.87%
2021-03-17,"1,352.82",1.41%
2021-03-18,"1,317.66",-2.60%
2021-03-19,"1,328.16",0.80%
2021-03-22,"1,336.81",0.65%
2021-03-23,"1,327.23",-0.72%
2021-03-24,"1,307.10",-1.52%
2021-03-25,"1,314.78",0.59%
2021-03-26,"1,325.34",0.80%
2021-03-29,"1,320.01",-0.40%
2021-03-30,"1,329.93",0.75%
2021-03-31,"1,340.91",0.83%
2021-04-01,"1,354.13",0.99%
2021-04-05,"1,385.00",2.28%
2021-04-06,"1,389.56",0.33%
2021-04-07,"1,388.64",-0.07%
2021-04-08,"1,395.27",0.48%
2021-04-09,"1,411.45",1.16%
2021-04-12,"1,419.30",0.56%
2021-04-13,"1,434.00",1.04%
2021-04-14,"1,417.17",-1.17%
2021-04-15,"1,429.00",0.83%
2021-04-16,"1,440.19",0.78%
2021-04-19,"1,423.77",-1.14%
2021-04-20,"1,406.37",-1.22%
2021-04-21,"1,424.56",1.29%
2021-04-22,"1,408.02",-1.16%
2021-04-23,"1,422.50",1.03%
2021-04-26,"1,431.35",0.62%
2021-04-27,"1,429.92",-0.10%
2021-04-28,"1,429.92",0.00%
2021-04-29,"1,431.56",0.11%
2021-04-30,"1,435.89",0.30%
2021-05-03,"1,426.40",-0.66%
2021-05-04,"1,408.74",-1.24%
2021-05-05,"1,403.43",-0.38%
2021-05-06,"1,407.91",0.32%
2021-05-07,"1,419.11",0.80%
2021-05-10,"1,391.39",-1.95%
2021-05-11,"1,378.57",-0.92%
2021-05-12,"1,333.34",-3.28%
2021-05-13,"1,342.55",0.69%
2021-05-14,"1,366.70",1.80%
2021-05-17,"1,366.27",-0.03%
2021-05-18,"1,355.28",-0.80%
2021-05-19,"1,345.15",-0.75%
2021-05-20,"1,357.97",0.95%
2021-05-21,"1,349.99",-0.59%
2021-05-24,"1,363.71",1.02%
2021-05-25,"1,368.17",0.33%
2021-05-26,"1,380.45",0.90%
2021-05-27,"1,383.22",0.20%
2021-05-28,"1,380.08",-0.23%
2021-06-01,"1,377.60",-0.18%
2021-06-02,"1,372.09",-0.40%
2021-06-03,"1,355.34",-1.22%
2021-06-04,"1,366.39",0.82%
2021-06-07,"1,365.69",-0.05%
2021-06-08,"1,378.83",0.96%
2021-06-09,"1,372.46",-0.46%
2021-06-10,"1,381.89",0.69%
2021-06-11,"1,388.59",0.48%
2021-06-14,"1,390.18",0.11%
2021-06-15,"1,383.59",-0.47%
2021-06-16,"1,385.81",0.16%
2021-06-17,"1,394.17",0.60%
2021-06-18,"1,387.66",-0.47%
2021-06-21,"1,395.05",0.53%
2021-06-22,"1,409.61",1.04%
2021-06-23,"1,418.42",0.62%
2021-06-24,"1,419.67",0.09%
2021-06-25,"1,424.04",0.31%
2021-06-28,"1,427.93",0.27%
2021-06-29,"1,431.18",0.23%
2021-06-30,"1,431.82",0.04%
2021-07-01,"1,438.01",0.43%
2021-07-02,"1,453.51",1.08%
2021-07-06,"1,464.35",0.75%
2021-07-07,"1,464.22",-0.01%
2021-07-08,"1,462.90",-0.09%
2021-07-09,"1,474.52",0.79%
2021-07-12,"1,483.20",0.59%
2021-07-13,"1,465.77",-1.18%
2021-07-14,"1,463.27",-0.17%
2021-07-15,"1,453.89",-0.64%
2021-07-16,"1,435.67",-1.25%
2021-07-19,"1,419.47",-1.13%
2021-07-20,"1,443.90",1.72%
2021-07-21,"1,455.63",0.81%
2021-07-22,"1,464.10",0.58%
2021-07-23,"1,476.62",0.86%
2021-07-26,"1,487.96",0.77%
2021-07-27,"1,470.72",-1.16%
2021-07-28,"1,467.37",-0.23%
2021-07-29,"1,479.77",0.85%
2021-07-30,"1,438.71",-2.77%
2021-08-02,"1,442.73",0.28%
2021-08-03,"1,453.86",0.77%
2021-08-04,"1,441.60",-0.84%
2021-08-05,"1,454.77",0.91%
2021-08-06,"1,444.09",-0.73%
2021-08-09,"1,442.15",-0.13%
2021-08-10,"1,445.76",0.25%
2021-08-11,"1,447.53",0.12%
2021-08-12,"1,448.94",0.10%
2021-08-13,"1,444.70",-0.29%
2021-08-16,"1,439.24",-0.38%
2021-08-17,"1,406.03",-2.31%
2021-08-18,"1,408.08",0.15%
2021-08-19,"1,399.31",-0.62%
2021-08-20,"1,412.34",0.93%
2021-08-23,"1,431.48",1.36%
2021-08-24,"1,442.39",0.76%
2021-08-25,"1,446.91",0.31%
2021-08-26,"1,436.34",-0.73%
2021-08-27,"1,449.28",0.90%
2021-08-30,"1,462.61",0.92%
2021-08-31,"1,468.09",0.37%
2021-09-01,"1,467.67",-0.03%
2021-09-02,"1,466.60",-0.07%
2021-09-03,"1,466.71",0.01%
2021-09-07,"1,472.04",0.36%
2021-09-08,"1,474.34",0.16%
2021-09-09,"1,470.27",-0.28%
2021-09-10,"1,461.86",-0.57%
2021-09-13,"1,463.93",0.14%
2021-09-14,"1,459.13",-0.33%
2021-09-15,"1,468.74",0.66%
2021-09-16,"1,475.27",0.44%
2021-09-17,"1,469.69",-0.38%
2021-09-20,"1,434.90",-2.37%
2021-09-21,"1,436.09",0.08%
2021-09-22,"1,454.97",1.31%
2021-09-23,"1,469.77",1.02%
2021-09-24,"1,474.29",0.31%
2021-09-27,"1,479.96",0.38%
2021-09-28,"1,450.27",-2.01%
2021-09-29,"1,450.93",0.05%
2021-09-30,"1,429.69",-1.46%
2021-10-01,"1,438.51",0.62%
2021-10-04,"1,423.17",-1.07%
2021-10-05,"1,430.49",0.51%
2021-10-06,"1,436.47",0.42%
2021-10-07,"1,458.03",1.50%
2021-10-08,"1,451.37",-0.46%
2021-10-11,"1,444.38",-0.48%
2021-10-12,"1,454.24",0.68%
2021-10-13,"1,462.48",0.57%
2021-10-14,"1,476.89",0.99%
2021-10-15,"1,502.87",1.76%
2021-10-18,"1,520.90",1.20%
2021-10-19,"1,516.53",-0.29%
2021-10-20,"1,514.23",-0.15%
2021-10-21,"1,535.20",1.38%
2021-10-22,"1,525.03",-0.66%
2021-10-25,"1,557.28",2.11%
2021-10-26,"1,560.96",0.24%
2021-10-27,"1,564.73",0.24%
2021-10-28,"1,586.11",1.37%
2021-10-29,"1,585.72",-0.02%
2021-11-01,"1,608.80",1.46%
2021-11-02,"1,598.81",-0.62%
2021-11-03,"1,628.22",1.84%
2021-11-04,"1,652.45",1.49%
2021-11-05,"1,664.89",0.75%
2021-11-08,"1,641.88",-1.38%
2021-11-09,"1,619.71",-1.35%
2021-11-10,"1,608.69",-0.68%
2021-11-11,"1,604.62",-0.25%
2021-11-12,"1,611.82",0.45%
2021-11-15,"1,611.39",-0.03%
2021-11-16,"1,633.55",1.38%
2021-11-17,"1,643.14",0.59%
2021-11-18,"1,667.62",1.49%
2021-11-19,"1,673.27",0.34%
2021-11-22,"1,664.42",-0.53%
2021-11-23,"1,653.96",-0.63%
2021-11-24,"1,656.62",0.16%
2021-11-25,"1,656.62",0.00%
2021-11-26,"1,612.87",-2.64%
2021-11-29,"1,639.09",1.63%
2021-11-30,"1,615.83",-1.42%
2021-12-01,"1,585.73",-1.86%
2021-12-02,"1,604.24",1.17%
2021-12-03,"1,574.74",-1.84%
2021-12-06,"1,592.34",1.12%
2021-12-07,"1,629.91",2.36%
2021-12-08,"1,634.45",0.28%
2021-12-09,"1,606.72",-1.70%
2021-12-10,"1,614.44",0.48%
2021-12-13,"1,575.00",-2.44%
2021-12-14,"1,565.80",-0.58%
2021-12-15,"1,588.05",1.42%
2021-12-16,"1,552.64",-2.23%
2021-12-17,"1,545.06",-0.49%
2021-12-20,"1,519.53",-1.65%
2021-12-21,"1,557.45",2.50%
2021-12-22,"1,584.40",1.73%
2021-12-23,"1,604.10",1.24%
2021-12-27,"1,617.45",0.83%
2021-12-28,"1,619.34",0.12%
2021-12-29,"1,621.56",0.14%
2021-12-30,"1,615.42",-0.38%
2021-12-31,"1,610.76",-0.29%
2022-01-03,"1,655.17",2.76%
2022-01-04,"1,644.07",-0.67%
2022-01-05,"1,600.61",-2.64%
2022-01-06,"1,595.36",-0.33%
2022-01-07,"1,569.02",-1.65%
2022-01-10,"1,559.68",-0.60%
2022-01-11,"1,575.82",1.03%
2022-01-12,"1,585.81",0.63%
2022-01-13,"1,552.86",-2.08%
2022-01-14,"1,545.90",-0.45%
2022-01-18,"1,516.22",-1.92%
2022-01-19,"1,488.84",-1.81%
2022-01-20,"1,459.92",-1.94%
2022-01-21,"1,414.67",-3.10%
2022-01-24,"1,431.83",1.21%
2022-01-25,"1,405.90",-1.81%
2022-01-26,"1,401.35",-0.32%
2022-01-27,"1,369.52",-2.27%
2022-01-28,"1,401.07",2.30%
2022-01-31,"1,454.45",3.81%
2022-02-01,"1,463.56",0.63%
2022-02-02,"1,455.87",-0.53%
2022-02-03,"1,403.89",-3.57%
2022-02-04,"1,456.33",3.74%
2022-02-07,"1,453.17",-0.22%
2022-02-08,"1,474.98",1.50%
2022-02-09,"1,491.38",1.11%
2022-02-10,"1,464.90",-1.78%
2022-02-11,"1,423.52",-2.82%
2022-02-14,"1,431.81",0.58%
2022-02-15,"1,461.56",2.08%
2022-02-16,"1,465.45",0.27%
2022-02-17,"1,427.80",-2.57%
2022-02-18,"1,417.74",-0.70%
