date,nasdaqndxt,vix,vxazn,vxn,vix3m,vix_term_spread,vxazn_vix_ratio,nasdaqndxt_lag1,nasdaqndxt_delta,vix_lag1,vix_delta,vxazn_lag1,vxazn_delta,vxn_lag1,vxn_delta,vix3m_lag1,vix3m_delta,amzn_return_lag1,aggregate_vol_index,amzn_close,amzn_next_return,label,score_range
2022-12-19,813.3472,3.1091,6.2002,3.8011,3.4780,-0.3689,1.9942,858.3403,-44.9931,3.4669,-0.3578,6.4595,-0.2593,4.1686,-0.3675,3.5598,-0.0818,-0.0297,0.3043,85.2500,-0.0147,Negative,1
2022-12-26,795.3458,2.8941,6.0781,3.6513,3.3462,-0.4521,2.1001,813.3472,-18.0014,3.1091,-0.2149,6.2002,-0.1220,3.8011,-0.1498,3.4780,-0.1317,-0.0147,0.2894,84.0000,0.0248,Positive,3
2023-01-02,797.6256,3.0051,6.7812,3.8274,3.3684,-0.3633,2.2566,795.3458,2.2798,2.8941,0.1109,6.0781,0.7031,3.6513,0.1761,3.3462,0.0222,0.0248,0.3110,86.0800,0.1399,Positive,3
2023-01-09,822.4540,3.0467,7.8698,3.8635,3.2921,-0.2455,2.5831,797.6256,24.8284,3.0051,0.0416,6.7812,1.0886,3.8274,0.0361,3.3684,-0.0763,0.1399,0.3359,98.1200,-0.0089,Neutral,2
2023-01-16,852.9764,2.7028,7.2250,3.3032,2.9316,-0.2288,2.6732,822.4540,30.5224,3.0467,-0.3439,7.8698,-0.6448,3.8635,-0.5602,3.2921,-0.3606,-0.0089,0.2971,97.2500,0.0513,Positive,3
2023-01-23,890.0955,2.7472,7.0752,3.4128,2.9954,-0.2482,2.5755,852.9764,37.1192,2.7028,0.0444,7.2250,-0.1498,3.3032,0.1096,2.9316,0.0638,0.0513,0.3018,102.2400,0.0112,Neutral,2
2023-01-30,882.4254,2.7652,7.3290,3.6402,2.9635,-0.1983,2.6505,890.0955,-7.6701,2.7472,0.0180,7.0752,0.2538,3.4128,0.2274,2.9954,-0.0319,0.0112,0.3108,103.3900,-0.0559,Negative,1
2023-02-06,930.5318,2.6945,5.6371,3.5903,2.9718,-0.2774,2.0921,882.4254,48.1064,2.7652,-0.0707,7.3290,-1.6918,3.6402,-0.0499,2.9635,0.0083,-0.0559,0.2765,97.6100,-0.0042,Neutral,2
2023-02-13,940.8104,2.8207,5.9616,3.7803,3.0467,-0.2260,2.1136,930.5318,10.2786,2.6945,0.1262,5.6371,0.3245,3.5903,0.1900,2.9718,0.0749,-0.0042,0.2926,97.2000,-0.0381,Negative,1
2023-02-20,926.7224,2.9441,5.5886,3.5806,3.0190,-0.0749,1.8983,940.8104,-14.0880,2.8207,0.1234,5.9616,-0.3730,3.7803,-0.1997,3.0467,-0.0277,-0.0381,0.2811,93.5000,0.0150,Neutral,2
2023-02-27,911.4182,2.9052,5.6524,3.6957,2.9940,-0.0888,1.9456,926.7224,-15.3042,2.9441,-0.0388,5.5886,0.0638,3.5806,0.1151,3.0190,-0.0250,0.0150,0.2821,94.9000,-0.0439,Negative,1
2023-03-06,930.1851,2.5807,5.2364,3.3629,2.7721,-0.1914,2.0290,911.4182,18.7669,2.9052,-0.3245,5.6524,-0.4160,3.6957,-0.3328,2.9940,-0.2219,-0.0439,0.2558,90.7300,0.0906,Positive,3
2023-03-13,896.7741,3.6777,6.1059,4.0757,3.6943,-0.0166,1.6603,930.1851,-33.4110,2.5807,1.0969,5.2364,0.8695,3.3629,0.7128,2.7721,0.9222,0.0906,0.3317,98.9500,-0.0083,Neutral,2
2023-03-20,940.7188,3.3490,5.7190,3.8205,3.5848,-0.2357,1.7077,896.7741,43.9447,3.6777,-0.3287,6.1059,-0.3869,4.0757,-0.2552,3.6943,-0.1096,-0.0083,0.3126,98.1300,0.0526,Positive,3
2023-03-27,940.1378,2.8567,6.3860,3.4766,3.1715,-0.3148,2.2354,940.7188,-0.5810,3.3490,-0.4923,5.7190,0.6670,3.8205,-0.3439,3.5848,-0.4133,0.0526,0.2993,103.2900,-0.0119,Negative,1
2023-04-03,979.6782,2.5724,6.3860,3.2824,2.8886,-0.3162,2.4825,940.1378,39.5404,2.8567,-0.2843,6.3860,0.0000,3.4766,-0.1941,3.1715,-0.2829,-0.0119,0.2857,102.0600,0.0044,Neutral,2
2023-04-10,958.7632,2.6307,6.6411,3.4059,2.9219,-0.2912,2.5245,979.6782,-20.9150,2.5724,0.0582,6.3860,0.2552,3.2824,0.1234,2.8886,0.0333,0.0044,0.2939,102.5100,0.0434,Positive,3
2023-04-17,955.0426,2.3505,6.2182,3.0384,2.7250,-0.3744,2.6454,958.7632,-3.7207,2.6307,-0.2801,6.6411,-0.4230,3.4059,-0.3675,2.9219,-0.1969,0.0434,0.2664,106.9600,-0.0141,Negative,1
2023-04-24,933.9390,2.3422,5.8549,2.9843,2.8290,-0.4867,2.4997,955.0426,-21.1036,2.3505,-0.0083,6.2182,-0.3633,3.0384,-0.0541,2.7250,0.1040,-0.0141,0.2583,105.4500,0.0020,Neutral,2
2023-05-01,932.1862,2.2299,4.6109,2.7998,2.7277,-0.4978,2.0678,933.9390,-1.7529,2.3422,-0.1123,5.8549,-1.2439,2.9843,-0.1844,2.8290,-0.1012,0.0020,0.2229,105.6600,0.0435,Positive,3
2023-05-08,937.7443,2.3547,4.4958,2.8165,2.8720,-0.5173,1.9093,932.1862,5.5581,2.2299,0.1248,4.6109,-0.1151,2.7998,0.0166,2.7277,0.1442,0.0435,0.2275,110.2600,0.0543,Positive,3
2023-05-15,960.8170,2.3741,4.4764,2.7111,2.8165,-0.4424,1.8855,937.7443,23.0728,2.3547,0.0194,4.4958,-0.0194,2.8165,-0.1054,2.8720,-0.0555,0.0543,0.2258,116.2500,0.0332,Positive,3
2023-05-22,1007.8653,2.3866,4.3807,2.7693,2.8234,-0.4368,1.8356,960.8170,47.0483,2.3741,0.0125,4.4764,-0.0957,2.7111,0.0582,2.8165,0.0069,0.0332,0.2293,120.1100,0.0345,Positive,3
2023-05-29,1067.9033,2.4213,4.6581,3.0800,2.8345,-0.4133,1.9238,1007.8653,60.0380,2.3866,0.0347,4.3807,0.2774,2.7693,0.3106,2.8234,0.0111,0.0345,0.2477,124.2500,-0.0066,Neutral,2
2023-06-05,1072.8789,2.0427,4.1686,2.6931,2.4823,-0.4396,2.0407,1067.9033,4.9757,2.4213,-0.3786,4.6581,-0.4895,3.0800,-0.3869,2.8345,-0.3522,-0.0066,0.2131,123.4300,0.0167,Neutral,2
2023-06-12,1103.1836,2.0815,4.3669,2.8373,2.3963,-0.3148,2.0979,1072.8789,30.3047,2.0427,0.0388,4.1686,0.1983,2.6931,0.1442,2.4823,-0.0860,0.0167,0.2214,125.4900,0.0306,Positive,3
2023-06-19,1120.7357,1.9678,4.2074,2.7111,2.3228,-0.3550,2.1381,1103.1836,17.5521,2.0815,-0.1137,4.3669,-0.1595,2.8373,-0.1262,2.3963,-0.0735,0.0306,0.2127,129.3300,0.0080,Neutral,2
2023-06-26,1074.2227,1.9761,5.4374,2.8248,2.3644,-0.3883,2.7516,1120.7357,-46.5130,1.9678,0.0083,4.2074,1.2300,2.7111,0.1137,2.3228,0.0416,0.0080,0.2386,130.3600,-0.0044,Neutral,2
2023-07-03,1119.6263,1.8818,5.5234,2.7555,2.2285,-0.3467,2.9352,1074.2227,45.4036,1.9761,-0.0943,5.4374,0.0860,2.8248,-0.0693,2.3644,-0.1359,-0.0044,0.2375,129.7800,0.0378,Positive,3
2023-07-10,1117.0067,2.0898,5.8562,2.9233,2.3921,-0.3023,2.8023,1119.6263,-2.6196,1.8818,0.2080,5.5234,0.3328,2.7555,0.1678,2.2285,0.1636,0.0378,0.2562,134.6800,-0.0347,Negative,1
2023-07-17,1170.7156,1.8693,5.9630,2.6945,2.2562,-0.3869,3.1899,1117.0067,53.7088,2.0898,-0.2205,5.8562,0.1068,2.9233,-0.2288,2.3921,-0.1359,-0.0347,0.2504,130.0000,0.0170,Neutral,2
2023-07-24,1137.2352,1.9290,5.9838,2.7499,2.2549,-0.3259,3.1021,1170.7156,-33.4803,1.8693,0.0596,5.9630,0.0208,2.6945,0.0555,2.2562,-0.0014,0.0170,0.2503,132.2100,0.0557,Positive,3
2023-07-31,1190.8595,1.8901,5.8063,2.6792,2.2202,-0.3300,3.0719,1137.2352,53.6243,1.9290,-0.0388,5.9838,-0.1775,2.7499,-0.0707,2.2549,-0.0347,0.0557,0.2479,139.5700,-0.0083,Neutral,2
2023-08-07,1140.8463,2.1869,4.3280,2.8872,2.4573,-0.2704,1.9791,1190.8595,-50.0132,1.8901,0.2968,5.8063,-1.4783,2.6792,0.2080,2.2202,0.2371,-0.0083,0.2284,138.4100,-0.0375,Negative,1
2023-08-14,1114.1833,2.0552,4.1256,2.8012,2.4143,-0.3592,2.0074,1140.8463,-26.6631,2.1869,-0.1317,4.3280,-0.2025,2.8872,-0.0860,2.4573,-0.0430,-0.0375,0.2163,133.2200,0.0003,Neutral,2
2023-08-21,1097.7267,2.3755,4.3322,3.0356,2.6029,-0.2274,1.8237,1114.1833,-16.4566,2.0552,0.3203,4.1256,0.2066,2.8012,0.2344,2.4143,0.1886,0.0003,0.2354,133.2600,0.0365,Positive,3
2023-08-28,1102.6053,2.0912,4.4348,2.8276,2.3741,-0.2829,2.1207,1097.7267,4.8786,2.3755,-0.2843,4.3322,0.1026,3.0356,-0.2080,2.6029,-0.2288,0.0365,0.2222,138.1200,0.0008,Neutral,2
2023-09-04,1161.1997,1.9165,3.6291,2.5530,2.1827,-0.2663,1.8936,1102.6053,58.5944,2.0912,-0.1747,4.4348,-0.8057,2.8276,-0.2746,2.3741,-0.1914,0.0008,0.1958,138.2300,0.0156,Neutral,2
2023-09-11,1156.4986,1.9137,3.7207,2.6126,2.2216,-0.3079,1.9442,1161.1997,-4.7011,1.9165,-0.0028,3.6291,0.0915,2.5530,0.0596,2.1827,0.0388,0.0156,0.1996,140.3900,-0.0803,Negative,1
2023-09-18,1126.9012,1.9415,3.8163,2.6293,2.2368,-0.2954,1.9657,1156.4986,-29.5974,1.9137,0.0277,3.7207,0.0957,2.6126,0.0166,2.2216,0.0153,-0.0803,0.2004,129.1200,-0.0155,Negative,1
2023-09-25,1092.4141,2.3436,4.9535,3.0023,2.4989,-0.1553,2.1136,1126.9012,-34.4871,1.9415,0.4022,3.8163,1.1371,2.6293,0.3730,2.2368,0.2621,-0.0155,0.2442,127.1200,0.0066,Neutral,2
2023-10-02,1109.0301,2.4421,5.8244,2.9829,2.5821,-0.1401,2.3850,1092.4141,16.6160,2.3436,0.0985,4.9535,0.8709,3.0023,-0.0194,2.4989,0.0832,0.0066,0.2679,127.9600,0.0143,Neutral,2
2023-10-09,1126.8984,2.4545,5.9187,3.0259,2.6085,-0.1539,2.4113,1109.0301,17.8683,2.4421,0.0125,5.8244,0.0943,2.9829,0.0430,2.5821,0.0263,0.0143,0.2732,129.7900,-0.0356,Negative,1
2023-10-16,1134.2704,2.3866,5.7301,2.9663,2.6057,-0.2191,2.4009,1126.8984,7.3720,2.4545,-0.0680,5.9187,-0.1886,3.0259,-0.0596,2.6085,-0.0028,-0.0356,0.2672,125.1700,0.0205,Positive,3
2023-10-23,1079.5478,2.8248,6.2653,3.3240,2.9579,-0.1331,2.2180,1134.2704,-54.7226,2.3866,0.4382,5.7301,0.5353,2.9663,0.3578,2.6057,0.3522,0.0205,0.2991,127.7400,0.0850,Positive,3
2023-10-30,1046.8094,2.7388,4.7025,3.2741,2.8844,-0.1456,1.7170,1079.5478,-32.7384,2.8248,-0.0860,6.2653,-1.5629,3.3240,-0.0499,2.9579,-0.0735,0.0850,0.2584,138.6000,0.0358,Positive,3
2023-11-06,1102.0035,2.0649,3.7553,2.5863,2.3616,-0.2968,1.8187,1046.8094,55.1941,2.7388,-0.6740,4.7025,-0.9472,3.2741,-0.6878,2.8844,-0.5228,0.0358,0.2018,143.5600,0.0113,Neutral,2
2023-11-13,1149.5995,2.0468,3.9120,2.6099,2.3034,-0.2565,1.9112,1102.0035,47.5961,2.0649,-0.0180,3.7553,0.1567,2.5863,0.0236,2.3616,-0.0582,0.0113,0.2078,145.1800,0.0107,Neutral,2
2023-11-20,1214.6201,1.8596,3.6305,2.3769,2.1758,-0.3162,1.9523,1149.5995,65.0206,2.0468,-0.1872,3.9120,-0.2815,2.6099,-0.2330,2.3034,-0.1276,0.0107,0.1954,146.7400,0.0020,Neutral,2
2023-11-27,1203.2876,1.7598,3.5986,2.2798,2.1273,-0.3675,2.0449,1214.6201,-11.3325,1.8596,-0.0998,3.6305,-0.0319,2.3769,-0.0971,2.1758,-0.0485,0.0020,0.1886,147.0300,0.0027,Neutral,2
2023-12-04,1215.8779,1.8139,3.6402,2.3866,2.1744,-0.3606,2.0069,1203.2876,12.5903,1.7598,0.0541,3.5986,0.0416,2.2798,0.1068,2.1273,0.0471,0.0027,0.1950,147.4200,0.0173,Neutral,2
2023-12-11,1261.3161,1.7515,3.6180,2.2562,2.1065,-0.3550,2.0657,1215.8779,45.4383,1.8139,-0.0624,3.6402,-0.0222,2.3866,-0.1304,2.1744,-0.0680,0.0173,0.1927,149.9700,0.0230,Positive,3
2023-12-18,1313.9808,1.7418,3.5626,2.2008,2.1453,-0.4035,2.0454,1261.3161,52.6646,1.7515,-0.0097,3.6180,-0.0555,2.2562,-0.0555,2.1065,0.0388,0.0230,0.1956,153.4200,-0.0096,Neutral,2
2023-12-25,1326.6432,1.8069,3.6416,2.3048,2.2174,-0.4105,2.0153,1313.9808,12.6624,1.7418,0.0652,3.5626,0.0790,2.2008,0.1040,2.1453,0.0721,-0.0096,0.2036,151.9400,-0.0441,Negative,1
2024-01-01,1329.6053,1.7265,4.0354,2.2465,2.1162,-0.3897,2.3373,1326.6432,2.9621,1.8069,-0.0804,3.6416,0.3938,2.3048,-0.0582,2.2174,-0.1012,-0.0441,0.2069,145.2400,0.0646,Positive,3
2024-01-08,1301.0549,1.8139,5.0339,2.3381,2.0995,-0.2857,2.7752,1329.6053,-28.5504,1.7265,0.0874,4.0354,0.9985,2.2465,0.0915,2.1162,-0.0166,0.0646,0.2290,154.6200,0.0047,Neutral,2
2024-01-15,1322.1515,1.8374,4.9965,2.2937,2.0718,-0.2344,2.7192,1301.0549,21.0966,1.8139,0.0236,5.0339,-0.0374,2.3381,-0.0444,2.0995,-0.0277,0.0047,0.2288,155.3400,0.0243,Positive,3
2024-01-22,1386.0016,1.8291,5.1892,2.3852,2.0760,-0.2468,2.8370,1322.1515,63.8502,1.8374,-0.0083,4.9965,0.1928,2.2937,0.0915,2.0718,0.0042,0.0243,0.2401,159.1200,0.0798,Positive,3
2024-01-29,1397.4687,1.8860,5.2655,2.4116,2.1106,-0.2247,2.7919,1386.0016,11.4670,1.8291,0.0569,5.1892,0.0763,2.3852,0.0263,2.0760,0.0347,0.0798,0.2453,171.8100,0.0154,Neutral,2
2024-02-05,1389.1995,1.8957,3.6860,2.4365,2.1259,-0.2302,1.9444,1397.4687,-8.2692,1.8860,0.0097,5.2655,-1.5795,2.4116,0.0250,2.1106,0.0153,0.0154,0.2119,174.4500,-0.0283,Negative,1
2024-02-12,1438.2974,1.9317,3.7858,2.5086,2.1730,-0.2413,1.9598,1389.1995,49.0979,1.8957,0.0361,3.6860,0.0998,2.4365,0.0721,2.1259,0.0471,-0.0283,0.2216,169.5100,0.0323,Positive,3
2024-02-19,1417.9565,2.0399,3.9314,2.5794,2.1994,-0.1595,1.9273,1438.2974,-20.3409,1.9317,0.1082,3.7858,0.1456,2.5086,0.0707,2.1730,0.0263,0.0323,0.2273,174.9900,0.0185,Neutral,2
2024-02-26,1432.5022,1.9054,3.8871,2.4726,2.1106,-0.2052,2.0400,1417.9565,14.5456,2.0399,-0.1345,3.9314,-0.0444,2.5794,-0.1068,2.1994,-0.0888,0.0185,0.2204,178.2200,-0.0161,Negative,1
2024-03-04,1470.8458,1.8707,3.6361,2.4407,2.1120,-0.2413,1.9437,1432.5022,38.3437,1.9054,-0.0347,3.8871,-0.2510,2.4726,-0.0319,2.1106,0.0014,-0.0161,0.2170,175.3500,-0.0053,Neutral,2
2024-03-11,1436.6236,2.1106,3.8496,2.6861,2.2826,-0.1720,1.8239,1470.8458,-34.2222,1.8707,0.2399,3.6361,0.2136,2.4407,0.2455,2.1120,0.1706,-0.0053,0.2329,174.4200,0.0255,Positive,3
2024-03-18,1417.4268,1.9872,3.7137,2.6903,2.2493,-0.2621,1.8688,1436.6236,-19.1968,2.1106,-0.1234,3.8496,-0.1359,2.6861,0.0042,2.2826,-0.0333,0.0255,0.2252,178.8700,0.0084,Neutral,2
2024-03-25,1440.5869,1.8291,4.6109,2.3894,2.1328,-0.3037,2.5208,1417.4268,23.1601,1.9872,-0.1581,3.7137,0.8972,2.6903,-0.3009,2.2493,-0.1165,0.0084,0.2339,180.3800,0.0260,Positive,3
2024-04-01,1451.0541,1.8929,5.2072,2.4351,2.1522,-0.2593,2.7509,1440.5869,10.4672,1.8291,0.0638,4.6109,0.5963,2.3894,0.0458,2.1328,0.0194,0.0260,0.2502,185.0700,0.0057,Neutral,2
2024-04-08,1429.6039,2.1065,5.4610,2.6029,2.2965,-0.1900,2.5925,1451.0541,-21.4503,1.8929,0.2136,5.2072,0.2538,2.4351,0.1678,2.1522,0.1442,0.0057,0.2653,186.1300,-0.0618,Negative,1
2024-04-15,1383.5221,2.6667,5.8119,3.1673,2.7111,-0.0444,2.1794,1429.6039,-46.0817,2.1065,0.5602,5.4610,0.3508,2.6029,0.5644,2.2965,0.4146,-0.0618,0.3023,174.6300,0.0286,Positive,3
2024-04-22,1335.6806,2.3492,5.8327,2.9274,2.4448,-0.0957,2.4829,1383.5221,-47.8415,2.6667,-0.3176,5.8119,0.0208,3.1673,-0.2399,2.7111,-0.2663,0.0286,0.2806,179.6200,0.0367,Positive,3
2024-04-29,1392.2476,2.0344,6.1267,2.6653,2.2188,-0.1844,3.0116,1335.6806,56.5669,2.3492,-0.3148,5.8327,0.2940,2.9274,-0.2621,2.4448,-0.2260,0.0367,0.2742,186.2100,0.0068,Neutral,2
2024-05-06,1402.4166,1.8707,3.4100,2.4157,2.0829,-0.2122,1.8228,1392.2476,10.1690,2.0344,-0.1636,6.1267,-2.7166,2.6653,-0.2496,2.2188,-0.1359,0.0068,0.2051,187.4800,-0.0148,Negative,1
2024-05-13,1406.2468,1.8860,3.3878,2.4129,2.0649,-0.1789,1.7963,1402.4166,3.8302,1.8707,0.0153,3.4100,-0.0222,2.4157,-0.0028,2.0829,-0.0180,-0.0148,0.2048,184.7000,-0.0214,Negative,1
2024-05-20,1463.6472,1.6849,3.4072,2.2077,1.9567,-0.2718,2.0222,1406.2468,57.4004,1.8860,-0.2011,3.3878,0.0194,2.4129,-0.2052,2.0649,-0.1082,-0.0214,0.1990,180.7500,-0.0238,Negative,1
2024-05-27,1462.9136,1.7140,3.2686,2.1717,1.9650,-0.2510,1.9070,1463.6472,-0.7336,1.6849,0.0291,3.4072,-0.1387,2.2077,-0.0361,1.9567,0.0083,-0.0238,0.1960,176.4400,0.0445,Positive,3
2024-06-03,1403.3901,1.8180,3.5737,2.3422,2.0524,-0.2344,1.9657,1462.9136,-59.5235,1.7140,0.1040,3.2686,0.3051,2.1717,0.1706,1.9650,0.0874,0.0445,0.2054,184.3000,-0.0035,Neutral,2
2024-06-10,1449.8476,1.7667,3.2949,2.2188,2.0247,-0.2579,1.8650,1403.3901,46.4575,1.8180,-0.0513,3.5737,-0.2787,2.3422,-0.1234,2.0524,-0.0277,-0.0035,0.1990,183.6600,0.0295,Positive,3
2024-06-17,1504.7283,1.7681,3.6402,2.3339,2.0510,-0.2829,2.0588,1449.8476,54.8807,1.7667,0.0014,3.2949,0.3453,2.2188,0.1151,2.0247,0.0263,0.0295,0.2141,189.0800,0.0221,Positive,3
2024-06-24,1467.4982,1.8485,4.2296,2.3908,2.1120,-0.2635,2.2881,1504.7283,-37.2301,1.7681,0.0804,3.6402,0.5894,2.3339,0.0569,2.0510,0.0610,0.0221,0.2279,193.2500,0.0349,Positive,3
2024-07-01,1502.1794,1.6946,5.4250,2.2299,1.9678,-0.2732,3.2013,1467.4982,34.6812,1.8485,-0.1539,4.2296,1.1954,2.3908,-0.1609,2.1120,-0.1442,0.0349,0.2463,200.0000,-0.0275,Negative,1
2024-07-08,1550.2442,1.7154,5.5955,2.3616,1.9817,-0.2663,3.2619,1502.1794,48.0648,1.6946,0.0208,5.4250,0.1706,2.2299,0.1317,1.9678,0.0139,-0.0275,0.2574,194.4900,-0.0584,Negative,1
2024-07-15,1548.7895,1.8194,5.7384,2.5447,2.0621,-0.2427,3.1540,1550.2442,-1.4547,1.7154,0.1040,5.5955,0.1428,2.3616,0.1831,1.9817,0.0804,-0.0584,0.2683,183.1300,-0.0034,Neutral,2
2024-07-22,1485.1904,2.0676,6.0019,2.7693,2.2313,-0.1636,2.9027,1548.7895,-63.5992,1.8194,0.2482,5.7384,0.2635,2.5447,0.2247,2.0621,0.1692,-0.0034,0.2825,182.5000,-0.0800,Negative,1
2024-07-29,1416.1496,2.3020,6.2015,3.1660,2.3797,-0.0777,2.6940,1485.1904,-69.0408,2.0676,0.2344,6.0019,0.1997,2.7693,0.3966,2.2313,0.1484,-0.0800,0.2976,167.9000,-0.0057,Neutral,2
2024-08-05,1288.0568,5.3487,6.6800,4.8675,4.6747,0.6740,1.2489,1416.1496,-128.0928,2.3020,3.0467,6.2015,0.4784,3.1660,1.7015,2.3797,2.2951,-0.0057,0.4515,166.9400,0.0606,Positive,3
2024-08-12,1352.5172,2.8720,4.6165,3.4572,2.9995,-0.1276,1.6074,1288.0568,64.4603,5.3487,-2.4767,6.6800,-2.0635,4.8675,-1.4103,4.6747,-1.6752,0.0606,0.2916,177.0600,-0.0001,Neutral,2
2024-08-19,1458.2389,2.0316,3.7997,2.7638,2.4393,-0.4077,1.8703,1352.5172,105.7217,2.8720,-0.8404,4.6165,-0.8168,3.4572,-0.6934,2.9995,-0.5602,-0.0001,0.2377,177.0400,0.0082,Neutral,2
2024-08-26,1424.0915,2.2396,4.0507,2.9912,2.5308,-0.2912,1.8087,1458.2389,-34.1473,2.0316,0.2080,3.7997,0.2510,2.7638,0.2274,2.4393,0.0915,0.0082,0.2514,178.5000,-0.0398,Negative,1
2024-09-02,1451.2621,2.1564,3.7886,2.6750,2.4171,-0.2607,1.7569,1424.0915,27.1706,2.2396,-0.0832,4.0507,-0.2621,2.9912,-0.3162,2.5308,-0.1137,-0.0398,0.2369,171.3900,0.0881,Positive,3
2024-09-09,1351.2677,2.6972,4.3835,3.3171,2.8955,-0.1983,1.6252,1451.2621,-99.9944,2.1564,0.5408,3.7886,0.5949,2.6750,0.6421,2.4171,0.4784,0.0881,0.2775,186.4900,0.0274,Positive,3
2024-09-16,1399.6445,2.3769,4.0895,3.1216,2.7472,-0.3703,1.7205,1351.2677,48.3768,2.6972,-0.3203,4.3835,-0.2940,3.3171,-0.1955,2.8955,-0.1484,0.0274,0.2611,191.6000,-0.0189,Negative,1
2024-09-23,1423.4467,2.2035,3.7456,2.7097,2.5932,-0.3897,1.6998,1399.6445,23.8022,2.3769,-0.1733,4.0895,-0.3439,3.1216,-0.4119,2.7472,-0.1539,-0.0189,0.2399,187.9700,-0.0078,Neutral,2
2024-09-30,1448.2196,2.3200,5.0977,2.7998,2.6653,-0.3453,2.1973,1423.4467,24.7729,2.2035,0.1165,3.7456,1.3521,2.7097,0.0901,2.5932,0.0721,-0.0078,0.2769,186.5100,0.0124,Neutral,2
2024-10-07,1443.9942,3.1396,5.8743,3.3754,3.1327,0.0069,1.8710,1448.2196,-4.2254,2.3200,0.8196,5.0977,0.7766,2.7998,0.5755,2.6653,0.4673,0.0124,0.3332,188.8200,0.0009,Neutral,2
2024-10-14,1514.9500,2.7319,5.3820,3.2339,2.7901,-0.0582,1.9701,1443.9942,70.9559,3.1396,-0.4077,5.8743,-0.4923,3.3754,-0.1414,3.1327,-0.3425,0.0009,0.3088,188.9900,-0.0061,Neutral,2
2024-10-21,1460.3259,2.5475,5.3140,3.0453,2.6681,-0.1206,2.0860,1514.9500,-54.6241,2.7319,-0.1844,5.3820,-0.0680,3.2339,-0.1886,2.7901,-0.1220,-0.0061,0.2921,187.8300,0.0538,Positive,3
2024-10-28,1459.3968,2.7458,5.6815,3.1798,2.7971,-0.0513,2.0692,1460.3259,-0.9291,2.5475,0.1983,5.3140,0.3675,3.0453,0.1345,2.6681,0.1290,0.0538,0.3099,197.9300,0.0518,Positive,3
2024-11-04,1422.0128,3.0481,4.0687,3.3116,2.9912,0.0569,1.3348,1459.3968,-37.3840,2.7458,0.3023,5.6815,-1.6128,3.1798,0.1317,2.7971,0.1941,0.0518,0.2860,208.1800,-0.0268,Negative,1
2024-11-11,1501.6719,2.0760,3.6693,2.5475,2.3297,-0.2538,1.7675,1422.0128,79.6591,3.0481,-0.9721,4.0687,-0.3994,3.3116,-0.7641,2.9912,-0.6615,-0.0268,0.2322,202.6100,-0.0271,Negative,1
2024-11-18,1448.1808,2.1606,4.2351,2.7416,2.3838,-0.2233,1.9602,1501.6719,-53.4911,2.0760,0.0846,3.6693,0.5658,2.5475,0.1941,2.3297,0.0541,-0.0271,0.2468,197.1200,0.0546,Positive,3
2024-11-25,1512.1100,2.0247,4.0133,2.4393,2.3394,-0.3148,1.9822,1448.1808,63.9292,2.1606,-0.1359,4.2351,-0.2219,2.7416,-0.3023,2.3838,-0.0444,0.0546,0.2374,207.8900,0.0921,Positive,3
2024-12-02,1517.3796,1.8499,3.7068,2.2354,2.2660,-0.4160,2.0037,1512.1100,5.2697,2.0247,-0.1747,4.0133,-0.3065,2.4393,-0.2039,2.3394,-0.0735,0.0921,0.2217,227.0300,0.0019,Neutral,2
2024-12-09,1524.4839,1.9678,3.8385,2.2951,2.3700,-0.4022,1.9507,1517.3796,7.1043,1.8499,0.1179,3.7068,0.1317,2.2354,0.0596,2.2660,0.1040,0.0019,0.2314,227.4600,-0.0112,Negative,1
2024-12-16,1528.1255,2.0371,3.9703,2.5572,2.4365,-0.3994,1.9489,1524.4839,3.6416,1.9678,0.0693,3.8385,0.1317,2.2951,0.2621,2.3700,0.0666,-0.0112,0.2430,224.9200,-0.0052,Neutral,2
2024-12-23,1466.1114,2.3270,4.0757,2.6390,2.5863,-0.2593,1.7515,1528.1255,-62.0141,2.0371,0.2898,3.9703,0.1054,2.5572,0.0818,2.4365,0.1498,-0.0052,0.2513,223.7500,0.0020,Neutral,2
2024-12-30,1435.5683,2.4129,4.5291,2.7444,2.6265,-0.2136,1.8770,1466.1114,-30.5432,2.3270,0.0860,4.0757,0.4535,2.6390,0.1054,2.5863,0.0402,0.0020,0.2633,224.1900,-0.0234,Negative,1
2025-01-06,1489.3062,2.2243,5.1102,2.6348,2.5003,-0.2760,2.2974,1435.5683,53.7380,2.4129,-0.1886,4.5291,0.5810,2.7444,-0.1096,2.6265,-0.1262,-0.0234,0.2710,218.9400,0.0320,Positive,3
2025-01-13,1420.4541,2.6612,5.5969,3.0231,2.8331,-0.1720,2.1032,1489.3062,-68.8522,2.2243,0.4368,5.1102,0.4867,2.6348,0.3883,2.5003,0.3328,0.0320,0.3009,225.9400,0.0394,Positive,3
2025-01-20,1491.7691,2.1925,5.1268,2.6293,2.5225,-0.3300,2.3384,1420.4541,71.3150,2.6612,-0.4687,5.5969,-0.4701,3.0231,-0.3938,2.8331,-0.3106,0.0394,0.2714,234.8500,0.0121,Neutral,2
2025-01-27,1466.4845,2.4823,5.4555,2.9968,2.6307,-0.1484,2.1978,1491.7691,-25.2846,2.1925,0.2898,5.1268,0.3287,2.6293,0.3675,2.5225,0.1082,0.0121,0.2924,237.6800,-0.0359,Negative,1
