date,nasdaqndxt,vix,vxazn,vxn,vix3m,vix_term_spread,vxazn_vix_ratio,nasdaqndxt_lag1,nasdaqndxt_delta,vix_lag1,vix_delta,vxazn_lag1,vxazn_delta,vxn_lag1,vxn_delta,vix3m_lag1,vix3m_delta,amzn_return_lag1,aggregate_vol_index,amzn_close,amzn_next_return,label,score_range
2025-02-03,1493.0200,2.5821,5.6344,2.9510,2.7111,-0.1290,2.1821,1466.4845,26.5355,2.4823,0.0998,5.4555,0.1789,2.9968,-0.0458,2.6307,0.0804,-0.0359,0.3016,229.1500,-0.0021,Neutral,2
2025-02-10,1537.4015,2.1925,3.6971,2.6126,2.5280,-0.3356,1.6863,1493.0200,44.3816,2.5821,-0.3897,5.6344,-1.9373,2.9510,-0.3384,2.7111,-0.1831,-0.0021,0.2445,228.6800,-0.0529,Negative,1
2025-02-17,1575.0657,2.1314,3.6680,2.5003,2.4698,-0.3384,1.7209,1537.4015,37.6641,2.1925,-0.0610,3.6971,-0.0291,2.6126,-0.1123,2.5280,-0.0582,-0.0529,0.2420,216.5800,-0.0199,Negative,1
2025-02-24,1494.9878,2.6321,4.4154,2.9760,2.7541,-0.1220,1.6776,1575.0657,-80.0779,2.1314,0.5006,3.6680,0.7475,2.5003,0.4757,2.4698,0.2843,-0.0199,0.2783,212.2800,-0.0614,Negative,1
2025-03-03,1410.1838,3.1590,5.0824,3.4613,3.0758,0.0832,1.6089,1494.9878,-84.8040,2.6321,0.5270,4.4154,0.6670,2.9760,0.4854,2.7541,0.3217,-0.0614,0.3141,199.2500,-0.0065,Neutral,2
2025-03-10,1324.1456,3.8635,6.0740,3.9994,3.5667,0.2968,1.5721,1410.1838,-86.0382,3.1590,0.7045,5.0824,0.9915,3.4613,0.5381,3.0758,0.4909,-0.0065,0.3657,197.9500,-0.0088,Neutral,2
2025-03-17,1393.2003,2.8442,5.0020,3.4724,2.9538,-0.1096,1.7587,1324.1456,69.0546,3.8635,-1.0193,6.0740,-1.0720,3.9994,-0.5270,3.5667,-0.6129,-0.0088,0.3019,196.2100,-0.0178,Negative,1
2025-03-24,1419.5846,2.4240,4.3045,2.9496,2.6404,-0.2163,1.7757,1393.2003,26.3843,2.8442,-0.4202,5.0020,-0.6975,3.4724,-0.5228,2.9538,-0.3134,-0.0178,0.2620,192.7200,-0.1127,Negative,1
2025-03-31,1313.6119,3.0897,5.6982,3.5182,3.0467,0.0430,1.8443,1419.5846,-105.9727,2.4240,0.6656,4.3045,1.3937,2.9496,0.5686,2.6404,0.4063,-0.1127,0.3182,171.0000,0.0811,Positive,3
2025-04-07,1160.5535,6.5150,9.0069,5.3584,5.1143,1.4006,1.3825,1313.6119,-153.0584,3.0897,3.4253,5.6982,3.3088,3.5182,1.8402,3.0467,2.0676,0.0811,0.5349,184.8700,-0.0663,Negative,1
2025-04-14,1250.6132,4.2837,7.4094,4.7607,4.1089,0.1747,1.7297,1160.5535,90.0597,6.5150,-2.2313,9.0069,-1.5975,5.3584,-0.5977,5.1143,-1.0054,-0.0663,0.4261,172.6100,0.0949,Positive,3
2025-04-21,1192.8578,4.6900,7.4482,5.1129,4.4140,0.2760,1.5881,1250.6132,-57.7554,4.2837,0.4063,7.4094,0.0388,4.7607,0.3522,4.1089,0.3051,0.0949,0.4452,188.9900,0.0052,Neutral,2
2025-04-28,1340.4178,3.4877,6.3208,3.9578,3.5681,-0.0804,1.8123,1192.8578,147.5600,4.6900,-1.2023,7.4482,-1.1274,5.1129,-1.1552,4.4140,-0.8459,0.0052,0.3642,189.9800,0.0162,Neutral,2
2025-05-05,1383.5499,3.2783,4.9798,3.6804,3.4045,-0.1262,1.5190,1340.4178,43.1321,3.4877,-0.2094,6.3208,-1.3410,3.9578,-0.2774,3.5681,-0.1636,0.0162,0.3251,193.0600,0.0649,Positive,3
2025-05-12,1472.3893,2.5502,4.2435,3.0897,2.8040,-0.2538,1.6639,1383.5499,88.8394,3.2783,-0.7280,4.9798,-0.7364,3.6804,-0.5908,3.4045,-0.6005,0.0649,0.2748,205.5900,-0.0224,Negative,1
2025-05-19,1501.6150,2.5156,4.3835,3.0439,2.8692,-0.3536,1.7426,1472.3893,29.2258,2.5502,-0.0347,4.2435,0.1401,3.0897,-0.0458,2.8040,0.0652,-0.0224,0.2803,200.9900,0.0200,Positive,3
2025-05-26,1451.4396,2.8525,4.8938,3.5071,3.3005,-0.4479,1.7156,1501.6150,-50.1754,2.5156,0.3370,4.3835,0.5103,3.0439,0.4632,2.8692,0.4313,0.0200,0.3143,205.0100,0.0418,Positive,3
2025-06-02,1480.9566,2.5461,4.2379,2.6945,2.9247,-0.3786,1.6645,1451.4396,29.5170,2.8525,-0.3065,4.8938,-0.6559,3.5071,-0.8126,3.3005,-0.3758,0.0418,0.2702,213.5700,-0.0069,Neutral,2
2025-06-09,1543.1274,2.3797,4.1270,2.7971,2.7860,-0.4063,1.7343,1480.9566,62.1708,2.5461,-0.1664,4.2379,-0.1109,2.6945,0.1026,2.9247,-0.1387,-0.0069,0.2684,212.1000,-0.0114,Negative,1
2025-06-16,1558.2569,2.6501,4.0978,2.9247,2.9441,-0.2940,1.5463,1543.1274,15.1294,2.3797,0.2704,4.1270,-0.0291,2.7971,0.1276,2.7860,0.1581,-0.0114,0.2810,209.6900,0.0649,Positive,3
2025-06-23,1551.0707,2.7499,4.1797,2.9330,3.0259,-0.2760,1.5199,1558.2569,-7.1861,2.6501,0.0998,4.0978,0.0818,2.9247,0.0083,2.9441,0.0818,0.0649,0.2864,223.3000,0.0005,Neutral,2
2025-06-30,1614.4424,2.3200,4.9424,2.7125,2.6958,-0.3758,2.1303,1551.0707,63.3717,2.7499,-0.4299,4.1797,0.7627,2.9330,-0.2205,3.0259,-0.3300,0.0005,0.2865,223.4100,0.0072,Neutral,2
2025-07-07,1623.4965,2.4670,5.4194,2.8678,2.8026,-0.3356,2.1967,1614.4424,9.0541,2.3200,0.1470,4.9424,0.4770,2.7125,0.1553,2.6958,0.1068,0.0072,0.3063,225.0200,0.0049,Neutral,2
2025-07-14,1623.8141,2.3852,5.1032,2.7430,2.7513,-0.3661,2.1395,1623.4965,0.3176,2.4670,-0.0818,5.4194,-0.3162,2.8678,-0.1248,2.8026,-0.0513,0.0049,0.2941,226.1300,0.0235,Positive,3
2025-07-21,1651.5352,2.3089,4.8522,2.5946,2.7056,-0.3966,2.1015,1623.8141,27.7211,2.3852,-0.0763,5.1032,-0.2510,2.7430,-0.1484,2.7513,-0.0458,0.0235,0.2853,231.4400,-0.0721,Negative,1
2025-07-28,1657.8380,2.0843,4.7829,2.3949,2.5183,-0.4341,2.2947,1651.5352,6.3028,2.3089,-0.2247,4.8522,-0.0693,2.5946,-0.1997,2.7056,-0.1872,-0.0721,0.2710,214.7500,0.0370,Positive,3
2025-08-04,1612.8643,2.4296,3.9897,2.6681,2.7194,-0.2898,1.6421,1657.8380,-44.9737,2.0843,0.3453,4.7829,-0.7932,2.3949,0.2732,2.5183,0.2011,0.0370,0.2679,222.6900,0.0375,Positive,3
2025-08-11,1597.6849,2.2535,3.7026,2.5197,2.6695,-0.4160,1.6431,1612.8643,-15.1794,2.4296,-0.1761,3.9897,-0.2871,2.6681,-0.1484,2.7194,-0.0499,0.0375,0.2527,231.0300,-0.0095,Neutral,2
2025-08-18,1622.2859,2.0787,3.6097,2.4615,2.5586,-0.4798,1.7365,1597.6849,24.6010,2.2535,-0.1747,3.7026,-0.0929,2.5197,-0.0582,2.6695,-0.1109,-0.0095,0.2452,228.8400,0.0007,Neutral,2
2025-08-25,1610.6469,2.0510,3.6693,2.5544,2.4989,-0.4479,1.7890,1622.2859,-11.6390,2.0787,-0.0277,3.6097,0.0596,2.4615,0.0929,2.5586,-0.0596,0.0007,0.2454,229.0000,0.0145,Neutral,2
2025-09-01,1612.1224,2.2354,3.5764,2.6501,2.5447,-0.3092,1.5999,1610.6469,1.4755,2.0510,0.1844,3.6693,-0.0929,2.5544,0.0957,2.4989,0.0458,0.0145,0.2503,232.3300,-0.0180,Negative,1
2025-09-08,1640.9030,2.0954,3.7470,2.5447,2.5364,-0.4410,1.7882,1612.1224,28.7806,2.2354,-0.1401,3.5764,0.1706,2.6501,-0.1054,2.5447,-0.0083,-0.0180,0.2512,228.1500,0.0146,Neutral,2
2025-09-15,1666.3444,2.1758,3.9994,2.6515,2.5696,-0.3938,1.8381,1640.9030,25.4413,2.0954,0.0804,3.7470,0.2524,2.5447,0.1068,2.5364,0.0333,0.0146,0.2634,231.4800,-0.0505,Negative,1
2025-09-22,1738.9213,2.2327,4.1894,2.6931,2.6279,-0.3952,1.8764,1666.3444,72.5770,2.1758,0.0569,3.9994,0.1900,2.6515,0.0416,2.5696,0.0582,-0.0505,0.2770,219.7800,-0.0012,Neutral,2
2025-09-29,1741.1914,2.2354,5.1227,2.7555,2.6015,-0.3661,2.2916,1738.9213,2.2701,2.2327,0.0028,4.1894,0.9333,2.6931,0.0624,2.6279,-0.0263,-0.0012,0.2978,219.5100,-0.0143,Negative,1
2025-10-06,1791.1519,2.2701,5.8826,2.8290,2.6515,-0.3814,2.5913,1741.1914,49.9605,2.2354,0.0347,5.1227,0.7599,2.7555,0.0735,2.6015,0.0499,-0.0143,0.3217,216.3700,-0.0154,Negative,1
2025-10-13,1758.2679,2.6390,6.2432,3.1618,2.9025,-0.2635,2.3657,1791.1519,-32.8840,2.2701,0.3689,5.8826,0.3606,2.8290,0.3328,2.6515,0.2510,-0.0154,0.3473,213.0400,0.0524,Positive,3
2025-10-20,1796.4812,2.5280,6.3333,3.1396,2.8165,-0.2884,2.5052,1758.2679,38.2133,2.6390,-0.1109,6.2432,0.0901,3.1618,-0.0222,2.9025,-0.0860,0.0524,0.3476,224.2100,0.0892,Positive,3
2025-10-27,1848.6174,2.1897,5.7176,2.8428,2.6334,-0.4438,2.6111,1796.4812,52.1363,2.5280,-0.3384,6.3333,-0.6157,3.1396,-0.2968,2.8165,-0.1831,0.0892,0.3213,244.2200,0.0008,Neutral,2
2025-11-03,1837.3154,2.3811,4.6304,3.0134,2.8262,-0.4451,1.9447,1848.6174,-11.3020,2.1897,0.1914,5.7176,-1.0872,2.8428,0.1706,2.6334,0.1928,0.0008,0.3094,244.4100,-0.0398,Negative,1
2025-11-10,1795.4841,2.4407,4.5846,3.1368,2.8068,-0.3661,1.8784,1837.3154,-41.8313,2.3811,0.0596,4.6304,-0.0458,3.0134,0.1234,2.8262,-0.0194,-0.0398,0.3081,234.6900,-0.0597,Negative,1
2025-11-17,1700.4861,3.1035,5.1975,3.9051,3.2145,-0.1109,1.6747,1795.4841,-94.9980,2.4407,0.6629,4.5846,0.6129,3.1368,0.7683,2.8068,0.4077,-0.0597,0.3527,220.6900,0.0568,Positive,3
2025-11-24,1683.3348,2.8456,4.8287,3.5459,3.0300,-0.1844,1.6969,1700.4861,-17.1513,3.1035,-0.2579,5.1975,-0.3689,3.9051,-0.3592,3.2145,-0.1844,0.0568,0.3261,233.2200,-0.0158,Negative,1
2025-12-01,1734.0691,2.3908,4.4931,3.0592,2.8040,-0.4133,1.8794,1683.3348,50.7343,2.8456,-0.4549,4.8287,-0.3356,3.5459,-0.4867,3.0300,-0.2260,-0.0158,0.2983,229.5300,-0.0146,Negative,1
2025-12-08,1809.2240,2.3103,4.3045,2.8775,2.7610,-0.4507,1.8631,1734.0691,75.1549,2.3908,-0.0804,4.4931,-0.1886,3.0592,-0.1817,2.8040,-0.0430,-0.0146,0.2942,226.1900,0.0051,Neutral,2
2025-12-15,1756.5996,2.2881,4.1963,2.8720,2.7291,-0.4410,1.8339,1809.2240,-52.6244,2.3103,-0.0222,4.3045,-0.1082,2.8775,-0.0055,2.7610,-0.0319,0.0051,0.2861,227.3500,0.0227,Positive,3
2025-12-22,1780.6376,1.9525,3.7512,2.4753,2.4670,-0.5145,1.9212,1756.5996,24.0379,2.2881,-0.3356,4.1963,-0.4451,2.8720,-0.3966,2.7291,-0.2621,0.0227,0.2570,232.5200,-0.0259,Negative,1
2025-12-29,1773.0742,1.9692,3.6541,2.5502,2.4712,-0.5020,1.8556,1780.6376,-7.5633,1.9525,0.0166,3.7512,-0.0971,2.4753,0.0749,2.4670,0.0042,-0.0259,0.2563,226.5000,0.0922,Positive,3
2026-01-05,1780.4212,2.0663,5.0963,2.7749,2.5405,-0.4743,2.4664,1773.0742,7.3470,1.9692,0.0971,3.6541,1.4422,2.5502,0.2247,2.4712,0.0693,0.0922,0.2960,247.3800,-0.0334,Negative,1
2026-01-12,1821.8532,2.0968,5.5151,2.7083,2.5280,-0.4313,2.6303,1780.4212,41.4319,2.0663,0.0305,5.0963,0.4188,2.7749,-0.0666,2.5405,-0.0125,-0.0334,0.3074,239.1200,0.0002,Neutral,2
2026-01-19,1796.4729,2.6126,5.5942,2.8137,2.6334,-0.0208,2.1412,1821.8532,-25.3803,2.0968,0.5159,5.5151,0.0790,2.7083,0.1054,2.5280,0.1054,0.0002,0.3220,239.1600,0.0006,Neutral,2
2026-01-26,1821.4233,2.2396,6.0351,2.8331,2.6445,-0.4049,2.6947,1796.4729,24.9504,2.6126,-0.3730,5.5942,0.4410,2.8137,0.0194,2.6334,0.0111,0.0006,0.3268,239.3000,-0.1211,Negative,1
2026-02-02,1806.6807,2.2660,6.1003,2.9441,2.6861,-0.4202,2.6922,1821.4233,-14.7425,2.2396,0.0263,6.0351,0.0652,2.8331,0.1109,2.6445,0.0416,-0.1211,0.3309,210.3200,-0.0548,Negative,1
2026-02-09,1746.1227,2.4074,4.8786,3.2478,2.7860,-0.3786,2.0265,1806.6807,-60.5580,2.2660,0.1414,6.1003,-1.2217,2.9441,0.3037,2.6861,0.0998,-0.0548,0.3113,198.7900,0.0569,Positive,3
2026-02-16,1720.5899,2.9399,5.0381,3.6569,3.0744,-0.1345,1.7137,1746.1227,-25.5329,2.4074,0.5325,4.8786,0.1595,3.2478,0.4091,2.7860,0.2884,0.0569,0.3390,210.1100,-0.0005,Neutral,2
2026-02-23,1674.6857,2.9136,5.1975,3.6555,3.0703,-0.1567,1.7839,1720.5899,-45.9042,2.9399,-0.0263,5.0381,0.1595,3.6569,-0.0014,3.0744,-0.0042,-0.0005,0.3379,210.0000,0.0153,Neutral,2
2026-03-02,1701.5110,2.9732,5.1698,3.5223,3.1119,-0.1387,1.7388,1674.6857,26.8253,2.9136,0.0596,5.1975,-0.0277,3.6555,-0.1331,3.0703,0.0416,0.0153,0.3390,213.2100,-0.0260,Negative,1
2026-03-09,1710.9825,3.5362,5.1656,3.8399,3.5140,0.0222,1.4608,1701.5110,9.4715,2.9732,0.5630,5.1698,-0.0042,3.5223,0.3176,3.1119,0.4022,-0.0260,0.3678,207.6700,-0.0111,Negative,1
2026-03-16,1693.4179,3.2603,4.9341,3.6499,3.4558,-0.1955,1.5134,1710.9825,-17.5646,3.5362,-0.2760,5.1656,-0.2316,3.8399,-0.1900,3.5140,-0.0582,-0.0111,0.3505,205.3700,-0.0294,Negative,1
2026-03-23,1688.6946,3.6264,4.8176,3.8801,3.6194,0.0069,1.3285,1693.4179,-4.7233,3.2603,0.3661,4.9341,-0.1165,3.6499,0.2302,3.4558,0.1636,-0.0294,0.3638,199.3400,0.0523,Positive,3
2026-03-30,1568.7032,4.2448,6.5607,4.6123,4.0396,0.2052,1.5456,1688.6946,-119.9914,3.6264,0.6185,4.8176,1.7431,3.8801,0.7322,3.6194,0.4202,0.0523,0.4291,209.7700,0.1364,Positive,3
2026-04-06,1681.5223,3.3518,6.2695,3.7983,3.4350,-0.0832,1.8705,1568.7032,112.8191,4.2448,-0.8931,6.5607,-0.2912,4.6123,-0.8140,4.0396,-0.6046,0.1364,0.3823,238.3800,0.0511,Positive,3
2026-04-13,1767.5785,2.6515,6.2223,3.0772,2.9593,-0.3079,2.3468,1681.5223,86.0562,3.3518,-0.7003,6.2695,-0.0471,3.7983,-0.7211,3.4350,-0.4757,0.0511,0.3476,250.5600,0.0536,Positive,3
2026-04-20,1901.2197,2.6168,5.9256,3.1798,2.9455,-0.3287,2.2644,1767.5785,133.6411,2.6515,-0.0347,6.2223,-0.2968,3.0772,0.1026,2.9593,-0.0139,0.0536,0.3536,263.9900,0.0162,Neutral,2
2026-04-27,1984.7215,2.4989,5.9977,3.2006,2.8803,-0.3814,2.4001,1901.2197,83.5018,2.6168,-0.1179,5.9256,0.0721,3.1798,0.0208,2.9455,-0.0652,0.0162,0.3586,268.2600,0.0165,Neutral,2
2026-05-04,2062.7498,2.5364,4.3738,3.1951,2.9191,-0.3827,1.7244,1984.7215,78.0283,2.4989,0.0374,5.9977,-1.6239,3.2006,-0.0055,2.8803,0.0388,0.0165,0.3321,272.6800,-0.0313,Negative,1
2026-05-11,2257.3830,2.5488,4.2837,3.4308,2.9455,-0.3966,1.6806,2062.7498,194.6332,2.5364,0.0125,4.3738,-0.0901,3.1951,0.2357,2.9191,0.0263,-0.0313,0.3523,264.1400,0.0083,Neutral,2
2026-05-18,2191.2391,2.4712,4.3475,3.3573,2.9011,-0.4299,1.7593,2257.3830,-66.1438,2.5488,-0.0777,4.2837,0.0638,3.4308,-0.0735,2.9455,-0.0444,0.0083,0.3439,266.3200,0.0162,Neutral,2
2026-05-25,2308.7343,2.3006,4.2407,3.1646,2.7777,-0.4770,1.8433,2191.2391,117.4952,2.4712,-0.1706,4.3475,-0.1068,3.3573,-0.1928,2.9011,-0.1234,0.0162,0.3410,270.6400,-0.0909,Negative,1
2026-06-01,2490.6053,2.2257,4.7829,3.2145,2.6945,-0.4687,2.1489,2308.7343,181.8709,2.3006,-0.0749,4.2407,0.5422,3.1646,0.0499,2.7777,-0.0832,-0.0909,0.3653,246.0300,-0.0304,Negative,1
2026-06-08,2373.3971,2.6237,4.8606,3.7609,2.8831,-0.2593,1.8525,2490.6053,-117.2082,2.2257,0.3980,4.7829,0.0777,3.2145,0.5464,2.6945,0.1886,-0.0304,0.3811,238.5500,0.0245,Positive,3
