date,amzn,amzn_volume,amzn_change_pct,ixic,ixic_volume,ixic_change_pct,nasdaqndxt,sp500_25,sp500_25_change_pct,spx,spx_change_pct,vixcls,vxazn,amzn_lag1,amzn_delta,amzn_volume_lag1,amzn_volume_delta,amzn_change_pct_lag1,amzn_change_pct_delta,ixic_lag1,ixic_delta,ixic_volume_lag1,ixic_volume_delta,ixic_change_pct_lag1,ixic_change_pct_delta,nasdaqndxt_lag1,nasdaqndxt_delta,sp500_25_lag1,sp500_25_delta,sp500_25_change_pct_lag1,sp500_25_change_pct_delta,spx_lag1,spx_delta,spx_change_pct_lag1,spx_change_pct_delta,vixcls_lag1,vixcls_delta,vxazn_lag1,vxazn_delta,amzn_next_return,stage1_significant,stage2_direction,label
2013-08-22,14.49,17.163658753685997,1.83,3638.71,19.36777222885791,1.08,1663.66,463.58,1.06,1657.0,0.86,14.76,25.96,14.23,0.26,17.408154431722846,-7880000.0,-0.84,2.67,3599.79,38.92,19.645073634907227,-82390000.0,-0.38,1.46,1646.5,17.16,458.71,4.87,-0.84,1.9,1642.8,14.2,-0.57,1.43,15.94,-1.18,25.87,0.09,0.0007,0,1,Neutral
2013-08-23,14.5,17.48851468831997,0.07,3657.79,19.65312438316979,0.52,1672.96,463.67,0.02,1663.5,0.39,13.98,25.25,14.49,0.01,17.163658753685997,10920000.0,1.83,-1.76,3638.71,19.08,19.36777222885791,85140000.0,1.08,-0.56,1663.66,9.3,463.58,0.09,1.06,-1.04,1657.0,6.5,0.86,-0.47,14.76,-0.78,25.96,-0.71,-0.0131,0,0,Neutral
2013-08-26,14.31,17.352403684183937,-1.31,3657.57,19.584612501863678,-0.01,1667.07,462.64,-0.22,1656.8,-0.4,14.99,26.32,14.5,-0.19,17.48851468831997,-5010000.0,0.07,-1.38,3657.79,-0.22,19.65312438316979,-22710000.0,0.52,-0.53,1672.96,-5.89,463.67,-1.03,0.02,-0.24,1663.5,-6.7,0.39,-0.79,13.98,1.01,25.25,1.07,-0.0182,1,0,Negative
2013-08-27,14.05,17.717887206534474,-1.82,3578.52,19.731901284714212,-2.16,1631.12,455.2,-1.61,1630.5,-1.59,16.77,27.94,14.31,-0.26,17.352403684183937,15160000.0,-1.31,-0.51,3657.57,-79.05,19.584612501863678,50820000.0,-0.01,-2.15,1667.07,-35.95,462.64,-7.44,-0.22,-1.39,1656.8,-26.3,-0.4,-1.19,14.99,1.78,26.32,1.62,0.0021,0,1,Neutral
2013-08-28,14.08,17.187965505066092,0.21,3593.35,19.56690790640666,0.41,1640.91,457.15,0.43,1635.0,0.28,16.49,27.46,14.05,0.03,17.717887206534474,-20370000.0,-1.82,2.03,3578.52,14.83,19.731901284714212,-56440000.0,-2.16,2.57,1631.12,9.79,455.2,1.95,-1.61,2.04,1630.5,4.5,-1.59,1.87,16.77,-0.28,27.94,-0.48,0.0085,0,1,Neutral
2013-08-29,14.2,17.260086694846663,0.85,3620.3,19.53388603820842,0.75,1653.04,459.15,0.44,1638.2,0.2,16.81,27.11,14.08,0.12,17.187965505066092,2180000.0,0.21,0.64,3593.35,26.95,19.56690790640666,-10220000.0,0.41,0.34,1640.91,12.13,457.15,2.0,0.43,0.01,1635.0,3.2,0.28,-0.08,16.49,0.32,27.46,-0.35,-0.0106,0,0,Neutral
2013-08-30,14.05,17.23944745917982,-1.06,3589.87,19.715928326792188,-0.84,1643.54,456.18,-0.65,1633.0,-0.32,17.01,27.45,14.2,-0.15,17.260086694846663,-640000.0,0.85,-1.91,3620.3,-30.43,19.53388603820842,60780000.0,0.75,-1.59,1653.04,-9.5,459.15,-2.97,0.44,-1.09,1638.2,-5.2,0.2,-0.52,16.81,0.2,27.11,0.34,0.0278,1,1,Positive
2013-09-03,14.44,17.875436210566217,2.78,3612.61,19.83463891148652,0.63,1658.46,459.58,0.75,1639.8,0.42,16.61,27.72,14.05,0.39,17.23944745917982,27280000.0,-1.06,3.84,3589.87,22.74,19.715928326792188,46030000.0,-0.84,1.47,1643.54,14.92,456.18,3.4,-0.65,1.4,1633.0,6.8,-0.32,0.74,17.01,-0.4,27.45,0.27,0.0166,1,1,Positive
2013-09-04,14.68,17.703035952288023,1.66,3649.04,19.87619795244606,1.01,1679.26,464.22,1.01,1653.1,0.81,15.88,26.96,14.44,0.24,17.875436210566217,-9180000.0,2.78,-1.12,3612.61,36.43,19.83463891148652,17450000.0,0.63,0.38,1658.46,20.8,459.58,4.64,0.75,0.26,1639.8,13.3,0.42,0.39,16.61,-0.73,27.72,-0.76,0.002,0,1,Neutral
2013-09-05,14.71,17.410079360079497,0.2,3658.78,19.636839006105767,0.27,1684.75,464.65,0.09,1655.1,0.12,15.77,26.75,14.68,0.03,17.703035952288023,-12390000.0,1.66,-1.46,3649.04,9.74,19.87619795244606,-91250000.0,1.01,-0.74,1679.26,5.49,464.22,0.43,1.01,-0.92,1653.1,2.0,0.81,-0.69,15.88,-0.11,26.96,-0.21,0.0054,0,1,Neutral
2013-09-06,14.79,17.641321888374097,0.54,3660.01,19.782938529804834,0.03,1686.36,463.66,-0.21,1655.2,0.01,15.85,26.91,14.71,0.08,17.410079360079497,9470000.0,0.2,0.34,3658.78,1.23,19.636839006105767,53080000.0,0.27,-0.24,1684.75,1.61,464.65,-0.99,0.09,-0.3,1655.1,0.1,0.12,-0.11,15.77,0.08,26.75,0.16,0.0135,0,1,Neutral
2013-09-09,14.99,17.309590964149812,1.35,3706.18,19.67899968085973,1.26,1704.74,467.93,0.92,1671.7,1.0,15.63,26.75,14.79,0.2,17.641321888374097,-12950000.0,0.54,0.81,3660.01,46.17,19.782938529804834,-38550000.0,0.03,1.23,1686.36,18.38,463.66,4.27,-0.21,1.13,1655.2,16.5,0.01,0.99,15.85,-0.22,26.91,-0.16,0.002,0,1,Neutral
2013-09-10,15.02,17.388417863899907,0.2,3729.02,19.815810956212662,0.62,1724.46,472.45,0.97,1684.0,0.74,14.53,25.23,14.99,0.03,17.309590964149812,2700000.0,1.35,-1.15,3706.18,22.84,19.67899968085973,51600000.0,1.26,-0.64,1704.74,19.72,467.93,4.52,0.92,0.05,1671.7,12.3,1.0,-0.26,15.63,-1.1,26.75,-1.52,-0.0027,0,0,Neutral
2013-09-11,14.98,17.368283907726305,-0.27,3725.01,19.761742358408178,-0.11,1731.44,475.7,0.69,1689.1,0.3,13.82,24.72,15.02,-0.04,17.388417863899907,-710000.0,0.2,-0.47,3729.02,-4.01,19.815810956212662,-21240000.0,0.62,-0.73,1724.46,6.98,472.45,3.25,0.97,-0.28,1684.0,5.1,0.74,-0.44,14.53,-0.71,25.23,-0.51,-0.0027,0,0,Neutral
2013-09-12,14.94,17.285300762215602,-0.27,3715.97,19.675384687536262,-0.24,1723.55,474.64,-0.22,1683.4,-0.34,14.29,24.93,14.98,-0.04,17.368283907726305,-2780000.0,-0.27,0.0,3725.01,-9.04,19.761742358408178,-31630000.0,-0.11,-0.13,1731.44,-7.89,475.7,-1.06,0.69,-0.91,1689.1,-5.7,0.3,-0.64,13.82,0.47,24.72,0.21,-0.0027,0,0,Neutral
2013-09-13,14.9,17.11171776279212,-0.27,3722.18,19.54444082940368,0.17,1725.88,476.14,0.32,1688.0,0.27,14.16,24.4,14.94,-0.04,17.285300762215602,-5120000.0,-0.27,0.0,3715.97,6.21,19.675384687536262,-43040000.0,-0.24,0.41,1723.55,2.33,474.64,1.5,-0.22,0.54,1683.4,4.6,-0.34,0.61,14.29,-0.13,24.93,-0.53,-0.0067,0,0,Neutral
2013-09-16,14.8,17.40925484445836,-0.67,3717.85,19.67598334484964,-0.12,1728.25,478.0,0.39,1697.6,0.57,14.38,23.57,14.9,-0.1,17.11171776279212,9360000.0,-0.27,-0.4,3722.18,-4.33,19.54444082940368,43250000.0,0.17,-0.29,1725.88,2.37,476.14,1.86,0.32,0.07,1688.0,9.6,0.27,0.3,14.16,0.22,24.4,-0.83,0.0277,1,1,Positive
2013-09-17,15.21,17.643064428528756,2.77,3745.7,19.632532431203444,0.75,1743.35,480.77,0.58,1704.8,0.42,14.53,24.55,14.8,0.41,17.40925484445836,9580000.0,-0.67,3.44,3717.85,27.85,19.67598334484964,-14920000.0,-0.12,0.87,1728.25,15.1,478.0,2.77,0.39,0.19,1697.6,7.2,0.57,-0.15,14.38,0.15,23.57,0.98,0.0256,1,1,Positive
2013-09-18,15.6,17.89203055224023,2.56,3783.64,19.839635889731472,1.01,1758.22,486.47,1.19,1725.5,1.21,13.59,25.13,15.21,0.39,17.643064428528756,12990000.0,2.77,-0.21,3745.7,37.94,19.632532431203444,77310000.0,0.75,0.26,1743.35,14.87,480.77,5.7,0.58,0.61,1704.8,20.7,0.42,0.79,14.53,-0.94,24.55,0.58,0.0,0,0,Neutral
2013-09-19,15.6,17.66608362234374,0.0,3789.38,19.77664475784141,0.15,1762.43,486.51,0.01,1722.3,-0.19,13.16,25.14,15.6,0.0,17.89203055224023,-11920000.0,2.56,-2.56,3783.64,5.74,19.839635889731472,-25230000.0,1.01,-0.86,1758.22,4.21,486.47,0.04,1.19,-1.18,1725.5,-3.2,1.21,-1.4,13.59,-0.43,25.13,0.01,0.0141,0,1,Neutral
2013-09-20,15.82,18.480081096657106,1.41,3774.73,20.687794088674266,-0.39,1755.43,483.29,-0.66,1709.9,-0.72,13.12,26.39,15.6,0.22,17.66608362234374,59100000.0,0.0,1.41,3789.38,-14.65,19.77664475784141,577100000.0,0.15,-0.54,1762.43,-7.0,486.51,-3.22,0.01,-0.67,1722.3,-12.4,-0.19,-0.53,13.16,-0.04,25.14,1.25,-0.0158,1,0,Negative
2013-09-23,15.57,17.445170678943438,-1.58,3765.29,19.837334560006845,-0.25,1745.2,479.76,-0.73,1701.8,-0.47,14.31,28.6,15.82,-0.25,18.480081096657106,-68420000.0,1.41,-2.99,3774.73,-9.44,20.687794088674266,-552820000.0,-0.39,0.14,1755.43,-10.23,483.29,-3.53,-0.66,-0.07,1709.9,-8.1,-0.72,0.25,13.12,1.19,26.39,2.21,0.009,0,1,Neutral
2013-09-24,15.71,17.521001302471557,0.9,3768.25,19.834541635222088,0.08,1749.91,480.43,0.14,1697.4,-0.26,14.08,29.05,15.57,0.14,17.445170678943438,2970000.0,-1.58,2.48,3765.29,2.96,19.837334560006845,-1150000.0,-0.25,0.33,1745.2,4.71,479.76,0.67,-0.73,0.87,1701.8,-4.4,-0.47,0.21,14.31,-0.23,28.6,0.45,-0.0051,0,0,Neutral
2013-09-25,15.63,17.50937757846487,-0.51,3761.1,19.798590051058866,-0.19,1754.32,477.94,-0.52,1692.8,-0.27,14.01,29.63,15.71,-0.08,17.521001302471557,-470000.0,0.9,-1.41,3768.25,-7.15,19.834541635222088,-14520000.0,0.08,-0.27,1749.91,4.41,480.43,-2.49,0.14,-0.66,1697.4,-4.6,-0.26,-0.01,14.08,-0.07,29.05,0.58,0.0179,1,1,Positive
2013-09-26,15.91,17.499879881713333,1.79,3787.43,19.78434598956911,0.7,1759.83,482.25,0.9,1698.7,0.35,14.06,30.4,15.63,0.28,17.50937757846487,-380000.0,-0.51,2.3,3761.1,26.33,19.798590051058866,-5610000.0,-0.19,0.89,1754.32,5.51,477.94,4.31,-0.52,1.42,1692.8,5.9,-0.27,0.62,14.01,0.05,29.63,0.77,-0.0069,0,0,Neutral
2013-09-27,15.8,17.31715644107096,-0.69,3781.59,19.752993993844406,-0.15,1754.56,482.49,0.05,1691.8,-0.41,15.46,30.56,15.91,-0.11,17.499879881713333,-6650000.0,1.79,-2.48,3787.43,-5.84,19.78434598956911,-12070000.0,0.7,-0.85,1759.83,-5.27,482.25,0.24,0.9,-0.85,1698.7,-6.9,0.35,-0.76,14.06,1.4,30.4,0.16,-0.0108,0,0,Neutral
2013-09-30,15.63,17.29736587339419,-1.08,3771.48,20.06463602034417,-0.27,1750.28,480.3,-0.45,1681.5,-0.61,16.6,32.63,15.8,-0.17,17.31715644107096,-650000.0,-0.69,-0.39,3781.59,-10.11,19.752993993844406,138580000.0,-0.15,-0.12,1754.56,-4.28,482.49,-2.19,0.05,-0.5,1691.8,-10.3,-0.41,-0.2,15.46,1.14,30.56,2.07,0.0269,1,1,Positive
2013-10-01,16.05,17.68629483621784,2.69,3817.98,19.873815664329424,1.23,1765.98,484.54,0.88,1695.0,0.8,15.54,32.76,15.63,0.42,17.29736587339419,15460000.0,-1.08,3.77,3771.48,46.5,20.06463602034417,-89910000.0,-0.27,1.5,1750.28,15.7,480.3,4.24,-0.45,1.33,1681.5,13.5,-0.61,1.41,16.6,-1.06,32.63,0.13,-0.0012,0,0,Neutral
2013-10-02,16.03,17.610775025259187,-0.12,3815.02,19.779192726630235,-0.08,1766.08,484.22,-0.07,1693.9,-0.06,16.6,33.67,16.05,-0.02,17.68629483621784,-3490000.0,2.69,-2.81,3817.98,-2.96,19.873815664329424,-38610000.0,1.23,-1.31,1765.98,0.1,484.54,-0.32,0.88,-0.95,1695.0,-1.1,0.8,-0.86,15.54,1.06,32.76,0.91,-0.0181,1,0,Negative
2013-10-03,15.74,17.79687306013123,-1.81,3774.34,19.884422141519455,-1.07,1748.5,479.3,-1.02,1678.7,-0.9,17.67,34.65,16.03,-0.29,17.610775025259187,9100000.0,-0.12,-1.69,3815.02,-40.68,19.779192726630235,43170000.0,-0.08,-0.99,1766.08,-17.58,484.22,-4.92,-0.07,-0.95,1693.9,-15.2,-0.06,-0.84,16.6,1.07,33.67,0.98,0.0133,0,1,Neutral
2013-10-04,15.95,17.40732832678329,1.33,3807.75,19.651782218586263,0.89,1769.73,483.51,0.88,1690.5,0.7,16.74,34.29,15.74,0.21,17.79687306013123,-17290000.0,-1.81,3.14,3774.34,33.41,19.884422141519455,-89710000.0,-1.07,1.96,1748.5,21.23,479.3,4.21,-1.02,1.9,1678.7,11.8,-0.9,1.6,17.67,-0.93,34.65,-0.36,-0.0282,1,0,Negative
2013-10-07,15.5,17.546251490148194,-2.82,3770.38,19.67561278972638,-0.98,1758.37,476.76,-1.4,1676.1,-0.85,19.41,37.02,15.95,-0.45,17.40732832678329,5410000.0,1.33,-4.15,3807.75,-37.37,19.651782218586263,8260000.0,0.89,-1.87,1769.73,-11.36,483.51,-6.75,0.88,-2.28,1690.5,-14.4,0.7,-1.55,16.74,2.67,34.29,2.73,-0.0219,1,0,Negative
2013-10-08,15.16,17.96544750937549,-2.19,3694.83,19.992562159736373,-2.0,1725.54,468.89,-1.65,1655.5,-1.23,20.34,40.02,15.5,-0.34,17.546251490148194,21720000.0,-2.82,0.63,3770.38,-75.55,19.67561278972638,130810000.0,-0.98,-1.02,1758.37,-32.83,476.76,-7.87,-1.4,-0.25,1676.1,-20.6,-0.85,-0.38,19.41,0.93,37.02,3.0,-0.0165,1,0,Negative
2013-10-09,14.91,17.990820494379907,-1.65,3677.78,20.094725927035736,-0.46,1719.49,467.16,-0.37,1656.4,0.05,19.6,40.76,15.16,-0.25,17.96544750937549,1630000.0,-2.19,0.54,3694.83,-17.05,19.992562159736373,51800000.0,-2.0,1.54,1725.54,-6.05,468.89,-1.73,-1.65,1.28,1655.5,0.9,-1.23,1.28,20.34,-0.74,40.02,0.74,0.0235,1,1,Positive
2013-10-10,15.26,17.75007754738148,2.35,3760.75,19.897135687064676,2.26,1752.5,477.78,2.27,1692.6,2.19,16.48,38.55,14.91,0.35,17.990820494379907,-13920000.0,-1.65,4.0,3677.78,82.97,20.094725927035736,-95630000.0,-0.46,2.72,1719.49,33.01,467.16,10.62,-0.37,2.64,1656.4,36.2,0.05,2.14,19.6,-3.12,40.76,-2.21,0.0183,1,1,Positive
2013-10-11,15.54,17.58273900160523,1.83,3791.87,19.827733160605405,0.83,1762.88,481.53,0.78,1703.2,0.63,15.72,37.62,15.26,0.28,17.75007754738148,-7880000.0,2.35,-0.52,3760.75,31.12,19.897135687064676,-29350000.0,2.26,-1.43,1752.5,10.38,477.78,3.75,2.27,-1.49,1692.6,10.6,2.19,-1.56,16.48,-0.76,38.55,-0.93,0.0,0,0,Neutral
2013-10-14,15.54,17.473415233565266,0.0,3815.28,19.71266442834827,0.62,1773.87,483.34,0.38,1710.1,0.41,16.07,39.36,15.54,0.0,17.58273900160523,-4480000.0,1.83,-1.83,3791.87,23.41,19.827733160605405,-44390000.0,0.83,-0.21,1762.88,10.99,481.53,1.81,0.78,-0.4,1703.2,6.9,0.63,-0.22,15.72,0.35,37.62,1.74,-0.0142,0,0,Neutral
2013-10-15,15.32,17.627271163563247,-1.42,3794.01,19.88550898503754,-0.56,1754.96,479.42,-0.81,1698.1,-0.7,18.66,39.36,15.54,-0.22,17.473415233565266,6450000.0,0.0,-1.42,3815.28,-21.27,19.71266442834827,68680000.0,0.62,-1.18,1773.87,-18.91,483.34,-3.92,0.38,-1.19,1710.1,-12.0,0.41,-1.11,16.07,2.59,39.36,0.0,0.0131,0,1,Neutral
2013-10-16,15.52,17.59079706274947,1.31,3839.43,19.827635210217437,1.2,1767.94,485.21,1.21,1721.5,1.38,14.71,37.45,15.32,0.2,17.627271163563247,-1620000.0,-1.42,2.73,3794.01,45.42,19.88550898503754,-24330000.0,-0.56,1.76,1754.96,12.98,479.42,5.79,-0.81,2.02,1698.1,23.4,-0.7,2.08,18.66,-3.95,39.36,-1.91,0.0013,0,1,Neutral
2013-10-17,15.54,17.78523629239932,0.13,3863.15,19.991128318774702,0.62,1778.08,488.81,0.74,1733.2,0.68,13.48,35.9,15.52,0.02,17.59079706274947,9360000.0,1.31,-1.18,3839.43,23.72,19.827635210217437,72530000.0,1.2,-0.58,1767.94,10.14,485.21,3.6,1.21,-0.47,1721.5,11.7,1.38,-0.7,14.71,-1.23,37.45,-1.55,0.0586,1,1,Positive
2013-10-18,16.45,18.597989767297985,5.86,3914.28,20.096673894457705,1.32,1799.71,491.81,0.61,1744.5,0.65,13.04,37.83,15.54,0.91,17.78523629239932,66430000.0,0.13,5.73,3863.15,51.13,19.991128318774702,53530000.0,0.62,0.7,1778.08,21.63,488.81,3.0,0.74,-0.13,1733.2,11.3,0.68,-0.03,13.48,-0.44,35.9,1.93,-0.0079,0,0,Neutral
2013-10-21,16.32,17.73847352321315,-0.79,3920.05,19.832472274407838,0.15,1805.33,492.83,0.21,1744.7,0.01,13.16,39.01,16.45,-0.13,18.597989767297985,-68850000.0,5.86,-6.65,3914.28,5.77,20.096673894457705,-124080000.0,1.32,-1.17,1799.71,5.62,491.81,1.02,0.61,-0.4,1744.5,0.2,0.65,-0.64,13.04,0.12,37.83,1.18,0.019,1,1,Positive
2013-10-22,16.63,18.183184699094454,1.9,3929.57,19.917218681410056,0.24,1799.39,496.34,0.71,1754.7,0.57,13.33,39.74,16.32,0.31,17.73847352321315,28310000.0,-0.79,2.69,3920.05,9.52,19.832472274407838,36290000.0,0.15,0.09,1805.33,-5.94,492.83,3.51,0.21,0.5,1744.7,10.0,0.01,0.56,13.16,0.17,39.01,0.73,-0.0174,1,0,Negative
2013-10-23,16.34,17.847270262737833,-1.74,3907.07,19.925935227689887,-0.57,1764.45,493.39,-0.59,1746.4,-0.47,13.42,42.07,16.63,-0.29,18.183184699094454,-22500000.0,1.9,-3.64,3929.57,-22.5,19.917218681410056,3910000.0,0.24,-0.81,1799.39,-34.94,496.34,-2.95,0.71,-1.3,1754.7,-8.3,0.57,-1.04,13.33,0.09,39.74,2.33,0.0165,1,1,Positive
2013-10-24,16.61,18.583564615350742,1.65,3928.96,20.00176033533894,0.56,1767.71,498.1,0.95,1752.1,0.33,13.2,43.43,16.34,0.27,17.847270262737833,61330000.0,-1.74,3.39,3907.07,21.89,19.925935227689887,35490000.0,-0.57,1.13,1764.45,3.26,493.39,4.71,-0.59,1.54,1746.4,5.7,-0.47,0.8,13.42,-0.22,42.07,1.36,0.0939,1,1,Positive
2013-10-25,18.17,19.299809446289196,9.39,3943.36,19.97968814969055,0.37,1769.76,501.55,0.69,1759.8,0.44,13.09,30.87,16.61,1.56,18.583564615350742,123190000.0,1.65,7.74,3928.96,14.4,20.00176033533894,-10610000.0,0.56,-0.19,1767.71,2.05,498.1,3.45,0.95,-0.26,1752.1,7.7,0.33,0.11,13.2,-0.11,43.43,-12.56,-0.0143,0,0,Neutral
2013-10-28,17.91,18.102127021584874,-1.43,3940.13,20.057967261151276,-0.08,1773.16,500.39,-0.23,1762.1,0.13,13.31,30.0,18.17,-0.26,19.299809446289196,-168160000.0,9.39,-10.82,3943.36,-3.23,19.97968814969055,38710000.0,0.37,-0.45,1769.76,3.4,501.55,-1.16,0.69,-0.92,1759.8,2.3,0.44,-0.31,13.09,0.22,30.87,-0.87,0.0128,0,1,Neutral
2013-10-29,18.14,17.595600914952225,1.28,3952.34,19.933717884302514,0.31,1788.44,503.61,0.64,1772.0,0.56,13.41,29.61,17.91,0.23,18.102127021584874,-28900000.0,-1.43,2.71,3940.13,12.21,20.057967261151276,-60070000.0,-0.08,0.39,1773.16,15.28,500.39,3.22,-0.23,0.87,1762.1,9.9,0.13,0.43,13.31,0.1,30.0,-0.39,-0.005,0,0,Neutral
2013-10-30,18.05,18.316430733677347,-0.5,3930.62,19.94080645489262,-0.55,1780.98,501.26,-0.47,1763.3,-0.49,13.65,28.77,18.14,-0.09,17.595600914952225,46280000.0,1.28,-1.78,3952.34,-21.72,19.933717884302514,3230000.0,0.31,-0.86,1788.44,-7.46,503.61,-2.35,0.64,-1.11,1772.0,-8.7,0.56,-1.05,13.41,0.24,29.61,-0.84,0.0083,0,1,Neutral
2013-10-31,18.2,17.714245689333016,0.83,3919.71,20.190756820052464,-0.28,1775.28,502.39,0.23,1756.5,-0.39,13.75,29.13,18.05,0.15,18.316430733677347,-40760000.0,-0.5,1.33,3930.62,-10.91,19.94080645489262,129850000.0,-0.55,0.27,1780.98,-5.7,501.26,1.13,-0.47,0.7,1763.3,-6.8,-0.49,0.1,13.65,0.1,28.77,0.36,-0.0137,0,0,Neutral
2013-11-01,17.95,18.014815570828862,-1.37,3922.04,20.001678030812315,0.06,1775.24,503.63,0.25,1761.6,0.29,13.28,28.14,18.2,-0.25,17.714245689333016,17300000.0,0.83,-2.2,3919.71,2.33,20.190756820052464,-101150000.0,-0.28,0.34,1775.28,-0.04,502.39,1.24,0.23,0.02,1756.5,5.1,-0.39,0.68,13.75,-0.47,29.13,-0.99,-0.0006,0,0,Neutral
2013-11-04,17.94,17.474188529111643,-0.06,3936.59,19.87713063607528,0.37,1779.57,505.42,0.36,1767.9,0.36,12.93,28.46,17.95,-0.01,18.014815570828862,-27830000.0,-1.37,1.31,3922.04,14.55,20.001678030812315,-56910000.0,0.06,0.31,1775.24,4.33,503.63,1.79,0.25,0.11,1761.6,6.3,0.29,0.07,13.28,-0.35,28.14,0.32,0.0,0,0,Neutral
2013-11-05,17.94,17.508133023263646,0.0,3939.86,19.936862368102165,0.08,1777.44,505.46,0.01,1763.0,-0.28,13.27,28.78,17.94,0.0,17.474188529111643,1340000.0,-0.06,0.06,3936.59,3.27,19.87713063607528,26410000.0,0.37,-0.29,1779.57,-2.13,505.42,0.04,0.36,-0.35,1767.9,-4.9,0.36,-0.64,12.93,0.34,28.46,0.32,-0.0072,0,0,Neutral
2013-11-06,17.81,17.638920926888964,-0.72,3931.95,19.95105380595466,-0.2,1786.43,504.24,-0.24,1770.5,0.43,12.67,28.84,17.94,-0.13,17.508133023263646,5610000.0,0.0,-0.72,3939.86,-7.91,19.936862368102165,6510000.0,0.08,-0.28,1777.44,8.99,505.46,-1.22,0.01,-0.25,1763.0,7.5,-0.28,0.71,13.27,-0.6,28.78,0.06,-0.0354,1,0,Negative
2013-11-07,17.18,18.258161826219297,-3.54,3857.33,20.121767598395458,-1.9,1758.21,493.81,-2.07,1747.2,-1.32,13.91,30.43,17.81,-0.63,17.638920926888964,39240000.0,-0.72,-2.82,3931.95,-74.62,19.95105380595466,86000000.0,-0.2,-1.7,1786.43,-28.22,504.24,-10.43,-0.24,-1.83,1770.5,-23.3,0.43,-1.75,12.67,1.24,28.84,1.59,0.0198,1,1,Positive
2013-11-08,17.52,17.788440517114157,1.98,3919.23,19.969200243542673,1.6,1781.43,501.6,1.58,1770.6,1.34,12.9,28.01,17.18,0.34,18.258161826219297,-31860000.0,-3.54,5.52,3857.33,61.9,20.121767598395458,-77540000.0,-1.9,3.5,1758.21,23.22,493.81,7.79,-2.07,3.65,1747.2,23.4,-1.32,2.66,13.91,-1.01,30.43,-2.42,0.0114,0,1,Neutral
2013-11-11,17.72,17.627713250209656,1.14,3919.79,19.77253893033872,0.01,1782.0,502.41,0.16,1771.9,0.07,12.53,28.38,17.52,0.2,17.788440517114157,-7890000.0,1.98,-0.84,3919.23,0.56,19.969200243542673,-83990000.0,1.6,-1.59,1781.43,0.57,501.6,0.81,1.58,-1.42,1770.6,1.3,1.34,-1.27,12.9,-0.37,28.01,0.37,-0.0135,0,0,Neutral
2013-11-12,17.48,17.663315012392278,-1.35,3919.92,19.87252873815307,0.0,1791.1,501.3,-0.22,1767.7,-0.24,12.82,28.25,17.72,-0.24,17.627713250209656,1640000.0,1.14,-2.49,3919.79,0.13,19.77253893033872,40640000.0,0.01,-0.01,1782.0,9.1,502.41,-1.11,0.16,-0.38,1771.9,-4.2,0.07,-0.31,12.53,0.29,28.38,-0.13,0.0189,1,1,Positive
2013-11-13,17.81,17.83297409384898,1.89,3965.57,19.910704293088408,1.16,1811.59,509.27,1.59,1782.0,0.81,12.52,27.29,17.48,0.33,17.663315012392278,8670000.0,-1.35,3.24,3919.92,45.65,19.87252873815307,16620000.0,0.0,1.16,1791.1,20.49,501.3,7.97,-0.22,1.81,1767.7,14.3,-0.24,1.05,12.82,-0.3,28.25,-0.96,0.0314,1,1,Positive
2013-11-14,18.37,18.237718994278673,3.14,3972.74,19.913247706903,0.18,1809.44,512.79,0.69,1790.6,0.48,12.37,27.78,17.81,0.56,17.83297409384898,27720000.0,1.89,1.25,3965.57,7.17,19.910704293088408,1130000.0,1.16,-0.98,1811.59,-2.15,509.27,3.52,1.59,-0.9,1782.0,8.6,0.81,-0.33,12.52,-0.15,27.29,0.49,0.0049,0,1,Neutral
2013-11-15,18.46,18.31420851056532,0.49,3985.97,20.02000771465606,0.33,1820.77,514.32,0.3,1798.2,0.42,12.19,28.19,18.37,0.09,18.237718994278673,6620000.0,3.14,-2.65,3972.74,13.23,19.913247706903,50120000.0,0.18,0.15,1809.44,11.33,512.79,1.53,0.69,-0.39,1790.6,7.6,0.48,-0.06,12.37,-0.18,27.78,0.41,-0.0081,0,0,Neutral
2013-11-18,18.31,17.81847057664603,-0.81,3949.07,19.889476328886026,-0.93,1801.26,510.62,-0.72,1791.5,-0.37,13.1,28.05,18.46,-0.15,18.31420851056532,-35140000.0,0.49,-1.3,3985.97,-36.9,20.02000771465606,-60570000.0,0.33,-1.26,1820.77,-19.51,514.32,-3.7,0.3,-1.02,1798.2,-6.7,0.42,-0.79,12.19,0.91,28.19,-0.14,-0.0033,0,0,Neutral
2013-11-19,18.25,17.455724866343648,-0.33,3931.55,19.82425003307362,-0.44,1783.77,508.52,-0.41,1787.9,-0.2,13.39,28.8,18.31,-0.06,17.81847057664603,-16660000.0,-0.81,0.48,3949.07,-17.52,19.889476328886026,-27430000.0,-0.93,0.49,1801.26,-17.49,510.62,-2.1,-0.72,0.31,1791.5,-3.6,-0.37,0.17,13.1,0.29,28.05,0.75,-0.0066,0,0,Neutral
2013-11-20,18.13,17.383915886811124,-0.66,3921.27,19.81009523490071,-0.26,1777.65,505.87,-0.52,1781.4,-0.36,13.4,28.31,18.25,-0.12,17.455724866343648,-2640000.0,-0.33,-0.33,3931.55,-10.28,19.82425003307362,-5720000.0,-0.44,0.18,1783.77,-6.12,508.52,-2.65,-0.41,-0.11,1787.9,-6.5,-0.2,-0.16,13.39,0.01,28.8,-0.49,0.0177,1,1,Positive
